N	2gram	Vinokur_Ku_3	slovoVRo
1	и в	23	41
2	и т	54	28
3	т п	41	23
4	литературного языка	3	20
5	могут быть	6	19
6	но и	3	16
7	и не	10	16
8	точки зрения	23	16
9	языка в	6	16
10	не только	17	16
11	а не	11	15
12	то же	6	14
13	в пределах	2	14
14	может быть	14	14
15	не может	6	14
16	в то	3	14
17	в сущности	4	13
18	в его	11	13
19	слова и	7	13
20	как бы	5	12
21	языка и	2	12
22	в этом	16	12
23	так и	6	11
24	язык и	2	10
25	слово в	3	10
26	в той	4	10
27	или иной	7	9
28	той или	5	9
29	таким образом	9	9
30	все эти	7	9
31	слова в	4	8
32	прежде всего	9	8
33	точка зрения	4	8
34	в особенности	2	8
35	но в	2	8
36	литературный язык	4	8
37	как в	4	8
38	как мы	5	8
39	с точки	16	8
40	все они	2	7
41	не в	5	7
42	отношение к	3	7
43	зрения на	3	7
44	на фоне	7	7
45	вовсе не	5	7
46	в своей	4	7
47	все же	5	7
48	в слове	4	7
49	во всяком	2	7
50	в отношении	3	6
51	того же	4	6
52	это не	3	6
53	при этом	6	6
54	а в	5	6
55	слова как	2	6
56	только в	6	6
57	установка на	3	6
58	с другой	7	5
59	в самом	13	5
60	все это	2	5
61	т д	8	5
62	подхода к	2	5
63	точек зрения	2	5
64	и к	3	5
65	еще более	2	5
66	с другими	2	5
67	в языке	7	5
68	он в	2	5
69	далеко не	5	5
70	так сказать	2	5
71	кроме того	2	4
72	одной стороны	4	4
73	в ней	3	4
74	один из	4	4
75	в их	6	4
76	за пределы	2	4
77	с одной	4	4
78	лишь в	8	4
79	языка но	3	4
80	и с	3	4
81	не как	2	4
82	языка как	4	4
83	как и	5	4
84	еще не	9	4
85	по преимуществу	3	4
86	в процессе	3	4
87	другой стороны	3	4
88	речи в	7	4
89	там где	3	4
90	ничего не	6	4
91	не могут	5	3
92	поэтическое слово	2	3
93	точку зрения	2	3
94	хотя бы	9	3
95	формы и	3	3
96	из этих	5	3
97	к тому	3	3
98	мы найдем	2	3
99	в том	22	3
100	более или	2	3
101	в большей	2	3
102	от языка	2	3
103	в зависимости	7	3
104	данном случае	4	3
105	в своем	4	3
106	именно в	3	3
107	того что	11	3
108	также и	5	3
109	в результате	3	3
110	и здесь	2	3
111	не было	4	3
112	о том	6	3
113	его в	2	3
114	в первом	5	3
115	так как	9	3
116	и следует	2	3
117	с этой	3	3
118	по существу	3	3
119	зависимости от	8	3
120	в качестве	2	3
121	она не	3	3
122	было бы	16	3
123	конечно не	2	3
124	он не	3	3
125	в свое	2	3
126	бы и	3	3
127	или менее	2	3
128	к языку	4	3
129	в данном	7	3
130	в поэзии	5	3
131	которые в	4	3
132	в частности	2	2
133	известном смысле	2	2
134	тому что	4	2
135	язык не	2	2
136	столь же	4	2
137	литературном языке	2	2
138	что все	2	2
139	этом случае	4	2
140	можно сказать	2	2
141	для нас	4	2
142	языком а	2	2
143	что они	2	2
144	на этом	2	2
145	смысле слова	2	2
146	стилистика в	2	2
147	для того	12	2
148	хотя и	5	2
149	был бы	3	2
150	и тем	6	2
151	в целом	4	2
152	в этих	2	2
153	на том	2	2
154	как к	2	2
155	уже не	8	2
156	те же	7	2
157	должно быть	7	2
158	так же	2	2
159	синтаксиса и	2	2
160	сказать что	7	2
161	потому что	12	2
162	того или	3	2
163	между тем	4	2
164	в известном	2	2
165	в котором	2	2
166	первом случае	2	2
167	дело не	2	2
168	в одном	2	2
169	или иного	3	2
170	в условиях	2	2
171	у нас	10	2
172	том что	11	2
173	не с	2	2
174	то в	3	2
175	но не	3	2
176	по своему	2	2
177	слов и	5	2
178	до сих	8	2
179	совершенно не	5	2
180	и о	4	2
181	речи но	3	2
182	а также	4	2
183	сих пор	8	2
184	в ее	4	2
185	как раз	4	2
186	так в	2	2
187	а с	3	2
188	на самом	3	2
189	если мы	7	2
190	последнего времени	2	2
191	не есть	3	2
192	речь в	2	2
193	той же	3	2
194	такая же	2	2
195	мы не	3	2
196	можно было	11	2
197	нас в	3	2
198	эти слова	2	2
199	на протяжении	2	2
200	связи с	6	2
201	ответственность за	4	2
202	здесь не	2	2
