N	2gram	Propp_Isto_6	Problema
1	то что	6	42
2	вовсе не	2	35
3	и в	26	32
4	и не	10	31
5	не есть	2	29
6	в этом	12	19
7	не только	10	17
8	потому что	13	16
9	а не	2	15
10	в виде	6	15
11	в себе	3	15
12	как бы	4	14
13	может быть	11	14
14	у нас	5	14
15	но в	7	14
16	и тем	4	13
17	в нем	8	13
18	сказать что	3	13
19	что мы	2	13
20	при помощи	3	13
21	что в	12	12
22	а именно	9	12
23	том что	10	12
24	так и	5	12
25	и т	10	11
26	о том	7	11
27	так как	18	11
28	то же	5	10
29	прежде всего	4	10
30	в этой	2	10
31	т д	8	10
32	ничего не	2	10
33	но не	2	9
34	в том	12	9
35	но и	9	9
36	и что	5	9
37	так же	2	9
38	еще не	9	9
39	что же	2	9
40	в данном	3	9
41	и это	8	9
42	на то	2	8
43	данном случае	3	8
44	не может	6	8
45	все эти	8	8
46	и на	12	8
47	он и	2	8
48	когда мы	2	8
49	было бы	2	8
50	в своей	3	8
51	но это	4	8
52	и ее	3	8
53	никогда не	13	7
54	ни в	2	7
55	того что	2	7
56	в них	3	7
57	что он	9	7
58	как мы	4	7
59	во всяком	2	7
60	тем что	5	7
61	только в	5	7
62	здесь не	2	7
63	так что	3	6
64	и как	2	6
65	при этом	3	6
66	то и	2	6
67	таким образом	12	6
68	это не	4	6
69	но как	4	6
70	и то	3	6
71	его в	5	6
72	как это	5	6
73	о чем	2	6
74	в то	5	6
75	в его	5	6
76	перед нами	2	5
77	в своем	2	5
78	можно сказать	2	5
79	для нас	2	5
80	мы уже	6	5
81	что она	3	5
82	мы должны	2	5
83	с тем	4	5
84	далеко не	3	5
85	в других	4	5
86	точно так	2	4
87	не в	3	4
88	один из	3	4
89	только то	2	4
90	после этого	4	4
91	на том	8	4
92	и только	3	4
93	не было	3	4
94	в одно	2	4
95	или в	3	4
96	а в	3	4
97	их в	3	4
98	как он	6	4
99	если бы	3	4
100	самое время	2	4
101	а также	4	4
102	как в	6	4
103	тем самым	2	4
104	мы можем	7	4
105	что это	2	3
106	что не	2	3
107	в этих	2	3
108	с другой	10	3
109	но все	2	3
110	что они	2	3
111	но для	2	3
112	всяком случае	2	3
113	другими словами	3	3
114	другой стороны	8	3
115	и его	7	3
116	что оно	4	3
117	именно на	2	3
118	в которых	2	3
119	с этим	2	3
120	но он	2	3
121	что здесь	3	3
122	с ним	8	3
123	или как	2	3
124	есть еще	2	3
125	как и	5	3
126	того же	2	3
127	есть и	4	3
128	до сих	4	3
129	к тому	2	3
130	он не	2	3
131	сих пор	4	3
132	того как	3	3
133	уже не	7	3
134	можно было	2	3
135	как будто	3	3
136	значит что	2	3
137	все время	2	2
138	же как	3	2
139	вообще не	3	2
140	в это	4	2
141	этом случае	6	2
142	это мы	2	2
143	кроме того	3	2
144	например в	7	2
145	на его	4	2
146	в него	3	2
147	здесь нет	2	2
148	на этой	2	2
149	то или	2	2
150	например на	2	2
151	и до	2	2
152	образом и	2	2
153	мы находим	2	2
154	большей частью	2	2
155	не имеет	2	2
156	и с	6	2
157	может иметь	2	2
158	знаем что	2	2
159	из этих	4	2
160	мы имеем	14	2
161	том как	3	2
162	с собой	2	2
163	же мы	5	2
164	еще очень	2	2
165	с его	4	2
166	могут быть	3	2
167	однако в	2	2
168	а потом	2	2
169	то он	2	2
170	на первый	3	2
171	уже давно	2	2
172	мы видим	5	2
173	без всяких	2	2
174	в качестве	3	2
175	она не	3	2
176	но есть	3	2
177	или вообще	2	2
178	не будет	5	2
179	на тот	2	2
180	не будем	2	2
181	вместе с	8	2
182	ее в	6	2
183	только что	2	2
184	мы не	6	2
185	что этот	2	2
186	что иное	2	2
187	и другое	2	2
188	которые в	2	2
189	пор мы	2	2
190	не потому	3	2
191	в эту	2	2
