N	2gram	Propp_Isto_1	Mirosoze
1	может быть	25	30
2	не только	12	29
3	и в	28	28
4	не может	15	28
5	но и	10	25
6	а не	15	25
7	он не	2	24
8	в этом	8	20
9	не в	9	16
10	потому что	4	16
11	в ней	7	15
12	никогда не	14	14
13	в нем	2	13
14	и он	3	12
15	для него	2	11
16	и не	9	11
17	что в	12	10
18	в своем	5	10
19	был бы	2	10
20	прежде всего	10	10
21	что он	10	10
22	было бы	7	10
23	и потому	2	10
24	с тем	4	9
25	в его	5	9
26	не есть	2	9
27	и его	3	9
28	но не	5	8
29	в котором	3	8
30	в глубине	2	8
31	того что	4	7
32	но в	8	7
33	в себе	2	7
34	должна быть	5	6
35	в том	9	6
36	в этой	6	6
37	все это	4	6
38	ведет к	2	6
39	и на	4	6
40	вместе с	6	6
41	только в	11	6
42	не могут	2	5
43	это не	7	5
44	как и	4	5
45	то что	9	5
46	в этих	7	4
47	не знает	5	4
48	иной мир	3	4
49	нет в	2	4
50	в их	3	4
51	в середине	2	4
52	отношения к	2	4
53	и по	3	4
54	а в	7	4
55	увидим что	5	4
56	должен был	3	4
57	не как	3	4
58	один из	4	4
59	xix века	2	4
60	что и	6	4
61	уже не	3	4
62	тем что	3	4
63	и вот	2	3
64	к тому	6	3
65	для нас	13	3
66	но если	2	3
67	и их	3	3
68	в свете	2	3
69	не так	2	3
70	должно быть	2	3
71	с этим	4	3
72	его в	6	3
73	так как	6	3
74	и с	4	3
75	на этом	3	3
76	он должен	2	3
77	в ее	2	3
78	том что	7	3
79	не знают	3	3
80	ничего не	2	3
81	мы увидим	10	3
82	конечно не	2	3
83	в иной	4	3
84	себя в	2	3
85	когда он	6	3
86	будто бы	3	3
87	хотя бы	4	3
88	за собой	2	2
89	мы еще	3	2
90	и от	2	2
91	вопрос о	5	2
92	его как	2	2
93	живет в	2	2
94	и мы	2	2
95	одним из	2	2
96	на этот	2	2
97	могут быть	4	2
98	всего в	2	2
99	по отношению	3	2
100	все эти	4	2
101	и что	10	2
102	есть только	3	2
103	время как	3	2
104	также и	3	2
105	сказать что	5	2
106	в начале	3	2
107	по своей	2	2
108	как бы	2	2
109	о том	9	2
110	как он	2	2
111	когда мы	2	2
112	бы в	2	2
113	с ним	2	2
114	не существует	2	2
115	в основе	4	2
116	если бы	8	2
117	в иное	4	2
118	на природу	2	2
119	к этому	2	2
120	отношению к	3	2
121	мы видим	11	2
122	в то	3	2
123	то время	3	2
124	связано с	2	2
125	как будто	4	2
126	до сих	5	2
127	никто не	2	2
128	и когда	2	2
129	о нем	2	2
130	относится к	2	2
131	еще в	2	2
132	должен быть	3	2
133	все же	10	2
134	с ней	2	2
135	сих пор	5	2
136	как в	2	2
137	приводит к	2	2
138	т е	10	2
139	чтобы не	3	2
140	и она	2	2
141	к чему	3	2
142	и как	2	2
143	и для	4	2
144	от этого	2	2
145	он в	2	2
146	с чего	2	2
147	с того	3	2
148	не все	4	2
