N	2gram	Berdyaev_M_1	Myshleni
1	в этом	20	29
2	точки зрения	4	28
3	и в	28	26
4	не только	29	24
5	то что	5	24
6	того чтобы	2	19
7	в том	6	18
8	и не	11	18
9	для того	2	18
10	том что	3	17
11	потому что	16	16
12	как и	5	15
13	того что	7	14
14	так как	3	14
15	что в	10	12
16	вместе с	6	12
17	и его	9	12
18	в которой	6	11
19	но и	25	11
20	мысли и	2	11
21	не может	28	11
22	по своей	2	10
23	по своему	2	9
24	в самом	11	9
25	по сравнению	2	9
26	тем что	4	9
27	в себе	7	9
28	сказать что	2	8
29	что он	10	8
30	только в	6	8
31	к тому	3	7
32	прежде всего	10	7
33	может быть	30	7
34	и к	2	7
35	вопрос о	2	6
36	по отношению	2	6
37	как бы	2	6
38	в ее	3	6
39	все что	2	6
40	и что	2	6
41	было бы	10	6
42	все эти	2	6
43	все же	2	6
44	а не	25	6
45	с этой	4	5
46	до конца	14	5
47	если бы	2	5
48	в виду	2	5
49	и их	3	5
50	и с	3	5
51	одно из	3	5
52	в начале	2	5
53	бы в	2	5
54	с тем	9	5
55	она не	4	5
56	отношению к	2	5
57	и для	2	5
58	с внутренней	2	5
59	не могут	5	4
60	никогда не	14	4
61	и от	2	4
62	в конце	7	4
63	в котором	8	4
64	в свете	3	4
65	в момент	3	4
66	и во	2	4
67	в его	9	4
68	о том	2	4
69	но в	7	4
70	о чем	2	4
71	чем в	2	4
72	не есть	9	4
73	как в	2	4
74	приводит к	2	4
75	это и	4	4
76	в той	2	4
77	не в	16	4
78	это есть	3	4
79	связана с	2	3
80	учение о	3	3
81	все это	6	3
82	это не	5	3
83	пути и	2	3
84	момент в	2	3
85	движения в	2	3
86	для него	11	3
87	мог бы	4	3
88	в ней	15	3
89	в основе	2	3
90	его с	2	3
91	только и	3	3
92	в самой	7	3
93	и по	4	3
94	он не	24	3
95	с ним	2	3
96	чем у	4	3
97	с собой	3	3
98	есть не	4	3
99	в то	2	3
100	но не	8	3
101	до сих	2	3
102	привести к	4	3
103	и потому	10	3
104	в этот	2	3
105	нет и	5	3
106	что и	4	3
107	в своей	15	3
108	сих пор	2	3
109	менее всего	7	3
110	к нему	7	3
111	отличается от	2	3
112	мы видим	2	3
113	в этой	6	3
114	уже в	4	2
115	прежде чем	2	2
116	себя и	3	2
117	в этих	4	2
118	никто не	2	2
119	то время	2	2
120	и вместе	4	2
121	входит в	2	2
122	для нас	3	2
123	его мысль	2	2
124	в свою	2	2
125	не мог	3	2
126	одним из	2	2
127	но если	3	2
128	один из	4	2
129	в нем	13	2
130	есть только	2	2
131	отношение к	4	2
132	только одно	3	2
133	всего в	2	2
134	в их	4	2
135	в середине	4	2
136	отношения к	4	2
137	время как	2	2
138	лишь в	6	2
139	не имеет	3	2
140	должно быть	3	2
141	а в	4	2
142	в любви	4	2
143	также и	2	2
144	в которых	4	2
145	но он	9	2
146	и есть	14	2
147	его в	3	2
148	к этой	2	2
149	человеческого сознания	2	2
150	от нее	5	2
151	о человеке	23	2
152	с этим	3	2
153	к этому	2	2
154	она может	2	2
155	у нас	5	2
156	ведь это	2	2
157	к ней	4	2
158	как для	2	2
159	относится к	2	2
160	с ней	2	2
161	оказывается что	2	2
162	и она	2	2
163	ко всем	3	2
164	и он	12	2
165	могут быть	2	2
166	своему значению	2	2
167	ничего не	3	2
