N	2gram	Vinokur_St_2	Dialekti
1	т е	10	30
2	и не	9	30
3	может быть	2	20
4	и в	29	19
5	не только	19	19
6	по себе	3	18
7	и т	9	17
8	а не	5	16
9	т д	6	15
10	в себе	2	15
11	то что	11	14
12	и даже	3	14
13	в том	27	14
14	как бы	5	14
15	так как	2	14
16	потому что	9	14
17	вовсе не	6	13
18	но и	19	12
19	то же	2	12
20	точки зрения	5	12
21	что это	3	10
22	ни в	3	10
23	как и	2	10
24	и как	2	10
25	в нем	4	10
26	так и	9	10
27	том что	27	10
28	сказать что	2	10
29	времени и	4	9
30	никогда не	3	9
31	не может	2	9
32	прежде всего	5	8
33	с точки	2	8
34	не в	4	8
35	в этом	21	8
36	в своей	7	8
37	как это	2	7
38	но это	3	7
39	и к	4	7
40	совершенно не	2	7
41	что в	19	7
42	так что	3	7
43	я не	7	6
44	что он	13	6
45	что они	2	6
46	в то	2	6
47	но не	3	6
48	того что	5	6
49	и вообще	2	6
50	не потому	2	6
51	с другой	4	5
52	по своему	2	5
53	и пр	8	5
54	в самом	7	5
55	и потому	2	5
56	что и	2	5
57	и это	2	5
58	как раз	8	5
59	и что	6	5
60	только что	2	5
61	и его	6	5
62	только в	2	5
63	о том	17	5
64	не то	3	5
65	и с	4	5
66	в виду	7	5
67	в своем	9	4
68	в одном	6	4
69	в ее	2	4
70	все же	6	4
71	при этом	2	4
72	говорят что	2	4
73	он не	9	4
74	хотя бы	3	4
75	связи с	4	4
76	ни с	2	4
77	все это	11	4
78	другой стороны	3	4
79	том смысле	2	4
80	таким образом	10	4
81	самом деле	3	4
82	и по	3	4
83	в одной	2	4
84	но он	3	4
85	в каком	2	4
86	в другом	4	4
87	как он	2	4
88	поэзии и	2	4
89	не менее	3	3
90	и более	2	3
91	же как	3	3
92	о чем	5	3
93	в этих	3	3
94	в это	2	3
95	с нею	3	3
96	была бы	5	3
97	вопрос о	6	3
98	это время	2	3
99	об этом	6	3
100	даны в	2	3
101	в этой	2	3
102	кроме того	4	3
103	было бы	5	3
104	у меня	3	3
105	даже в	2	3
106	сами по	2	3
107	из них	3	3
108	с этим	3	3
109	не было	3	3
110	в той	5	3
111	во внимание	2	3
112	что такое	2	3
113	принять во	2	3
114	что этот	2	3
115	в данном	2	3
116	они не	2	3
117	в один	2	3
118	его в	2	3
119	ничего не	4	3
120	это было	2	3
121	самого начала	3	2
122	только не	2	2
123	в частности	4	2
124	мере в	2	2
125	что у	4	2
126	в какой	2	2
127	у пушкина	12	2
128	в конце	2	2
129	на самом	3	2
130	именно в	4	2
131	в тех	2	2
132	к тому	10	2
133	что на	3	2
134	тем не	2	2
135	это еще	2	2
136	только потому	2	2
137	с самого	3	2
138	но все	7	2
139	что я	2	2
140	в истории	2	2
141	с тем	7	2
142	или менее	2	2
143	очевидно что	2	2
144	как известно	2	2
145	что с	2	2
146	до сих	6	2
147	в общем	3	2
148	на его	2	2
149	несмотря на	2	2
150	далее в	2	2
151	не по	2	2
152	в ней	7	2
153	всяком случае	3	2
154	только к	2	2
155	нет никакого	2	2
156	сих пор	5	2
157	раз в	2	2
158	и я	2	2
159	в некоторых	2	2
160	дело не	2	2
161	ее в	2	2
162	в их	3	2
163	тому что	7	2
164	так же	3	2
165	не на	2	2
166	т п	3	2
167	не раз	2	2
168	например в	3	2
169	того как	7	2
170	как в	3	2
171	более или	2	2
172	тем же	2	2
173	если принять	2	2
174	его не	3	2
175	также и	2	2
176	в результате	2	2
177	бы ни	2	2
178	между тем	5	2
179	тем что	3	2
180	только о	2	2
181	во время	2	2
182	во всяком	3	2
183	все эти	2	2
184	к сожалению	2	2
185	иметь в	3	2
186	в которой	11	2
187	в области	2	2
188	которые не	3	2
189	но в	8	2
190	сомневаться в	3	2
191	вместе с	7	2
