N	2gram	Tiupa_Narr_1	Myshleni
1	в том	18	33
2	том что	14	27
3	точки зрения	10	26
4	то что	11	20
5	в этом	17	19
6	с точки	2	18
7	и в	19	15
8	не только	32	15
9	что в	3	14
10	что он	6	12
11	и т.д	7	12
12	но и	23	10
13	было бы	4	10
14	в своем	2	9
15	может быть	25	9
16	не является	8	9
17	не может	10	9
18	что мы	2	9
19	о том	6	9
20	в сущности	3	9
21	связи с	4	9
22	так и	9	8
23	никогда не	3	8
24	не в	14	8
25	к тому	7	7
26	одной стороны	7	7
27	с одной	7	7
28	и не	20	7
29	как бы	4	7
30	по себе	5	7
31	он не	3	7
32	и т.п	8	7
33	что это	3	6
34	в частности	14	6
35	точку зрения	4	6
36	как мы	3	6
37	в этой	5	6
38	по отношению	7	6
39	в связи	2	6
40	с другой	8	6
41	сказать что	4	6
42	как это	6	6
43	но в	6	6
44	как и	7	6
45	по своей	3	6
46	как известно	2	6
47	самом деле	2	6
48	к которому	2	6
49	это не	2	5
50	уже в	3	5
51	и др	2	5
52	и даже	3	5
53	по существу	2	5
54	отношению к	6	5
55	приводит к	2	5
56	то же	4	5
57	во всей	2	5
58	можно было	2	5
59	независимо от	2	4
60	прежде всего	4	4
61	из этих	3	4
62	переход от	4	4
63	несмотря на	2	4
64	который в	2	4
65	не имеет	2	4
66	так же	2	4
67	а в	11	4
68	и с	4	4
69	в конечном	3	4
70	с его	6	4
71	конечном счете	2	4
72	все же	7	4
73	в качестве	21	4
74	даже в	2	4
75	как в	7	4
76	как раз	2	4
77	а с	3	4
78	хотя бы	4	4
79	и его	5	4
80	только в	4	4
81	том числе	6	3
82	он сам	2	3
83	что у	2	3
84	в собственном	2	3
85	что именно	2	3
86	числе и	4	3
87	что они	3	3
88	для него	2	3
89	при этом	9	3
90	из двух	3	3
91	точка зрения	6	3
92	из них	3	3
93	и до	2	3
94	данном случае	4	3
95	со стороны	9	3
96	языка и	2	3
97	и только	2	3
98	этом отношении	3	3
99	все эти	2	3
100	те же	4	3
101	они не	2	3
102	в результате	2	3
103	в основе	5	3
104	мы имеем	2	3
105	и все	2	3
106	не существует	3	3
107	здесь и	2	3
108	состоит в	13	3
109	идет о	2	3
110	тем более	2	3
111	но не	5	3
112	одной из	4	3
113	когда он	3	3
114	тем самым	6	3
115	а не	12	3
116	из которых	4	3
117	или в	2	3
118	в данном	5	3
119	в отличие	5	3
120	и ее	2	3
121	этого слова	2	3
122	отличие от	5	3
123	ничего не	2	3
124	за собой	4	2
125	в противоположность	2	2
126	быть может	2	2
127	же как	3	2
128	говоря словами	2	2
129	перед нами	4	2
130	столь же	3	2
131	в полном	2	2
132	или иной	5	2
133	можно сказать	5	2
134	что на	2	2
135	ни в	3	2
136	и как	5	2
137	но все	4	2
138	той или	4	2
139	и самого	3	2
140	и тем	4	2
141	с ее	3	2
142	могут быть	3	2
143	на том	3	2
144	к себе	5	2
145	говорить о	2	2
146	мира и	2	2
147	а также	7	2
148	все те	4	2
149	в известном	2	2
150	у него	4	2
151	отнюдь не	5	2
152	всей его	2	2
153	не могло	2	2
154	именно в	6	2
155	в присутствии	3	2
156	представляет собой	13	2
157	подход к	2	2
158	наряду с	2	2
159	иначе говоря	6	2
160	в его	9	2
161	речь идет	4	2
162	нет и	2	2
163	как говорит	3	2
164	или менее	2	2
165	и для	2	2
166	в себя	6	2
167	в силу	4	2
168	тому как	2	2
169	тем что	3	2
170	подобно тому	2	2
171	в себе	8	2
172	на протяжении	6	2
173	это все	2	2
174	более или	2	2
175	не то	2	2
