N	2gram	Bakhtin_Pr_2	EvropaiC
1	таким образом	11	32
2	в том	8	31
3	и в	45	24
4	том что	7	20
5	все эти	4	19
6	не может	24	18
7	то что	5	17
8	может быть	18	15
9	все же	4	15
10	точки зрения	19	13
11	в своем	5	12
12	до сих	2	12
13	сих пор	2	12
14	самом деле	4	12
15	в этом	20	12
16	все это	5	11
17	отношению к	8	10
18	как бы	15	10
19	по отношению	8	10
20	все что	3	10
21	во всех	4	10
22	так и	3	10
23	на то	2	9
24	при этом	2	9
25	друг с	2	9
26	в результате	3	9
27	как и	14	9
28	с другом	2	9
29	что в	6	9
30	не в	8	8
31	в самом	13	8
32	так же	5	8
33	если бы	2	8
34	с точки	9	8
35	не менее	2	7
36	для этого	3	7
37	но и	15	7
38	и не	42	7
39	и что	2	7
40	о том	3	7
41	что он	7	7
42	должна быть	3	6
43	все они	4	6
44	так что	2	6
45	друг от	2	6
46	от друга	2	6
47	того что	3	6
48	как на	2	6
49	и на	7	6
50	так как	5	6
51	с ним	8	6
52	в сознании	2	6
53	еще не	9	6
54	что и	5	6
55	в мире	3	6
56	мы можем	4	6
57	только в	9	6
58	именно в	3	5
59	и от	3	5
60	что все	3	5
61	у него	6	5
62	в целом	5	5
63	и их	6	5
64	как к	2	5
65	и с	7	5
66	потому что	8	5
67	его в	3	5
68	но в	6	5
69	ничем не	2	5
70	сравнению с	2	5
71	к этому	4	5
72	и к	2	5
73	в то	5	5
74	в его	22	5
75	не только	16	5
76	по сравнению	2	5
77	и для	2	5
78	но все	4	5
79	лишь в	2	5
80	в себе	5	5
81	далеко не	4	5
82	в которой	2	5
83	никогда не	17	4
84	в конце	4	4
85	в дальнейшем	2	4
86	одним из	3	4
87	хотя и	2	4
88	отношение к	8	4
89	из них	9	4
90	в их	4	4
91	а потому	2	4
92	не так	2	4
93	должно быть	4	4
94	совершенно так	2	4
95	ни один	3	4
96	мы должны	4	4
97	мы уже	3	4
98	он не	9	4
99	конце концов	3	4
100	не есть	2	4
101	что эта	2	4
102	то же	5	4
103	а с	3	4
104	этой области	2	4
105	из которых	2	4
106	и у	2	4
107	хотя бы	5	4
108	в таком	3	4
109	и т.д	3	4
110	в области	2	4
111	а лишь	3	3
112	же как	4	3
113	в нашем	2	3
114	в этих	4	3
115	целом ряде	2	3
116	одного и	2	3
117	представление о	2	3
118	как у	2	3
119	в нем	20	3
120	от того	2	3
121	и других	3	3
122	образом в	2	3
123	и по	2	3
124	а в	3	3
125	это не	3	3
126	в начале	2	3
127	в истории	2	3
128	и потому	6	3
129	бы в	5	3
130	прежде всего	11	3
131	в жизни	3	3
132	таким же	2	3
133	у нас	2	3
134	мы сказали	3	3
135	от него	3	3
136	тот же	2	3
137	конечно не	6	3
138	что если	3	3
139	на почве	4	3
140	даже в	6	3
141	только что	2	3
142	жизнь и	3	3
143	ко всем	2	3
144	ничего общего	2	3
145	то они	2	3
146	но на	2	2
147	в сторону	2	2
148	себя и	2	2
149	точку зрения	5	2
150	что у	4	2
151	о них	2	2
152	как мы	8	2
153	для него	9	2
154	мы и	3	2
155	что они	3	2
156	же время	3	2
157	и сам	3	2
158	к нему	11	2
159	к ним	3	2
160	они могут	3	2
161	в ней	7	2
162	в виду	2	2
163	в котором	7	2
164	вступают в	2	2
165	с ее	3	2
166	мы видели	3	2
167	другими словами	2	2
168	и до	4	2
169	что она	4	2
170	что для	2	2
171	те же	2	2
172	них в	2	2
173	в самой	3	2
174	они не	2	2
175	и некоторые	2	2
176	с ними	4	2
177	но как	2	2
178	не было	2	2
179	все то	2	2
180	то есть	50	2
181	в основе	2	2
182	и более	2	2
183	друг к	3	2
184	в них	4	2
185	же что	3	2
186	вовсе не	7	2
187	со своими	6	2
188	индивидуальном сознании	2	2
189	конечно в	2	2
190	так чтобы	2	2
191	одна из	3	2
192	но не	6	2
193	она не	5	2
194	было бы	4	2
195	жизни и	15	2
196	в сущности	7	2
197	которую он	3	2
198	и особенно	2	2
199	войдя в	2	2
200	в точке	5	2
201	как не	5	2
202	к другу	3	2
203	в процессе	2	2
204	на него	2	2
205	что же	4	2
206	из одного	2	2
207	но с	3	2
208	тем самым	2	2
209	между ними	4	2
210	этот вопрос	4	2
211	и ее	7	2
212	не знает	4	2
213	этого слова	2	2
214	есть в	8	2
215	все его	3	2
