N	2gram	Berdyaev_N_1	Myshleni
1	в том	8	42
2	том что	2	35
3	в этом	7	24
4	и в	16	20
5	что в	9	19
6	в основе	3	17
7	то что	4	15
8	не только	5	15
9	с другой	3	12
10	потому что	4	12
11	может быть	7	12
12	так же	2	11
13	в истории	3	10
14	в себе	2	10
15	одной стороны	2	9
16	но и	3	9
17	другой стороны	2	9
18	с одной	2	9
19	как это	2	9
20	как и	7	9
21	и не	11	8
22	и что	2	8
23	этом смысле	2	8
24	вместе с	2	8
25	в своей	3	7
26	а не	17	7
27	того чтобы	2	7
28	могут быть	2	7
29	к тому	3	6
30	же как	2	6
31	такого рода	2	6
32	не может	16	6
33	и на	2	6
34	сказать что	3	6
35	с тем	3	6
36	можно было	2	6
37	никогда не	6	5
38	это не	4	5
39	что такое	3	5
40	с этим	2	5
41	и к	5	5
42	о том	4	5
43	так и	2	5
44	как в	3	5
45	все эти	2	5
46	все время	2	4
47	роль в	2	4
48	и с	2	4
49	по своему	4	4
50	в смысле	2	4
51	не в	6	4
52	и для	4	4
53	не менее	4	3
54	формы и	2	3
55	и от	2	3
56	что все	2	3
57	не имеют	2	3
58	должно быть	4	3
59	но в	2	3
60	не означает	3	3
61	по существу	2	3
62	но не	2	3
63	наряду с	3	3
64	себя в	2	3
65	ни в	6	3
66	место в	2	2
67	связана с	2	2
68	такой же	2	2
69	должна быть	3	2
70	к образованию	2	2
71	прежде всего	4	2
72	высшей степени	6	2
73	в наши	3	2
74	том чтобы	2	2
75	но для	2	2
76	в ней	5	2
77	в нем	5	2
78	не имеет	4	2
79	а в	2	2
80	не знает	6	2
81	когда мы	2	2
82	у него	2	2
83	переходе от	2	2
84	еще не	3	2
85	не есть	3	2
86	мысли и	2	2
87	и т.п	2	2
88	в высшей	6	2
89	тому как	3	2
90	подобно тому	3	2
91	и это	2	2
92	значит что	4	2
