N	2gram	Bakhtin_sl_1	KulturaY
1	и т	28	54
2	т п	23	41
3	и в	41	23
4	точки зрения	16	23
5	в том	3	22
6	не только	16	17
7	было бы	3	16
8	в этом	12	16
9	с точки	8	16
10	может быть	14	14
11	в самом	5	13
12	для того	2	12
13	потому что	2	12
14	том что	2	11
15	а не	15	11
16	того что	3	11
17	в его	13	11
18	можно было	2	11
19	у нас	2	10
20	и не	16	10
21	прежде всего	8	9
22	еще не	4	9
23	хотя бы	3	9
24	таким образом	9	9
25	так как	3	9
26	лишь в	4	8
27	зависимости от	3	8
28	до сих	2	8
29	сих пор	2	8
30	т д	5	8
31	уже не	2	8
32	с другой	5	7
33	или иной	9	7
34	если мы	2	7
35	слова и	13	7
36	в зависимости	3	7
37	на фоне	7	7
38	в языке	5	7
39	те же	2	7
40	речи в	4	7
41	должно быть	2	7
42	в данном	3	7
43	сказать что	2	7
44	все эти	9	7
45	языка в	16	6
46	при этом	6	6
47	и тем	2	6
48	так и	11	6
49	в их	4	6
50	не может	14	6
51	то же	14	6
52	могут быть	19	6
53	связи с	2	6
54	только в	6	6
55	о том	3	6
56	ничего не	4	6
57	не могут	3	5
58	вовсе не	7	5
59	слов и	2	5
60	как и	4	5
61	не в	7	5
62	совершенно не	2	5
63	хотя и	2	5
64	как бы	12	5
65	все же	7	5
66	как мы	8	5
67	а в	6	5
68	также и	3	5
69	той или	9	5
70	из этих	3	5
71	в поэзии	3	5
72	далеко не	5	5
73	в первом	3	5
74	слова в	8	4
75	тому что	2	4
76	один из	4	4
77	а также	2	4
78	языка как	4	4
79	этом случае	2	4
80	для нас	2	4
81	в целом	2	4
82	литературный язык	8	4
83	того же	6	4
84	одной стороны	4	4
85	столь же	2	4
86	в сущности	13	4
87	в своей	7	4
88	и о	2	4
89	в ее	2	4
90	точка зрения	8	4
91	данном случае	3	4
92	как в	8	4
93	как раз	2	4
94	в своем	3	4
95	не было	3	4
96	с одной	4	4
97	в той	10	4
98	к языку	3	4
99	в слове	7	4
100	между тем	2	4
101	ответственность за	2	4
102	которые в	3	4
103	речи но	2	3
104	это не	6	3
105	формы и	3	3
106	на самом	2	3
107	именно в	3	3
108	или иного	2	3
109	к тому	3	3
110	и к	5	3
111	в отношении	6	3
112	с этой	3	3
113	по существу	3	3
114	то в	2	3
115	но не	2	3
116	по преимуществу	4	3
117	он не	3	3
118	был бы	2	3
119	не есть	2	3
120	литературного языка	20	3
121	отношение к	7	3
122	зрения на	7	3
123	в процессе	4	3
124	но и	16	3
125	другой стороны	4	3
126	а с	2	3
127	мы не	2	3
128	в ней	4	3
129	и с	4	3
130	бы и	3	3
131	той же	2	3
132	языка но	4	3
133	нас в	2	3
134	в результате	3	3
135	слово в	10	3
136	в то	14	3
137	она не	3	3
138	того или	2	3
139	установка на	6	3
140	там где	4	3
141	так сказать	5	2
142	все это	5	2
143	в известном	2	2
144	поэтическое слово	3	2
145	в частности	2	2
146	на том	2	2
147	все они	7	2
148	точку зрения	3	2
149	первом случае	2	2
150	не как	4	2
151	в одном	2	2
152	что все	2	2
153	язык не	2	2
154	в условиях	2	2
155	можно сказать	2	2
156	точек зрения	5	2
157	и здесь	3	2
158	известном смысле	2	2
159	языком а	2	2
160	что они	2	2
161	более или	3	2
162	последнего времени	2	2
163	по своему	2	2
164	смысле слова	2	2
165	язык и	10	2
166	кроме того	4	2
167	в большей	3	2
168	стилистика в	2	2
169	в качестве	3	2
170	от языка	3	2
171	конечно не	3	2
172	за пределы	4	2
173	в свое	3	2
174	слова как	6	2
175	в котором	2	2
176	его в	3	2
177	не с	2	2
178	в пределах	14	2
179	речь в	2	2
180	дело не	2	2
181	или менее	3	2
182	языка и	12	2
183	так в	2	2
184	как к	2	2
185	в особенности	8	2
186	еще более	5	2
187	мы найдем	3	2
188	так же	2	2
189	такая же	2	2
190	синтаксиса и	2	2
191	с другими	5	2
192	во всяком	7	2
193	он в	5	2
194	эти слова	2	2
195	на протяжении	2	2
196	литературном языке	2	2
197	на этом	2	2
198	в этих	2	2
199	здесь не	2	2
200	подхода к	5	2
201	но в	8	2
202	и следует	3	2
