N	2gram	Losev_Dial_3	Myshleni
1	то что	14	26
2	что он	13	25
3	в этом	8	25
4	потому что	7	21
5	таким образом	13	19
6	в том	5	18
7	не может	19	18
8	точки зрения	25	18
9	что в	7	16
10	и в	24	16
11	того что	12	16
12	так как	6	16
13	не только	23	16
14	так же	4	15
15	том что	8	15
16	для того	3	14
17	в сущности	10	13
18	сказать что	4	13
19	вопрос о	5	12
20	и не	27	12
21	и что	15	12
22	в его	2	11
23	из того	2	11
24	но не	2	10
25	было бы	5	10
26	как мы	2	10
27	а не	26	10
28	в силу	3	10
29	только в	5	10
30	может быть	13	9
31	с точки	14	9
32	точка зрения	5	8
33	должно быть	3	8
34	о том	6	8
35	как это	5	8
36	в основе	3	8
37	если бы	6	8
38	как и	7	8
39	он не	5	8
40	то же	6	8
41	тем самым	3	8
42	же как	2	7
43	и есть	16	7
44	в нем	3	7
45	так и	5	7
46	по себе	20	7
47	что все	14	6
48	не в	3	6
49	и следовательно	2	6
50	но если	6	6
51	но и	9	6
52	что оно	7	6
53	и на	3	6
54	в мысли	2	6
55	но в	2	6
56	у него	2	6
57	к тому	4	6
58	должна быть	6	5
59	никогда не	7	5
60	тому что	4	5
61	в своем	3	5
62	показывает что	2	5
63	мы и	4	5
64	для него	4	5
65	как бы	3	5
66	хотя бы	4	5
67	не знает	3	5
68	в то	5	5
69	тогда когда	5	5
70	мере в	3	5
71	из нее	2	5
72	он должен	3	5
73	только что	4	5
74	это значит	24	5
75	тем что	3	5
76	ничего не	17	5
77	значит что	24	5
78	не могут	4	4
79	зависит от	2	4
80	что если	2	4
81	все эти	3	4
82	с другой	4	4
83	это не	4	4
84	с этой	5	4
85	то время	4	4
86	сама по	4	4
87	так что	8	4
88	это есть	8	4
89	по одному	2	4
90	при этом	2	4
91	в самом	7	4
92	уже по	2	4
93	именно в	2	4
94	не имеет	11	4
95	и по	2	4
96	время как	4	4
97	что мы	8	4
98	бы в	2	4
99	тем более	3	4
100	вообще не	2	4
101	еще не	2	4
102	за пределы	3	4
103	не есть	54	4
104	той же	3	4
105	тому как	4	4
106	и то	4	4
107	могут быть	2	4
108	подобно тому	4	4
109	этой точки	2	4
110	не менее	11	3
111	в частности	2	3
112	прежде всего	8	3
113	в смысле	2	3
114	мы знаем	3	3
115	и как	8	3
116	но это	5	3
117	самом деле	6	3
118	одной стороны	3	3
119	но как	2	3
120	но что	7	3
121	к нему	3	3
122	нас к	2	3
123	и является	2	3
124	и тем	2	3
125	то как	2	3
126	от того	4	3
127	в их	2	3
128	еще и	2	3
129	с одной	3	3
130	сознания в	2	3
131	они не	2	3
132	как на	5	3
133	а в	2	3
134	и с	6	3
135	говорить о	4	3
136	в первом	2	3
137	к этой	2	3
138	мы не	5	3
139	только не	10	3
140	содержится в	2	3
141	с этим	3	3
142	вопрос об	3	3
143	все же	3	3
144	по существу	2	3
145	это и	7	3
146	то в	2	3
147	никак не	2	3
148	что и	6	3
149	говорит о	4	3
150	ее в	2	3
151	не на	6	3
152	на этом	2	3
153	как я	2	3
154	из которых	3	3
155	и его	5	3
156	в чем	4	3
157	как с	2	3
158	я не	6	2
159	себя и	2	2
160	что у	2	2
161	может ли	3	2
162	и от	3	2
163	не говорит	3	2
164	в одинаковой	2	2
165	не имеют	2	2
166	в ней	2	2
167	в виду	7	2
168	совершенно не	2	2
169	исходит из	2	2
170	из них	3	2
171	что она	9	2
172	все это	6	2
173	другой стороны	2	2
174	то и	3	2
175	но только	4	2
176	и даже	13	2
177	что для	5	2
178	понятия и	2	2
179	в своих	2	2
180	или не	5	2
181	все равно	2	2
182	и здесь	2	2
183	в истории	4	2
184	их в	2	2
185	одинаковой мере	3	2
186	это будет	4	2
187	же мы	2	2
188	но они	2	2
189	своего собственного	2	2
190	сознания и	4	2
191	в зависимости	2	2
192	в них	5	2
193	вовсе не	13	2
194	есть не	9	2
195	то это	9	2
196	и к	5	2
197	и эти	2	2
198	же в	2	2
199	у нас	4	2
200	зависимости от	3	2
201	во всем	3	2
202	в вопросе	2	2
203	учение о	8	2
204	все что	3	2
205	со всеми	2	2
206	жизни и	5	2
207	никто не	2	2
208	во внимание	2	2
209	и потому	2	2
210	только к	2	2
211	на основании	2	2
212	только на	7	2
213	тому же	2	2
214	его на	2	2
215	должны быть	3	2
216	и логической	2	2
217	ничто не	2	2
218	от всякого	5	2
219	во всяком	2	2
220	ни на	3	2
221	само по	5	2
222	сознание и	3	2
223	мы говорим	2	2
224	из этого	2	2
225	же самый	2	2
226	учения о	2	2
227	этом вопросе	2	2
