N	2gram	Bakhtin_Pr_3	Problemy
1	и не	29	34
2	как бы	27	28
3	в этом	16	25
4	в его	22	24
5	у достоевского	13	24
6	и в	34	23
7	может быть	19	21
8	точки зрения	8	21
9	в нем	19	20
10	а не	9	20
11	достоевского в	3	19
12	то что	11	18
13	для него	13	15
14	с точки	4	15
15	не только	10	13
16	рядом с	4	13
17	и его	16	13
18	не как	3	12
19	достоевского и	3	12
20	потому что	12	12
21	но и	12	11
22	в своей	3	11
23	о нем	2	11
24	отношению к	6	11
25	не может	19	11
26	таким образом	5	11
27	из подполья	36	11
28	по отношению	5	11
29	в том	3	11
30	если бы	4	10
31	это не	5	10
32	что он	23	10
33	так и	6	10
34	то же	14	10
35	и на	6	10
36	в то	12	10
37	этом смысле	4	9
38	это и	2	9
39	том что	3	9
40	в пределах	6	9
41	о себе	18	9
42	последнее слово	4	9
43	в одном	5	9
44	что в	7	8
45	в своем	2	8
46	в каждом	3	8
47	вовсе не	11	8
48	как и	18	8
49	и как	3	8
50	но не	4	8
51	самого героя	3	8
52	в самом	8	8
53	все эти	4	8
54	уже не	2	8
55	говорит он	3	8
56	только в	6	8
57	все это	16	7
58	прежде всего	15	7
59	же время	12	7
60	по себе	3	7
61	в мире	4	7
62	а в	5	7
63	с другими	4	7
64	так как	4	7
65	в романах	3	7
66	в человеке	2	6
67	с его	6	6
68	слово героя	4	6
69	у него	4	6
70	романах достоевского	3	6
71	в кругозор	2	6
72	в жизни	2	6
73	а как	2	6
74	себе самом	5	6
75	не в	9	6
76	было бы	2	6
77	за пределы	2	6
78	дело идет	5	6
79	жизни и	3	6
80	в форме	2	6
81	как в	4	6
82	той же	2	6
83	в той	2	6
84	так же	8	6
85	для достоевского	4	6
86	там где	7	6
87	с ним	8	6
88	ничего не	4	6
89	уже в	3	5
90	никогда не	8	5
91	был бы	2	5
92	в творчестве	3	5
93	мире достоевского	3	5
94	и это	4	5
95	в конце	5	5
96	его целом	2	5
97	все же	7	5
98	самом деле	13	5
99	до конца	3	5
100	еще не	4	5
101	ивана карамазова	3	5
102	в сущности	11	5
103	что и	5	5
104	во всех	2	5
105	как мы	7	5
106	и наконец	5	5
107	но это	4	5
108	себя как	2	5
109	сказать что	2	5
110	в плане	6	5
111	он и	5	5
112	в себе	6	5
113	творчестве достоевского	5	5
114	героя и	9	5
115	произведениях достоевского	2	5
116	между тем	3	5
117	или как	2	5
118	в одной	3	4
119	вопрос о	2	4
120	его к	3	4
121	другого человека	5	4
122	должна была	2	4
123	в целом	5	4
124	себя самого	11	4
125	но именно	2	4
126	эта особенность	2	4
127	он не	15	4
128	как раз	4	4
129	человека из	13	4
130	и к	12	4
131	были бы	2	4
132	и с	15	4
133	ни было	4	4
134	на самом	11	4
135	героя в	5	4
136	и у	5	4
137	бы и	4	4
138	конце концов	3	4
139	во всяком	5	4
140	его в	4	4
141	но все	5	4
142	в которой	2	4
143	но в	16	4
144	он знает	2	3
145	он сам	5	3
146	самого начала	8	3
147	всех этих	2	3
148	сознания и	3	3
149	в другой	2	3
150	для его	2	3
151	в них	2	3
152	то ни	4	3
153	подобно тому	2	3
154	раз и	3	3
155	что все	4	3
156	бы то	4	3
157	точек зрения	2	3
158	ни в	4	3
159	мы остановимся	4	3
160	из его	4	3
161	более того	2	3
162	образа героя	3	3
163	достоевского нет	3	3
164	при этом	4	3
165	себе самому	18	3
166	кажется что	2	3
167	друг с	2	3
168	например в	2	3
169	к нему	14	3
170	себе и	5	3
171	и потому	2	3
172	и даже	7	3
173	всяком случае	5	3
174	я не	7	3
175	с другом	2	3
176	он может	2	3
177	голосов в	3	3
178	из своего	4	3
179	как другой	4	3
180	и для	8	3
181	не было	2	3
182	записок из	3	3
183	лишь в	5	3
184	бы в	3	3
185	друг друга	2	3
186	человек из	7	3
187	тому как	2	3
188	тем что	4	3
189	он есть	2	3
190	но как	4	3
191	как будто	7	3
192	и все	19	3
193	героев достоевского	4	3
194	со всею	2	3
195	так сказать	2	3
196	слово о	7	2
197	как на	2	2
198	да ведь	2	2
199	бы уже	3	2
200	себя и	8	2
201	однако в	2	2
202	нему и	5	2
203	друг другу	4	2
204	для себя	6	2
205	с другой	4	2
206	и во	3	2
207	входят в	2	2
208	великого инквизитора	2	2
209	именно потому	2	2
210	это в	2	2
211	у вас	2	2
212	нисколько не	2	2
213	чужого сознания	3	2
214	крайней мере	3	2
215	сливается с	3	2
216	да и	4	2
217	слову героя	2	2
218	отличие от	2	2
219	с самого	8	2
220	в обычном	2	2
221	достоевский заставляет	2	2
222	слова его	2	2
223	благодаря этому	2	2
224	тот же	2	2
225	и сам	5	2
226	на его	4	2
227	в произведениях	2	2
228	диалог в	2	2
229	наконец в	3	2
230	но для	3	2
231	лишь на	2	2
232	в этот	2	2
233	в котором	3	2
234	даже в	5	2
235	и тон	3	2
236	один из	2	2
237	хотя бы	5	2
238	как можно	3	2
239	в большинстве	2	2
240	с ее	3	2
241	из них	5	2
242	ни одного	5	2
243	отличается от	2	2
244	на него	7	2
245	другой стороны	3	2
246	в отношении	9	2
247	тому что	2	2
248	в отличие	2	2
249	все равно	4	2
250	и вот	5	2
251	слово в	2	2
252	того что	5	2
253	к другому	20	2
254	последним словом	2	2
255	достоевского по	2	2
256	на вопрос	4	2
257	с собою	6	2
258	мире а	2	2
259	время не	2	2
260	для других	3	2
261	ее как	3	2
262	в которых	2	2
263	их в	3	2
264	остается в	2	2
265	он в	4	2
266	но он	3	2
267	самим собою	9	2
268	к себе	17	2
269	мы уже	6	2
270	выходит за	2	2
271	он все	3	2
272	говорить о	3	2
273	за ним	2	2
274	входит в	2	2
275	мы должны	5	2
276	отношении к	7	2
277	этого слова	7	2
278	о том	2	2
279	как он	3	2
280	большинстве случаев	3	2
281	голоса в	2	2
282	вместе с	4	2
283	только с	3	2
284	чужому сознанию	3	2
285	человек и	2	2
286	совпадает с	2	2
287	по крайней	3	2
288	нет ни	2	2
289	с миром	3	2
