N	2gram	Vygotskiy__4	Tvorches
1	и в	20	20
2	не только	15	13
3	никогда не	5	11
4	как бы	7	11
5	в его	11	10
6	таким образом	25	10
7	и его	5	9
8	и не	8	9
9	прежде всего	2	8
10	в том	42	8
11	при этом	12	8
12	но и	9	8
13	может быть	12	8
14	в этом	24	8
15	и с	4	8
16	это не	5	7
17	наряду с	3	7
18	что в	19	7
19	не может	6	7
20	то же	16	7
21	потому что	12	7
22	у него	2	6
23	что он	6	6
24	как и	9	6
25	в целом	11	6
26	в своей	7	6
27	так и	5	6
28	именно в	3	6
29	а не	7	6
30	еще не	2	5
31	но не	3	5
32	все же	5	5
33	так же	11	5
34	и на	6	5
35	в этой	3	5
36	о том	5	5
37	и от	3	4
38	показывает что	2	4
39	том что	35	4
40	мы видим	10	4
41	что они	14	4
42	отнюдь не	3	4
43	на его	3	4
44	по нашему	2	4
45	когда он	3	4
46	как в	5	4
47	если не	2	4
48	все эти	5	4
49	нашему мнению	2	4
50	тем самым	7	4
51	не в	4	4
52	а в	2	4
53	в чем	3	4
54	если бы	5	4
55	но в	3	4
56	место в	2	3
57	а с	2	3
58	же как	6	3
59	с этой	4	3
60	к этому	4	3
61	а затем	2	3
62	для него	2	3
63	одной из	3	3
64	в самом	6	3
65	не является	5	3
66	один из	3	3
67	в нем	2	3
68	то что	15	3
69	и это	2	3
70	вместе с	8	3
71	в их	12	3
72	по мнению	2	3
73	тогда как	2	3
74	так как	10	3
75	одним из	2	3
76	в таком	2	3
77	тем что	7	3
78	в себе	10	3
79	в начале	2	3
80	его в	6	3
81	между тем	9	3
82	уже в	6	2
83	все время	4	2
84	не менее	3	2
85	не означает	3	2
86	с другой	12	2
87	во всяком	4	2
88	такой же	2	2
89	что на	2	2
90	тому же	6	2
91	так что	3	2
92	целом и	2	2
93	мы узнаем	2	2
94	как известно	3	2
95	в частности	5	2
96	видим в	2	2
97	том же	2	2
98	всяком случае	3	2
99	себя в	3	2
100	в процессе	27	2
101	в истории	10	2
102	с полным	2	2
103	приводит к	3	2
104	и тогда	2	2
105	в отличие	2	2
106	ли не	2	2
107	и других	3	2
108	самом деле	7	2
109	и что	8	2
110	и у	2	2
111	может служить	2	2
112	на этот	3	2
113	другой стороны	9	2
114	и он	2	2
115	друг друга	4	2
116	во многих	2	2
117	роль в	4	2
118	что этот	2	2
119	в основе	17	2
120	из них	4	2
121	в виде	3	2
122	могут быть	7	2
123	в которой	3	2
124	и только	4	2
125	только в	10	2
126	их в	2	2
127	едва ли	2	2
128	отличие от	2	2
129	к которому	3	2
130	и поэтому	3	2
131	же не	2	2
