N	2gram	Vygotskiy__1	Komedia
1	и в	23	22
2	том что	21	12
3	в том	24	11
4	но и	14	11
5	не только	16	10
6	в то	7	10
7	как и	14	9
8	может быть	14	9
9	в одном	4	8
10	таким образом	26	8
11	должны были	3	8
12	и не	9	8
13	и его	6	8
14	о том	6	8
15	едва ли	2	7
16	в этой	7	7
17	и других	3	7
18	между и	3	6
19	что в	14	6
20	в отношении	10	6
21	в конце	2	6
22	одного из	3	6
23	что он	7	6
24	к тому	4	6
25	ни в	4	6
26	то же	8	6
27	не в	4	6
28	а в	2	6
29	в которой	3	6
30	уже в	3	5
31	с другой	10	5
32	прежде всего	10	5
33	при этом	4	5
34	в его	14	5
35	один из	2	5
36	так и	5	5
37	как в	4	5
38	все это	6	5
39	другой стороны	9	5
40	то время	5	5
41	и даже	2	5
42	потому что	6	5
43	между тем	9	5
44	именно в	6	4
45	в их	3	4
46	к этому	4	4
47	ясно что	2	4
48	несмотря на	2	4
49	как мы	5	4
50	в другом	7	4
51	что они	3	4
52	в качестве	9	4
53	же время	2	4
54	в котором	4	4
55	на него	2	4
56	тем что	6	4
57	и вот	2	4
58	время как	4	4
59	в результате	4	4
60	точки зрения	26	4
61	так как	7	4
62	одном из	2	4
63	но в	5	4
64	мы можем	6	4
65	же как	6	3
66	главным образом	2	3
67	все более	3	3
68	в них	2	3
69	вопрос о	7	3
70	идет о	2	3
71	на то	5	3
72	и как	5	3
73	первую очередь	3	3
74	одной стороны	9	3
75	в частности	2	3
76	хотя и	2	3
77	он не	5	3
78	речь идет	2	3
79	даже в	2	3
80	все же	3	3
81	отношению к	7	3
82	в целом	20	3
83	к этим	2	3
84	всего в	2	3
85	на основании	5	3
86	так же	16	3
87	по отношению	7	3
88	того как	2	3
89	этом отношении	4	3
90	с одной	8	3
91	в течение	2	3
92	все остальные	4	3
93	мы не	7	3
94	как раз	4	3
95	и на	8	3
96	в этом	17	3
97	и с	9	3
98	в виде	2	3
99	могут быть	3	3
100	и ее	7	3
101	только в	6	3
102	и все	5	3
103	в чем	4	3
104	как это	2	3
105	ничего не	3	3
106	в известном	2	2
107	в противоположность	2	2
108	независимо от	6	2
109	для всех	4	2
110	за пределы	2	2
111	под именем	2	2
112	в состоянии	2	2
113	столь же	6	2
114	к сожалению	2	2
115	на все	3	2
116	вовсе не	3	2
117	указывает на	2	2
118	в свою	4	2
119	от них	2	2
120	мы видели	2	2
121	из всех	2	2
122	такой же	3	2
123	на этом	2	2
124	но не	4	2
125	как известно	3	2
126	до сих	4	2
127	было бы	4	2
128	в самом	7	2
129	в первую	3	2
130	всяком случае	3	2
131	для себя	4	2
132	на две	3	2
133	и тем	6	2
134	то что	17	2
135	не к	2	2
136	вместе с	9	2
137	ее в	2	2
138	вслед за	2	2
139	который в	3	2
140	только что	4	2
141	то и	3	2
142	для этого	5	2
143	в сущности	6	2
144	не может	12	2
145	и таким	2	2
146	которых мы	2	2
147	что у	2	2
148	из которых	3	2
149	от до	4	2
150	в силу	6	2
151	почти всегда	2	2
152	сам автор	2	2
153	во всяком	3	2
154	одну из	4	2
155	в своих	5	2
156	в себе	6	2
157	по своей	5	2
158	же самое	3	2
159	об отношении	12	2
160	тех же	2	2
161	в области	3	2
162	сих пор	4	2
