N	2gram	Trubetskoy_1	StatiiOP
1	и в	14	25
2	в этом	17	24
3	в том	17	20
4	что в	4	19
5	что он	6	19
6	может быть	9	19
7	тем что	3	19
8	что это	3	16
9	том что	9	15
10	в этой	4	14
11	в его	4	12
12	то что	13	12
13	не только	9	12
14	в этих	2	11
15	так что	2	11
16	прежде всего	8	10
17	таким образом	11	10
18	и не	19	10
19	у него	2	9
20	но и	10	9
21	и т	3	8
22	все это	6	8
23	в своих	6	8
24	о том	7	8
25	было бы	5	7
26	с этим	2	7
27	не может	22	7
28	что такое	2	7
29	точки зрения	11	7
30	в то	10	7
31	место в	2	6
32	из этих	3	6
33	в конце	3	6
34	не в	4	6
35	только в	5	6
36	как бы	4	6
37	как на	8	6
38	а в	5	6
39	и на	5	6
40	в россии	6	6
41	в области	2	6
42	между тем	5	6
43	то же	11	5
44	потому что	5	5
45	на то	5	5
46	ни в	2	5
47	в котором	2	5
48	на почве	2	5
49	а не	2	5
50	того что	3	5
51	он не	5	5
52	отметить что	2	5
53	но в	2	5
54	с тем	6	4
55	всяком случае	6	4
56	состоит в	2	4
57	это в	2	4
58	как и	4	4
59	это есть	2	4
60	но это	2	4
61	в начале	2	4
62	то в	3	4
63	в качестве	3	4
64	если бы	6	4
65	и к	6	4
66	в ней	2	4
67	и тем	2	4
68	в своей	5	4
69	из этого	3	4
70	для россии	2	4
71	отличается от	2	4
72	не было	3	4
73	в течение	2	4
74	лишь в	3	4
75	из которых	5	4
76	с точки	9	4
77	к нему	2	4
78	и для	6	4
79	и с	7	4
80	во всяком	9	4
81	все же	4	4
82	что все	3	3
83	и более	2	3
84	все они	3	3
85	тому что	2	3
86	во время	2	3
87	же время	10	3
88	всех этих	3	3
89	для него	6	3
90	и что	2	3
91	и если	7	3
92	несмотря на	3	3
93	о которых	3	3
94	и наконец	2	3
95	конце концов	3	3
96	все эти	2	3
97	в некоторых	2	3
98	со стороны	4	3
99	по этому	2	3
100	в их	4	3
101	уже не	2	3
102	не так	2	3
103	что для	3	3
104	в виде	3	3
105	говорить о	3	3
106	в другом	3	3
107	связи с	3	3
108	так как	4	3
109	а с	2	2
110	никогда не	5	2
111	себя и	5	2
112	для этого	3	2
113	точку зрения	4	2
114	и во	3	2
115	тогда когда	4	2
116	или иной	5	2
117	этот человек	2	2
118	к тому	7	2
119	к такому	2	2
120	что они	3	2
121	так чтобы	3	2
122	но не	4	2
123	до сих	5	2
124	еще не	3	2
125	одной из	3	2
126	в самом	3	2
127	во всех	5	2
128	одна из	3	2
129	том чтобы	3	2
130	речь идет	2	2
131	если в	6	2
132	чтобы в	2	2
133	вместе с	4	2
134	сих пор	5	2
135	ее в	2	2
136	и тогда	2	2
137	и только	5	2
138	россии и	3	2
139	не просто	2	2
140	от того	4	2
141	а потому	5	2
142	самом деле	7	2
143	для того	6	2
144	и по	3	2
145	во многих	2	2
146	или в	3	2
147	в результате	2	2
148	на это	2	2
149	и ни	3	2
150	и тот	2	2
151	к этой	4	2
