N	2gram	Bakhtin_Pr_3	Problema
1	в его	22	43
2	и не	29	42
3	и в	34	38
4	не может	19	27
5	может быть	19	26
6	как бы	27	22
7	по отношению	5	21
8	отнюдь не	2	19
9	отношению к	6	19
10	и с	15	17
11	и его	16	16
12	в нем	19	15
13	в этом	16	15
14	и т	8	14
15	прежде всего	15	13
16	только в	6	13
17	т п	6	13
18	за пределы	2	12
19	но не	4	12
20	ни в	4	11
21	во всех	2	11
22	и для	8	11
23	к нему	14	10
24	отношение к	6	10
25	таким образом	5	10
26	не входит	2	10
27	но и	12	9
28	его в	4	9
29	не только	10	9
30	в том	3	8
31	и как	3	8
32	точки зрения	8	8
33	было бы	2	8
34	то что	11	8
35	входит в	2	8
36	слова в	7	7
37	что в	7	7
38	с другой	4	7
39	вообще не	2	7
40	не в	9	7
41	в самом	8	7
42	между тем	3	7
43	как и	18	7
44	еще не	4	7
45	в своей	3	7
46	как мы	7	7
47	в плане	6	7
48	в пределах	6	6
49	и наконец	5	6
50	а в	5	6
51	все же	7	6
52	самом деле	13	6
53	с точки	4	6
54	там где	7	6
55	ничего не	4	6
56	то же	14	5
57	в своем	2	5
58	это не	5	5
59	высшей степени	3	5
60	при этом	4	5
61	никогда не	8	5
62	все эти	4	5
63	должно быть	3	5
64	рядом с	4	5
65	далеко не	3	5
66	с ним	8	5
67	себя как	2	5
68	в них	2	5
69	в высшей	3	5
70	его целом	2	5
71	со словом	3	5
72	конечно не	2	5
73	в большинстве	2	5
74	так и	6	5
75	и прежде	4	5
76	в отличие	2	5
77	большинстве случаев	3	5
78	а не	9	5
79	отличие от	2	5
80	не менее	3	4
81	на самом	11	4
82	в ней	3	4
83	в виду	3	4
84	другой стороны	3	4
85	себя самого	11	4
86	в форме	2	4
87	и только	2	4
88	которых мы	2	4
89	с ними	6	4
90	сказать что	2	4
91	в то	12	4
92	о том	2	4
93	и потому	2	4
94	к которому	2	4
95	но в	16	4
96	вне себя	2	4
97	не с	2	4
98	в ее	3	4
99	как в	4	4
100	что не	7	4
101	хотя бы	5	4
102	более того	2	4
103	в себе	6	4
104	с миром	3	4
105	себя и	8	3
106	то ни	4	3
107	и от	5	3
108	вследствие этого	2	3
109	тем не	2	3
110	да и	4	3
111	но это	4	3
112	же время	12	3
113	например в	2	3
114	хотя и	3	3
115	не является	2	3
116	как такового	3	3
117	в целом	5	3
118	все это	16	3
119	на них	5	3
120	и даже	7	3
121	и на	6	3
122	и должно	2	3
123	или как	2	3
124	а как	2	3
125	ни было	4	3
126	если бы	4	3
127	и все	19	3
128	этом смысле	4	3
129	и к	12	3
130	как его	2	3
131	том что	3	3
132	говорить о	3	3
133	от него	6	3
134	бы то	4	3
135	мы увидим	2	3
136	со всеми	2	3
137	он не	15	3
138	нет и	3	3
139	слова не	2	3
140	входят в	2	3
141	на него	7	3
142	но с	2	3
143	в мире	4	3
144	в слове	5	3
145	с другими	4	3
146	не знает	6	3
147	слова и	10	3
148	и это	4	3
149	на этом	4	2
150	я не	7	2
151	человек в	2	2
152	и внешнего	2	2
153	столь же	2	2
154	и мир	2	2
155	что все	4	2
156	в каждом	3	2
157	переходим к	4	2
158	или иной	2	2
159	но зато	3	2
160	войти в	2	2
161	что оно	2	2
162	с самим	14	2
163	все и	4	2
164	ибо в	2	2
165	ивана карамазова	3	2
166	что это	5	2
167	и у	5	2
168	дело идет	5	2
169	совпадает с	2	2
170	той или	2	2
171	в котором	3	2
172	он может	2	2
173	отличается от	2	2
174	как к	4	2
175	особенно в	2	2
176	не было	2	2
177	человека как	4	2
178	чем не	2	2
179	лишь в	5	2
180	и что	5	2
181	того что	5	2
182	есть только	3	2
183	слова с	3	2
184	нему и	5	2
185	нуждается в	3	2
186	самим собою	9	2
187	к себе	17	2
188	но как	4	2
189	в начале	4	2
190	во всем	3	2
191	мы должны	5	2
192	того или	2	2
193	в него	3	2
194	слово в	2	2
195	с его	6	2
196	он должен	2	2
197	и во	3	2
198	раз и	3	2
199	вовсе не	11	2
200	что он	23	2
201	а к	2	2
202	что и	5	2
203	и события	2	2
204	бы не	2	2
205	к своему	5	2
206	к чему	2	2
207	и он	2	2
208	тем что	4	2
209	в виде	4	2
210	и ее	2	2
211	в другом	8	2
212	и вообще	2	2
213	показать что	2	2
214	в чем	5	2
