N	2gram	Propp_Isto_4	Vladivir
1	и в	26	31
2	не только	15	24
3	но и	12	19
4	то что	16	18
5	и не	9	17
6	у него	5	15
7	и даже	4	15
8	том что	3	14
9	что в	14	14
10	в этом	7	14
11	и с	5	14
12	что он	10	12
13	в его	5	12
14	но в	5	12
15	в том	3	11
16	между прочим	2	11
17	потому что	6	11
18	о том	4	11
19	так что	2	10
20	и то	6	10
21	он не	7	10
22	никогда не	2	9
23	как мы	5	9
24	а в	8	9
25	даже и	2	9
26	только в	3	9
27	в дальнейшем	6	8
28	и по	5	8
29	так как	9	8
30	уже в	2	7
31	в доме	4	7
32	об этом	7	7
33	и и	3	7
34	тут же	2	7
35	и его	10	7
36	как это	3	7
37	сказать что	2	7
38	мы уже	5	7
39	е в	3	7
40	к этому	5	6
41	у нас	2	6
42	в качестве	7	6
43	может быть	14	6
44	так и	10	6
45	не может	6	6
46	то же	8	6
47	и что	5	6
48	на этот	2	6
49	все это	2	5
50	вовсе не	4	5
51	на то	3	5
52	не в	5	5
53	которой он	2	5
54	и если	3	5
55	а также	3	5
56	что и	9	5
57	когда он	6	5
58	но он	4	5
59	в своем	2	4
60	что у	3	4
61	и все	2	4
62	в нем	2	4
63	главным образом	2	4
64	для нас	3	4
65	в себе	2	4
66	как и	7	4
67	и как	5	4
68	в этой	2	4
69	по своей	2	4
70	такого рода	2	4
71	он уже	2	4
72	хотя и	2	4
73	себя в	2	4
74	в своей	4	4
75	в истории	2	4
76	в этот	4	4
77	в особенности	2	4
78	говорит что	2	4
79	и у	5	4
80	во всем	3	4
81	как он	6	4
82	к нему	6	4
83	мы увидим	3	3
84	в виде	2	3
85	с другой	4	3
86	как в	7	3
87	к своему	3	3
88	но не	5	3
89	но это	3	3
90	что они	6	3
91	с этими	2	3
92	ничего не	5	3
93	при дворе	2	3
94	все же	9	3
95	на его	3	3
96	в целом	2	3
97	отношение к	2	3
98	вместе с	6	3
99	на него	3	3
100	другой стороны	4	3
101	в связи	2	3
102	таким образом	10	3
103	все эти	3	3
104	и вот	2	3
105	здесь мы	2	3
106	не мог	3	3
107	уже не	5	3
108	и он	3	3
109	что этот	4	3
110	и на	2	3
111	то мы	2	3
112	он в	4	3
113	на себя	4	3
114	и здесь	5	3
115	во время	7	3
116	но этот	2	3
117	здесь не	4	3
118	из своего	3	3
119	и действительно	3	3
120	мы читаем	2	2
121	можно считать	2	2
122	тем что	5	2
123	с тем	2	2
124	не менее	2	2
125	в частности	2	2
126	хотя бы	2	2
127	по существу	3	2
128	указывает на	4	2
129	при жизни	2	2
130	его к	3	2
131	в тех	4	2
132	указать на	3	2
133	тем не	2	2
134	мы знаем	8	2
135	ни в	2	2
136	это и	5	2
137	этот момент	2	2
138	что я	2	2
139	никуда не	2	2
140	от него	2	2
141	на этом	2	2
142	и толстой	2	2
143	все что	4	2
144	к своей	3	2
145	это мы	2	2
146	и тот	2	2
147	еще не	6	2
148	при этом	3	2
149	того что	2	2
150	было бы	2	2
151	что на	2	2
152	конечно не	2	2
153	ему в	2	2
154	на это	2	2
155	даже в	4	2
156	приведем несколько	2	2
157	и т	27	2
158	в свой	2	2
159	из них	2	2
160	выше мы	2	2
161	не по	2	2
162	дело не	2	2
163	что она	3	2
164	а именно	3	2
165	только что	3	2
166	так например	2	2
167	но мы	3	2
168	т д	24	2
169	и других	3	2
170	лишь в	2	2
171	он говорит	2	2
172	и за	2	2
173	что мы	3	2
174	по его	2	2
175	он стал	2	2
176	с того	3	2
177	с ними	5	2
178	а по	4	2
179	знаем что	7	2
180	известно что	2	2
181	к этой	3	2
182	к себе	3	2
183	из этих	3	2
184	чтобы он	2	2
185	мы должны	5	2
186	этот факт	2	2
187	его на	4	2
188	за это	2	2
189	тех же	2	2
190	всякого рода	3	2
191	прибавить что	4	2
