N	2gram	Vinokur_St_1	Myslijsy
1	потому что	6	52
2	то есть	2	42
3	и в	44	39
4	может быть	15	27
5	в том	36	26
6	только в	10	25
7	что в	30	22
8	не может	8	22
9	а не	16	21
10	так как	5	21
11	не только	18	21
12	в нем	5	20
13	но и	10	20
14	и не	16	18
15	языка и	4	17
16	том что	29	16
17	так что	6	16
18	не в	12	15
19	в этом	21	15
20	если бы	9	14
21	отношению к	3	13
22	так и	9	13
23	по отношению	3	13
24	в себе	2	13
25	таким образом	7	13
26	было бы	17	12
27	есть только	2	11
28	мы не	2	10
29	а потому	2	10
30	что не	3	10
31	то что	18	10
32	как в	13	10
33	и что	4	10
34	могут быть	5	9
35	для нас	7	9
36	как и	9	9
37	тем что	5	9
38	но в	10	9
39	но не	3	8
40	со стороны	6	8
41	того что	9	8
42	в слове	5	8
43	точки зрения	11	8
44	с другой	9	7
45	в ней	3	7
46	в истории	3	7
47	с этим	3	7
48	должны быть	3	7
49	по его	2	7
50	это не	8	7
51	в этих	2	7
52	не менее	5	6
53	тем не	2	6
54	еще не	3	6
55	что на	2	6
56	как бы	4	6
57	что и	6	6
58	все же	8	6
59	и т	30	6
60	бы не	2	6
61	то же	5	6
62	при этом	2	6
63	и по	5	6
64	в каком	3	6
65	языка не	2	5
66	вовсе не	19	5
67	несмотря на	2	5
68	но это	6	5
69	то в	3	5
70	и потому	2	5
71	что при	2	5
72	в его	9	5
73	то это	3	5
74	в первом	2	5
75	другой стороны	7	5
76	во всех	8	5
77	так же	5	5
78	а в	17	5
79	и для	3	5
80	во втором	4	5
81	не имеет	4	5
82	и его	8	5
83	в таком	3	5
84	между тем	3	5
85	никогда не	5	4
86	при таком	2	4
87	тем самым	2	4
88	вопрос о	4	4
89	прежде всего	7	4
90	же время	4	4
91	для него	6	4
92	в своих	2	4
93	в каждом	3	4
94	не по	3	4
95	т п	9	4
96	том смысле	2	4
97	т д	21	4
98	не было	4	4
99	и даже	5	4
100	и языка	6	4
101	из этих	6	4
102	в то	9	4
103	что мы	5	4
104	там где	5	4
105	что это	4	3
106	тому что	3	3
107	столь же	4	3
108	и во	2	3
109	и это	2	3
110	что все	2	3
111	думать что	2	3
112	о котором	2	3
113	так например	7	3
114	ни были	2	3
115	в этой	11	3
116	в своем	2	3
117	того же	3	3
118	она не	2	3
119	одной стороны	2	3
120	по поводу	7	3
121	в своей	6	3
122	и их	2	3
123	из которого	2	3
124	для того	10	3
125	никто не	4	3
126	для себя	3	3
127	и тем	3	3
128	в самом	7	3
129	на него	2	3
130	разница между	2	3
131	и без	3	3
132	по мнению	3	3
133	или же	2	3
134	что как	2	3
135	с одной	3	3
136	хотя в	2	3
137	заключается в	4	3
138	той же	5	3
139	что для	3	3
140	должна быть	3	3
141	и то	5	3
142	сказать что	7	3
143	во всяком	6	3
144	одно из	2	3
145	он не	2	3
146	в сознании	2	3
147	и вообще	3	3
148	с точки	8	3
149	нужно было	2	3
150	могло бы	2	3
151	и все	2	3
152	то не	2	3
153	к которому	4	3
154	том как	4	3
155	и с	3	3
156	не существует	3	2
157	нисколько не	2	2
158	но на	2	2
159	и более	2	2
160	по этому	3	2
161	но он	2	2
162	он должен	2	2
163	с этой	3	2
164	по крайней	2	2
165	но с	3	2
166	в применении	3	2
167	стремление к	3	2
168	была бы	5	2
169	о состоянии	2	2
170	ср с	2	2
171	на то	4	2
172	а как	2	2
173	что до	2	2
174	только тем	2	2
175	но если	4	2
176	в г	3	2
177	жизни и	5	2
178	у нас	11	2
179	но все	4	2
180	если не	2	2
181	чем в	3	2
182	того чтобы	11	2
183	в сущности	2	2
184	между прочим	2	2
185	за пределы	2	2
186	вопроса о	3	2
187	ли в	2	2
188	не все	3	2
189	крайней мере	2	2
190	в целом	5	2
191	что же	6	2
192	тем более	4	2
193	для этого	2	2
194	ничего общего	3	2
195	не могла	2	2
196	и только	3	2
197	что оно	3	2
198	еще более	4	2
199	этот вопрос	4	2
200	из того	2	2
201	вытекает из	2	2
202	применении к	3	2
203	на этот	3	2
204	тем же	3	2
205	хотя бы	6	2
206	во многих	3	2
207	даже и	2	2
208	в начале	3	2
209	видно что	3	2
210	как будто	4	2
211	все в	2	2
212	что во	2	2
213	о том	17	2
214	при помощи	2	2
215	дело в	6	2
216	есть в	2	2
217	в которой	4	2
218	в других	2	2
