N	2gram	Tiupa_Hudo_2	slovoVRo
1	и в	28	39
2	может быть	8	37
3	и т	4	35
4	и его	5	33
5	т п	2	33
6	не только	11	24
7	и не	18	22
8	но и	9	21
9	не может	4	20
10	в нем	3	19
11	все это	3	16
12	в этом	13	16
13	так и	8	15
14	а не	14	14
15	как в	5	13
16	вовсе не	2	10
17	не в	13	9
18	со своим	3	9
19	и с	6	9
20	прежде всего	3	8
21	себя в	8	8
22	оно не	2	8
23	точки зрения	2	8
24	с его	5	7
25	при этом	11	7
26	для него	5	7
27	еще не	3	7
28	в его	11	7
29	как бы	5	7
30	никогда не	5	7
31	в этих	3	7
32	как мы	2	7
33	с ним	7	7
34	человек в	3	6
35	в них	3	6
36	и к	2	6
37	все же	2	6
38	как и	11	6
39	в своем	5	6
40	но не	4	6
41	она не	5	6
42	жизни и	6	6
43	но в	2	6
44	с другой	3	5
45	это не	6	5
46	и для	2	5
47	и все	7	5
48	для нас	3	5
49	том что	19	5
50	или иной	2	5
51	одной стороны	3	5
52	только в	4	5
53	в том	15	5
54	один из	2	5
55	с одной	3	5
56	человека в	4	5
57	уже не	10	5
58	с ними	3	5
59	героя и	3	5
60	не менее	5	4
61	себя и	2	4
62	на фоне	3	4
63	отношению к	7	4
64	же время	4	4
65	одна из	2	4
66	по отношению	7	4
67	то же	6	4
68	а в	6	4
69	с другими	3	4
70	и на	3	4
71	дело с	2	4
72	в основе	2	4
73	в то	6	4
74	отношение к	2	4
75	его в	2	4
76	здесь не	2	4
77	перед нами	11	3
78	что в	5	3
79	хотя бы	2	3
80	не столько	2	3
81	и от	2	3
82	человека и	3	3
83	не с	2	3
84	что и	4	3
85	на этом	2	3
86	у него	5	3
87	в ней	3	3
88	к нему	3	3
89	бы и	4	3
90	в контексте	2	3
91	лишь в	2	3
92	а также	2	3
93	с точки	2	3
94	той же	2	3
95	рядом с	5	3
96	сказать что	2	3
97	между тем	8	3
98	к чужому	3	3
99	говорить о	2	3
100	как это	7	3
101	в данном	2	2
102	не было	6	2
103	и другие	5	2
104	однако в	2	2
105	в нашем	2	2
106	его и	2	2
107	жизни в	7	2
108	того как	2	2
109	как уже	2	2
110	и внутренней	3	2
111	в себе	9	2
112	что он	8	2
113	она может	2	2
114	с ее	5	2
115	все что	3	2
116	как о	3	2
117	мы уже	3	2
118	в толпе	3	2
119	же и	2	2
120	к ней	2	2
121	о нем	2	2
122	не все	3	2
123	сих пор	2	2
124	то что	6	2
125	вместе с	2	2
126	те же	2	2
127	все они	3	2
128	на него	3	2
129	и внутренне	2	2
130	т д	2	2
131	в виде	2	2
132	именно в	2	2
133	именно на	2	2
134	того чтобы	4	2
135	для того	4	2
136	в чужой	2	2
137	роль в	2	2
138	или в	3	2
139	автора и	2	2
140	он не	4	2
141	нуждается в	2	2
142	в другом	2	2
143	о том	12	2
144	как он	3	2
145	зрения на	2	2
146	в одном	3	2
147	до сих	2	2
