N	2gram	Vygotskiy__4	Formalny
1	и в	20	24
2	в его	11	23
3	прежде всего	2	22
4	и не	8	20
5	так и	5	18
6	не может	6	16
7	точки зрения	24	16
8	в этом	24	15
9	в нем	2	14
10	может быть	12	14
11	с точки	11	13
12	таким образом	25	13
13	в своем	4	11
14	не менее	3	11
15	как и	9	11
16	должно быть	3	11
17	в своей	7	11
18	в их	12	11
19	в настоящее	2	10
20	то же	16	10
21	в ней	2	10
22	а не	7	10
23	и его	5	10
24	настоящее время	2	10
25	в процессе	27	9
26	именно в	3	8
27	в свою	2	8
28	то что	15	8
29	как в	5	8
30	и на	6	8
31	не в	4	8
32	и с	4	8
33	место в	2	7
34	должна быть	2	7
35	и от	3	7
36	не только	15	7
37	но и	9	7
38	отнюдь не	3	6
39	и здесь	2	6
40	было бы	8	6
41	в том	42	6
42	в этой	3	6
43	самом деле	7	6
44	свою очередь	2	6
45	еще не	2	6
46	как бы	7	6
47	в целом	11	6
48	входит в	2	6
49	а в	2	6
50	все эти	5	6
51	на основе	10	6
52	как это	9	6
53	формы и	3	5
54	при этом	12	5
55	только на	2	5
56	в самом	6	5
57	со стороны	3	5
58	как мы	13	5
59	того что	10	5
60	с другой	12	5
61	но в	3	5
62	в частности	5	4
63	никогда не	5	4
64	стороны и	2	4
65	и к	5	4
66	одной стороны	9	4
67	если бы	5	4
68	всяком случае	3	4
69	так же	11	4
70	в связи	3	4
71	что в	19	4
72	с одной	9	4
73	целом и	2	4
74	друг друга	4	4
75	в которой	3	4
76	с этой	4	4
77	во всяком	4	4
78	в истории	10	4
79	но не	3	3
80	в отношении	10	3
81	связи с	3	3
82	на все	3	3
83	ясно что	2	3
84	что он	6	3
85	с помощью	31	3
86	смысле этого	7	3
87	к тому	6	3
88	для него	2	3
89	и как	9	3
90	они мыслят	2	3
91	зависимости от	2	3
92	в каждом	2	3
93	со всеми	3	3
94	не по	2	3
95	но для	2	3
96	один из	3	3
97	все же	5	3
98	когда он	3	3
99	отличается от	2	3
100	и история	3	3
101	и других	3	3
102	тем самым	7	3
103	между ними	4	3
104	его в	6	3
105	целый ряд	5	3
106	в основе	17	3
107	они не	2	3
108	в себе	10	3
109	со всей	2	3
110	этого слова	11	3
111	здесь не	2	3
112	бы в	3	3
113	в области	4	3
114	говорит он	5	3
115	под влиянием	2	2
116	нисколько не	2	2
117	и более	7	2
118	же как	6	2
119	с тем	6	2
120	в другой	2	2
121	в нашем	4	2
122	отражение в	2	2
123	целом ряде	2	2
124	иначе как	2	2
125	это не	5	2
126	и развития	6	2
127	с этим	5	2
128	идет о	3	2
129	том чтобы	2	2
130	а только	3	2
131	таким же	2	2
132	остановиться на	2	2
133	все время	4	2
134	ни в	3	2
135	по существу	3	2
136	мы видели	6	2
137	более и	2	2
138	одновременно с	3	2
139	совершается в	2	2
140	если мы	10	2
141	только в	10	2
142	в действительности	5	2
143	действительности в	2	2
144	одной из	3	2
145	все более	2	2
146	от того	3	2
147	и является	3	2
148	в него	2	2
149	только не	5	2
150	что и	9	2
151	не есть	2	2
152	вместе с	8	2
153	во всей	4	2
154	и что	8	2
155	приводит к	3	2
156	и те	4	2
157	для других	2	2
158	в результате	8	2
159	между тем	9	2
160	на его	3	2
161	к которому	3	2
162	и это	2	2
163	во всем	3	2
164	влияния на	2	2
165	что такое	5	2
