N	2gram	Potebnia_M_2	Komedia
1	и в	24	22
2	и не	19	21
3	том что	8	13
4	в том	18	12
5	таким образом	11	12
6	со стороны	3	11
7	так как	10	11
8	потому что	49	10
9	до сих	4	9
10	в самом	4	9
11	вместе с	11	9
12	сих пор	4	9
13	если бы	11	8
14	что он	4	8
15	к ней	2	8
16	в его	2	8
17	что и	11	8
18	в этом	8	8
19	о том	5	8
20	его в	3	8
21	при этом	13	7
22	в свою	6	7
23	то же	12	7
24	только что	3	7
25	а в	8	7
26	во время	4	6
27	к этому	2	6
28	свою очередь	6	6
29	того же	14	6
30	еще не	4	6
31	для того	5	6
32	может быть	23	6
33	самом деле	2	6
34	и что	4	6
35	того чтобы	2	6
36	так что	10	6
37	и его	2	6
38	в то	6	6
39	не менее	5	5
40	связи с	6	5
41	что в	16	5
42	же время	2	5
43	прежде всего	7	5
44	то это	3	5
45	что его	3	5
46	как это	2	5
47	хотя и	3	5
48	не только	15	5
49	из них	5	5
50	все это	2	5
51	по отношению	2	5
52	тем что	7	5
53	с ним	5	5
54	но в	4	5
55	с самого	2	4
56	самого начала	2	4
57	с тем	4	4
58	но все	2	4
59	у него	2	4
60	с другой	6	4
61	вовсе не	9	4
62	и здесь	2	4
63	все же	5	4
64	не в	13	4
65	не дает	2	4
66	в ней	3	4
67	и т	6	4
68	то что	20	4
69	но и	9	4
70	на него	3	4
71	что она	3	4
72	т п	3	4
73	скорее всего	2	4
74	а не	18	4
75	и для	3	4
76	друг друга	2	4
77	так же	2	4
78	в себе	10	4
79	в связи	2	4
80	бы в	2	4
81	так и	5	4
82	хотя бы	2	4
83	и поэтому	2	4
84	ничем не	2	4
85	что ни	2	3
86	с его	2	3
87	никогда не	4	3
88	в них	5	3
89	в какой	2	3
90	с этим	7	3
91	себе в	3	3
92	если не	4	3
93	в нем	9	3
94	далеко не	3	3
95	на то	5	3
96	тем не	6	3
97	как и	7	3
98	все что	3	3
99	одной стороны	3	3
100	было бы	13	3
101	и тот	2	3
102	как бы	9	3
103	из себя	2	3
104	один из	2	3
105	при виде	3	3
106	в целом	3	3
107	судя по	5	3
108	не может	12	3
109	с одной	4	3
110	что не	5	3
111	столь же	5	3
112	тем же	3	3
113	не имеет	6	3
114	не так	3	3
115	в других	4	3
116	их в	2	3
117	мы можем	12	3
118	во всяком	7	3
119	но если	2	3
120	как он	4	3
121	в которой	5	3
122	не зная	2	3
123	всяком случае	7	3
124	том как	3	3
125	под влиянием	8	2
126	на вопрос	3	2
127	только для	5	2
128	уже в	5	2
129	ни было	3	2
130	состоит в	2	2
131	себя и	2	2
132	не как	3	2
133	того кто	3	2
134	как в	10	2
135	это не	3	2
136	для обозначения	2	2
137	и все	3	2
138	в одном	6	2
139	человека и	3	2
140	не могут	7	2
141	если мы	3	2
142	о которой	3	2
143	мы знаем	2	2
144	такое же	2	2
145	которой мы	2	2
146	что они	5	2
147	что ему	2	2
148	то время	4	2
149	что с	2	2
150	тот же	5	2
151	только как	6	2
152	даже при	2	2
153	и если	4	2
154	за пределы	2	2
155	от того	5	2
156	не совсем	3	2
157	между ними	2	2
158	в котором	4	2
159	только один	4	2
160	не с	3	2
161	во всех	7	2
162	другой стороны	2	2
163	его не	3	2
164	бы не	5	2
165	отношения к	2	2
166	не было	6	2
167	человека в	3	2
168	время как	4	2
169	мы не	11	2
170	все остальные	5	2
171	что для	3	2
172	с другими	5	2
173	в таком	4	2
174	и на	8	2
175	тому что	2	2
176	между тем	6	2
177	и во	3	2
178	в другом	2	2
179	что мы	11	2
180	его на	2	2
181	и это	2	2
