N	2gram	Losev_Vlad_1	Narrotol
1	не только	24	32
2	может быть	6	25
3	но и	19	23
4	в качестве	6	21
5	и не	17	20
6	и в	31	19
7	то есть	3	19
8	в том	11	18
9	в этом	14	17
10	в частности	2	14
11	том что	14	14
12	не в	5	14
13	то что	18	11
14	а в	9	11
15	не может	6	10
16	точки зрения	2	10
17	при этом	2	9
18	со стороны	2	9
19	так и	6	9
20	в его	12	9
21	с другой	3	8
22	в себе	4	8
23	как и	4	7
24	еще не	2	7
25	к тому	3	7
26	такого рода	4	7
27	а также	5	7
28	все же	3	7
29	как в	3	7
30	с его	11	6
31	что он	12	6
32	но не	3	6
33	тем самым	2	6
34	как это	7	6
35	о том	11	6
36	но в	12	6
37	и как	4	5
38	отнюдь не	3	5
39	можно сказать	6	5
40	тому же	2	5
41	себя в	4	5
42	уже не	3	5
43	к нему	4	5
44	в детстве	2	5
45	и его	7	5
46	к себе	2	5
47	в этой	4	5
48	за границей	2	4
49	в нем	4	4
50	у него	15	4
51	то же	6	4
52	да и	4	4
53	если не	3	4
54	же время	4	4
55	было бы	2	4
56	одной из	2	4
57	о нем	7	4
58	хотя бы	2	4
59	другой стороны	3	4
60	в особенности	4	4
61	не мог	3	4
62	не столько	2	4
63	сказать что	7	4
64	только в	9	4
65	здесь не	3	4
66	пока еще	2	4
67	и с	14	4
68	не менее	2	3
69	а с	5	3
70	что в	14	3
71	никогда не	9	3
72	уже в	7	3
73	из этих	2	3
74	все было	2	3
75	тем не	2	3
76	ни в	2	3
77	это и	2	3
78	за границу	3	3
79	что они	3	3
80	как было	2	3
81	хотя и	4	3
82	он не	10	3
83	и даже	15	3
84	один из	4	3
85	из них	2	3
86	жизни и	5	3
87	когда он	5	3
88	на него	3	3
89	а именно	2	3
90	даже не	2	3
91	как мы	9	3
92	и он	3	3
93	и на	3	3
94	тем что	2	3
95	на себя	3	3
96	по своей	4	3
97	в то	8	3
98	после смерти	4	2
99	он сам	2	2
100	в своем	4	2
101	что у	4	2
102	и сейчас	2	2
103	что на	2	2
104	на первый	2	2
105	ему в	2	2
106	а по	2	2
107	по существу	2	2
108	более или	3	2
109	и тот	2	2
110	для него	7	2
111	несмотря на	4	2
112	он уже	4	2
113	и потому	6	2
114	из многочисленных	2	2
115	даже в	2	2
116	нет и	2	2
117	его жизни	6	2
118	и до	2	2
119	или менее	3	2
120	которого он	2	2
121	отношение к	3	2
122	как раз	7	2
123	как к	2	2
124	в связи	3	2
125	не было	5	2
126	все эти	3	2
127	совершенно не	2	2
128	что мы	2	2
129	времени в	2	2
130	одним из	2	2
131	и для	2	2
132	в результате	2	2
133	тем более	2	2
134	всей его	2	2
135	что касается	3	2
136	но как	5	2
137	и все	4	2
138	ничего не	3	2
