N	2gram	Losev_Dial_1	Myshleni
1	то что	13	26
2	что он	11	25
3	в этом	12	25
4	потому что	14	21
5	в том	9	18
6	не может	12	18
7	точки зрения	17	18
8	что в	13	16
9	и в	18	16
10	того что	2	16
11	так как	11	16
12	не только	13	16
13	так же	4	15
14	том что	9	15
15	для того	2	14
16	сказать что	10	13
17	вопрос о	2	12
18	и не	30	12
19	и что	12	12
20	отношение к	5	11
21	в его	3	11
22	из того	2	11
23	но не	4	10
24	было бы	12	10
25	как мы	4	10
26	а не	14	10
27	только в	3	10
28	в отношении	5	9
29	может быть	17	9
30	с точки	12	9
31	точка зрения	2	8
32	должно быть	3	8
33	о том	4	8
34	как это	4	8
35	в основе	3	8
36	если бы	12	8
37	как и	2	8
38	мы должны	5	8
39	он не	3	8
40	то же	10	8
41	же как	2	7
42	и есть	16	7
43	в нем	16	7
44	так и	9	7
45	по себе	25	7
46	если мы	2	7
47	не в	6	6
48	и следовательно	2	6
49	но если	5	6
50	но и	7	6
51	что оно	5	6
52	как он	4	6
53	но в	6	6
54	связанные с	2	6
55	к тому	4	6
56	мы можем	4	6
57	в другом	2	6
58	должна быть	3	5
59	никогда не	9	5
60	тому что	3	5
61	в своем	5	5
62	мы и	2	5
63	что они	3	5
64	для него	2	5
65	как бы	11	5
66	не является	3	5
67	хотя бы	6	5
68	еще более	3	5
69	этом отношении	2	5
70	не знает	2	5
71	в то	6	5
72	с ним	6	5
73	сравнению с	2	5
74	по сравнению	2	5
75	можно сказать	6	5
76	как в	2	5
77	мысли и	3	5
78	только что	3	5
79	говорит что	3	5
80	можно было	5	5
81	это значит	11	5
82	ничего не	17	5
83	значит что	14	5
84	что если	2	4
85	все эти	2	4
86	с другой	6	4
87	это не	9	4
88	с этой	2	4
89	сама по	8	4
90	а только	3	4
91	так что	15	4
92	это есть	9	4
93	в самом	3	4
94	и их	2	4
95	именно в	2	4
96	и другое	2	4
97	не имеет	15	4
98	время как	2	4
99	бы в	3	4
100	мысли в	2	4
101	точек зрения	3	4
102	мы видим	4	4
103	тем более	2	4
104	в качестве	2	4
105	еще не	2	4
106	не есть	40	4
107	и то	9	4
108	могут быть	3	4
109	не то	6	4
110	такой же	2	4
111	этой точки	2	4
112	не менее	2	3
113	в частности	2	3
114	прежде всего	10	3
115	и как	7	3
116	но это	8	3
117	самом деле	3	3
118	одной стороны	2	3
119	но как	2	3
120	но что	3	3
121	к нему	8	3
122	и является	2	3
123	если в	3	3
124	то как	3	3
125	в их	3	3
126	еще и	3	3
127	с одной	2	3
128	а в	5	3
129	и с	5	3
130	говорить о	5	3
131	в этих	5	3
132	как она	7	3
133	и более	4	3
134	с этим	2	3
135	к этому	2	3
136	все же	5	3
137	это и	4	3
138	то в	7	3
139	и может	2	3
140	никак не	6	3
141	что и	3	3
142	говорит о	5	3
143	сих пор	2	3
144	на этом	2	3
145	ничего общего	4	3
146	что эта	4	3
147	в чем	6	3
148	как с	2	3
149	до сих	2	3
150	я не	5	2
151	больше того	4	2
152	друг другу	3	2
153	и от	2	2
154	на всю	4	2
155	но все	3	2
156	не говорит	4	2
157	является не	2	2
158	вслед за	2	2
159	в ней	3	2
160	в виду	5	2
161	совершенно не	8	2
162	в котором	4	2
163	по мере	2	2
164	в своей	2	2
165	из них	2	2
166	что она	7	2
167	все это	11	2
168	другой стороны	4	2
169	то и	2	2
170	отношения к	3	2
171	но только	3	2
172	и даже	13	2
173	что для	3	2
174	к ним	2	2
175	или не	5	2
176	может иметь	3	2
177	все равно	3	2
178	но они	2	2
179	сознания и	3	2
180	о чем	2	2
181	в них	3	2
182	вовсе не	7	2
183	быть в	2	2
184	стороны и	3	2
185	есть не	3	2
186	не с	5	2
187	то это	4	2
188	чтобы понять	3	2
189	что я	3	2
190	во всем	2	2
191	учение о	11	2
192	чем он	2	2
193	указывает на	3	2
194	это мы	4	2
195	жизни и	3	2
196	и из	3	2
197	никто не	2	2
198	в корне	2	2
199	общего с	5	2
200	и потому	3	2
201	только на	3	2
202	тому же	2	2
203	речь как	2	2
204	а с	2	2
205	но с	3	2
206	ничто не	3	2
207	во всяком	4	2
208	ни на	6	2
209	само по	5	2
210	об отношении	5	2
211	мы говорим	4	2
212	учения о	2	2
