N	2gram	Bakhtin_Pr_3	Vladivir
1	и в	53	31
2	не только	4	24
3	но и	7	19
4	то что	9	18
5	и не	15	17
6	и даже	2	15
7	том что	5	14
8	что в	2	14
9	в этом	8	14
10	и с	6	14
11	что он	4	12
12	в его	8	12
13	но в	5	12
14	с его	2	11
15	в том	14	11
16	потому что	5	11
17	о том	2	11
18	также и	4	10
19	он не	3	10
20	никогда не	2	9
21	как мы	5	9
22	а в	2	9
23	даже и	2	9
24	только в	4	9
25	в конце	3	9
26	в дальнейшем	7	8
27	и по	3	8
28	в то	5	8
29	так как	7	8
30	уже в	2	7
31	кроме того	3	7
32	и его	10	7
33	как это	2	7
34	сказать что	10	7
35	мы уже	5	7
36	к этому	4	6
37	и к	5	6
38	можно сказать	8	6
39	того же	2	6
40	и потому	5	6
41	может быть	12	6
42	так и	6	6
43	не может	2	6
44	то же	6	6
45	это было	3	6
46	это был	2	5
47	все это	8	5
48	вовсе не	3	5
49	не в	2	5
50	и если	3	5
51	и от	3	5
52	а также	4	5
53	что и	3	5
54	жизни и	9	5
55	не было	4	5
56	в своих	2	5
57	но он	2	5
58	с ним	2	5
59	я не	4	4
60	же время	5	4
61	и все	10	4
62	в нем	10	4
63	главным образом	3	4
64	в себе	5	4
65	да и	2	4
66	и вообще	3	4
67	как и	11	4
68	мы и	2	4
69	по своей	9	4
70	хотя и	4	4
71	и особенно	3	4
72	один из	6	4
73	в своей	3	4
74	в истории	3	4
75	в особенности	2	4
76	и у	7	4
77	несмотря на	2	4
78	во всем	2	4
79	как он	2	4
80	в которой	2	4
81	вот что	2	3
82	и через	3	3
83	с другой	2	3
84	и так	3	3
85	в жизни	8	3
86	как в	7	3
87	но не	5	3
88	это была	2	3
89	но это	3	3
90	более или	3	3
91	по своему	6	3
92	ничего не	6	3
93	тот же	2	3
94	и из	3	3
95	на его	3	3
96	отношение к	6	3
97	вместе с	2	3
98	или менее	3	3
99	в связи	2	3
100	таким образом	6	3
101	все эти	9	3
102	здесь мы	2	3
103	и на	18	3
104	он в	2	3
105	что касается	2	3
106	в начале	2	3
107	здесь не	4	3
108	это конечно	2	3
109	то есть	48	3
110	место в	2	2
111	во многом	2	2
112	тем что	2	2
113	он сам	4	2
114	не менее	3	2
115	в них	2	2
116	хотя бы	2	2
117	по существу	5	2
118	на все	2	2
119	образом в	2	2
120	одной из	4	2
121	тем не	2	2
122	тому же	2	2
123	которой мы	2	2
124	несколько слов	3	2
125	тем более	2	2
126	что я	2	2
127	от него	3	2
128	и тот	3	2
129	еще не	5	2
130	при этом	3	2
131	было бы	5	2
132	в самом	2	2
133	конечно не	4	2
134	одним из	3	2
135	и до	5	2
136	характер но	2	2
137	из них	4	2
138	не будем	3	2
139	так например	2	2
140	и для	4	2
141	начиная с	3	2
142	и других	9	2
143	жизнь в	2	2
144	и почти	2	2
145	той же	5	2
146	значение для	2	2
147	ума и	2	2
148	точки зрения	4	2
149	к себе	6	2
150	мы должны	4	2
151	и это	3	2
152	всякого рода	3	2
153	бога и	2	2
