N	2gram	Tiupa_Disk_2	formyVre
1	и в	16	50
2	то есть	12	33
3	в этом	16	25
4	в нем	7	24
5	частной жизни	2	23
6	человека в	4	17
7	и его	3	16
8	прежде всего	7	15
9	и не	15	14
10	в его	3	13
11	так и	9	12
12	может быть	16	11
13	то же	6	11
14	и как	3	10
15	времени и	2	10
16	но в	11	10
17	в том	8	9
18	же время	5	9
19	все эти	3	9
20	в то	5	9
21	не только	10	9
22	с его	6	9
23	роль в	4	9
24	но и	11	8
25	и на	5	8
26	жизни в	3	8
27	как и	16	8
28	того же	2	8
29	жизни и	3	8
30	жизненный путь	2	8
31	ни в	7	8
32	не было	3	7
33	для себя	2	7
34	времени в	4	7
35	все же	6	6
36	в частности	12	6
37	это не	3	6
38	образ человека	2	6
39	например в	3	6
40	с ее	2	6
41	не может	9	6
42	в результате	2	6
43	и все	3	6
44	и того	3	6
45	то что	5	6
46	время в	2	6
47	как в	8	6
48	человеческой жизни	2	6
49	что в	5	5
50	одного и	3	5
51	не в	3	5
52	в пределах	4	5
53	в основе	4	5
54	точки зрения	4	5
55	отнюдь не	6	5
56	но не	7	5
57	еще не	6	5
58	он не	3	5
59	отношению к	4	5
60	могут быть	3	5
61	жизни но	3	5
62	в своем	5	4
63	в котором	3	4
64	все это	2	4
65	потому что	4	4
66	и с	2	4
67	в ней	2	4
68	в них	3	4
69	и т.п	12	4
70	себе самому	2	4
71	в той	2	4
72	том что	10	4
73	и для	2	4
74	и то	4	4
75	только в	3	4
76	и это	2	4
77	здесь не	2	4
78	жизни не	2	3
79	в этих	3	3
80	вследствие этого	2	3
81	при этом	17	3
82	мира в	3	3
83	по отношению	4	3
84	этом отношении	4	3
85	с одной	4	3
86	именно в	2	3
87	чем не	2	3
88	в классическом	2	3
89	романа и	2	3
90	а в	2	3
91	их в	2	3
92	одно из	4	3
93	его в	3	3
94	в одном	4	3
95	ни к	5	3
96	не знает	3	3
97	к этому	4	3
98	в качестве	16	3
99	одно и	2	3
100	по преимуществу	2	3
101	что и	2	3
102	вместе с	2	3
103	а не	14	3
104	и ее	3	3
105	в себе	19	3
106	входит в	2	3
107	место в	2	2
108	же как	2	2
109	никогда не	2	2
110	этом мире	2	2
111	с другой	5	2
112	весьма существенную	2	2
113	или иной	3	2
114	с их	2	2
115	есть в	2	2
116	момент в	2	2
117	для него	5	2
118	одной стороны	4	2
119	не о	2	2
120	к жизни	3	2
121	природе своей	2	2
122	в целом	2	2
123	не к	2	2
124	отношение к	2	2
125	к своему	2	2
126	по природе	2	2
127	также и	3	2
128	той или	3	2
129	отсюда и	2	2
130	мире и	3	2
131	не является	4	2
132	стороны и	2	2
133	в соответствии	2	2
134	не столь	2	2
135	здесь в	3	2
136	и может	3	2
137	а также	8	2
138	на почве	2	2
139	но она	3	2
140	принадлежит к	3	2
141	в своей	6	2
142	как бы	4	2
143	в строгом	3	2
144	и прежде	2	2
145	в отличие	12	2
146	случая и	2	2
147	уже не	3	2
148	с точки	2	2
149	речи в	2	2
150	той же	2	2
151	в данном	7	2
152	можно назвать	4	2
153	соответствии с	3	2
154	того и	2	2
155	далеко не	2	2
156	дело в	2	2
157	отличие от	12	2
