N	2gram	Tiupa_Disk_2	Narrotol
1	не только	10	32
2	может быть	16	25
3	но и	11	23
4	в качестве	16	21
5	и не	15	20
6	и в	16	19
7	то есть	12	19
8	в том	8	18
9	в этом	16	17
10	в тексте	3	16
11	в частности	12	14
12	том что	10	14
13	не в	3	14
14	состоит в	16	13
15	в рамках	7	12
16	а не	14	12
17	своего рода	10	12
18	тогда как	11	12
19	коммуникативного события	5	12
20	представляет собой	11	12
21	то что	5	11
22	а в	2	11
23	не может	9	10
24	точки зрения	4	10
25	при этом	17	9
26	со стороны	10	9
27	так и	9	9
28	в его	3	9
29	в мире	11	9
30	с другой	5	8
31	героя в	5	8
32	не является	4	8
33	и т.п	12	8
34	в себе	19	8
35	времени и	2	7
36	как и	16	7
37	еще не	6	7
38	такого рода	9	7
39	ни для	4	7
40	а также	8	7
41	все же	6	7
42	как в	8	7
43	по отношению	4	7
44	с одной	4	7
45	одной стороны	4	7
46	с его	6	6
47	что он	2	6
48	отношению к	4	6
49	но не	7	6
50	именно в	2	6
51	в себя	2	6
52	в той	2	6
53	тем самым	6	6
54	иначе говоря	3	6
55	о том	4	6
56	но в	11	6
57	и как	3	5
58	отнюдь не	6	5
59	речевая маска	2	5
60	или иной	3	5
61	можно сказать	3	5
62	картина мира	4	5
63	событийного ряда	2	5
64	себя в	6	5
65	картины мира	7	5
66	уже не	3	5
67	и его	3	5
68	в данном	7	5
69	в основе	4	5
70	в отличие	12	5
71	отличие от	12	5
72	в этой	4	5
73	далеко не	2	5
74	мира в	3	5
75	перед нами	3	4
76	прежде всего	7	4
77	одного из	4	4
78	в нем	7	4
79	то же	6	4
80	сказания или	2	4
81	основе своей	2	4
82	жизненной позиции	3	4
83	в противовес	5	4
84	при всей	7	4
85	же время	5	4
86	той или	3	4
87	как бы	4	4
88	данном случае	6	4
89	другой стороны	2	4
90	или напротив	2	4
91	н.д тамарченко	2	4
92	в принципе	2	4
93	не столько	3	4
94	в рассказе	4	4
95	только в	3	4
96	здесь не	2	4
97	речевых жанров	3	4
98	пока еще	2	4
99	и с	2	4
100	не менее	7	3
101	по мысли	6	3
102	а с	5	3
103	жизни в	3	3
104	же как	2	3
105	или анекдота	2	3
106	что в	5	3
107	могут быть	3	3
108	никогда не	2	3
109	восходит к	3	3
110	из этих	3	3
111	высказывания состоит	2	3
112	ни в	7	3
113	в ней	2	3
114	он не	3	3
115	из двух	3	3
116	не с	2	3
117	с ее	2	3
118	из них	3	3
119	жизни и	3	3
120	коммуникативное событие	3	3
121	в притче	2	3
122	этом отношении	4	3
123	который по	2	3
124	сводится к	2	3
125	значении этого	2	3
126	столь же	3	3
127	жизни как	2	3
128	и на	5	3
129	между тем	2	3
130	не о	2	3
131	по своей	6	3
132	в то	5	3
133	как будто	3	3
134	о.м фрейденберг	2	3
135	присутствия в	3	3
136	возможность иного	3	2
137	должна быть	2	2
138	очевидным образом	3	2
139	в полном	2	2
140	которая в	2	2
141	в анекдоте	3	2
142	в своем	5	2
143	в противоположность	5	2
144	биографического дискурса	3	2
145	личности в	2	2
146	или иного	2	2
147	не сводится	4	2
148	идет о	2	2
149	что на	2	2
150	на первый	2	2
151	или субъектом	2	2
152	поведения в	3	2
153	анекдота и	6	2
154	есть в	2	2
155	подход к	3	2
156	начала жизни	2	2
157	для него	5	2
158	в пределах	4	2
159	было в	3	2
160	жизнеописания как	2	2
161	например в	3	2
162	некоторого рода	2	2
163	в обоих	2	2
164	ситуации рассказывания	2	2
165	по сути	2	2
166	в сказании	3	2
167	картину мира	4	2
168	жизни а	3	2
169	время в	2	2
170	жизнью и	2	2
171	приводит к	3	2
172	отношение к	2	2
173	не на	2	2
174	не было	3	2
175	все эти	3	2
176	человека в	4	2
177	первый взгляд	2	2
178	в классическом	2	2
179	адресата в	3	2
180	времени в	4	2
181	и для	2	2
182	с точки	2	2
183	из анекдота	2	2
184	с.с аверинцева	2	2
185	это не	3	2
186	роль в	4	2
187	этического выбора	2	2
188	тому как	2	2
189	являет собой	2	2
190	в результате	2	2
191	и возможность	2	2
192	восходящей к	2	2
193	нового времени	5	2
194	одно из	4	2
195	следует признать	3	2
196	подобно тому	2	2
197	всей своей	3	2
198	и ее	3	2
199	говорить о	2	2
200	коммуникативным событием	2	2
201	и все	3	2
202	жизни но	3	2
203	его в	3	2
204	рассказ в	2	2
205	мира и	4	2
206	мы имеем	2	2
207	о чем	2	2
208	и одновременно	2	2
