N	2gram	Bakhtin_Pr_2	KulturaY
1	в том	8	30
2	и в	45	24
3	потому что	8	23
4	том что	7	21
5	что в	6	17
6	и пр	2	15
7	было бы	4	15
8	в этом	20	14
9	точки зрения	19	14
10	может быть	18	13
11	все же	4	12
12	таким образом	11	12
13	в его	22	12
14	и не	42	12
15	не в	8	11
16	только в	9	11
17	вовсе не	7	10
18	в самом	13	10
19	у нас	2	10
20	не только	16	10
21	хотя бы	5	10
22	если бы	2	9
23	то что	5	9
24	прежде всего	11	9
25	отношению к	8	9
26	самом деле	4	9
27	того что	3	9
28	с точки	9	9
29	о том	3	9
30	так как	5	9
31	а только	2	8
32	по отношению	8	8
33	то же	5	8
34	уже не	6	8
35	а не	10	8
36	как раз	6	8
37	тем что	2	8
38	не менее	2	7
39	в них	4	7
40	как бы	15	7
41	не может	24	7
42	это не	3	7
43	бы в	5	7
44	в области	2	7
45	так и	3	7
46	именно в	3	6
47	что он	7	6
48	зависимости от	3	6
49	при этом	2	6
50	в ней	7	6
51	но и	15	6
52	что же	4	6
53	все это	5	6
54	можно было	2	6
55	все эти	4	6
56	мы имеем	2	6
57	в которой	2	6
58	в зависимости	3	5
59	по крайней	2	5
60	крайней мере	2	5
61	но не	6	5
62	еще не	9	5
63	что не	5	5
64	например в	2	5
65	и что	2	5
66	но уже	2	5
67	этом отношении	2	5
68	в виду	2	5
69	а потому	2	5
70	в той	3	5
71	не потому	2	5
72	а в	3	5
73	и его	8	5
74	рядом с	3	5
75	в результате	3	5
76	так сказать	7	5
77	с ним	8	5
78	и с	7	5
79	с его	8	4
80	в этих	4	4
81	и потому	6	4
82	на то	2	4
83	в нем	20	4
84	что они	3	4
85	есть в	8	4
86	в пределах	4	4
87	из них	9	4
88	один из	2	4
89	что и	5	4
90	не есть	2	4
91	в целом	5	4
92	сих пор	2	4
93	со стороны	4	4
94	до сих	2	4
95	как в	4	4
96	не на	4	4
97	того как	3	4
98	в самой	3	4
99	тем самым	2	4
100	в науке	2	4
101	так что	2	4
102	так же	5	4
103	с ними	4	4
104	и на	7	4
105	там где	6	4
106	уже в	4	3
107	как на	2	3
108	если не	2	3
109	смысле этого	2	3
110	для этого	3	3
111	представление о	2	3
112	этом смысле	5	3
113	была бы	3	3
114	из одного	2	3
115	или иной	3	3
116	можно сказать	2	3
117	в сущности	7	3
118	этого слова	2	3
119	в котором	7	3
120	в истории	2	3
121	даже в	6	3
122	на его	5	3
123	что она	4	3
124	в своем	5	3
125	в особенности	2	3
126	а с	3	3
127	не было	2	3
128	в их	4	3
129	и даже	3	3
130	и он	3	3
131	в таком	3	3
132	должно быть	4	3
133	должна быть	3	3
134	и здесь	2	3
135	с их	4	3
136	хотя и	2	3
137	даже и	2	3
138	они не	2	3
139	в себе	5	3
140	он есть	2	3
141	здесь не	2	3
142	как это	2	3
143	в одном	6	3
144	я не	6	2
145	и более	2	2
146	для них	3	2
147	никогда не	17	2
148	превращается в	4	2
149	не является	3	2
150	одного и	2	2
151	но с	3	2
152	что все	3	2
153	в каждом	4	2
154	не раз	2	2
155	по себе	8	2
156	быть в	2	2
157	идет о	2	2
158	в смысле	2	2
159	в то	5	2
160	как и	14	2
161	и как	2	2
162	но все	4	2
163	в сторону	2	2
164	что если	3	2
165	а на	2	2
166	в большинстве	2	2
167	формы в	2	2
168	же время	3	2
169	не знают	2	2
170	тот же	2	2
171	уже на	2	2
172	конечно не	6	2
173	в своей	6	2
174	свое время	2	2
175	одним из	3	2
176	в контексте	2	2
177	в свое	2	2
178	о нем	6	2
179	относится к	2	2
180	каждом из	2	2
181	все те	2	2
182	ее в	2	2
183	ни в	2	2
184	были бы	2	2
185	бы и	3	2
186	а именно	3	2
187	он не	9	2
188	и для	2	2
189	и становится	2	2
190	то оно	2	2
191	лишь в	2	2
192	литературе и	2	2
193	между ними	4	2
194	не имеет	3	2
195	ни одного	3	2
196	или в	2	2
197	по своим	2	2
198	этой точки	2	2
199	во все	2	2
200	но ведь	3	2
201	до конца	7	2
202	ничего не	3	2
203	но в	6	2
204	это было	2	2
