N	2gram	Bakhtin_Fr_2	Problemy
1	и в	49	43
2	и не	15	29
3	может быть	5	23
4	как бы	11	22
5	не может	7	18
6	в пределах	2	16
7	но и	13	14
8	как и	11	14
9	точки зрения	6	13
10	в этом	15	13
11	что он	3	13
12	в нем	9	12
13	в одном	3	12
14	не только	17	11
15	прежде всего	19	10
16	и на	17	10
17	но в	4	10
18	в его	18	10
19	как мы	7	10
20	никогда не	5	9
21	еще не	2	9
22	в сущности	8	9
23	для него	9	8
24	лишь в	4	8
25	то же	7	8
26	с точки	5	8
27	и его	17	8
28	до сих	4	7
29	в него	2	7
30	в самом	3	7
31	в то	6	7
32	то что	6	7
33	сих пор	4	7
34	в другом	2	7
35	в этих	4	6
36	в том	3	6
37	при этом	5	6
38	и все	3	6
39	у него	2	6
40	здесь не	2	6
41	на то	2	5
42	да и	3	5
43	же время	6	5
44	хотя и	2	5
45	к нему	3	5
46	все это	9	5
47	таким образом	7	5
48	все эти	7	5
49	а в	4	5
50	рядом с	6	5
51	и с	6	5
52	но здесь	3	5
53	на фоне	2	5
54	вовсе не	10	5
55	о том	3	5
56	но не	5	5
57	было бы	3	5
58	в себе	4	5
59	что в	2	4
60	в своем	5	4
61	с другой	4	4
62	в самой	2	4
63	до конца	2	4
64	но это	2	4
65	себе и	2	4
66	их в	3	4
67	но он	6	4
68	во время	12	4
69	в произведении	2	4
70	так как	6	4
71	то есть	32	4
72	с его	5	4
73	в них	13	4
74	совершенно не	2	4
75	в своей	5	4
76	и до	4	4
77	во всех	6	4
78	но эти	3	4
79	там где	4	4
80	только в	13	4
81	далеко не	3	4
82	и это	3	4
83	в отношении	2	3
84	он был	2	3
85	есть в	2	3
86	в формах	2	3
87	и следовательно	2	3
88	в виду	3	3
89	и со	3	3
90	уже говорили	5	3
91	в их	2	3
92	и даже	2	3
93	во всем	3	3
94	в художественном	2	3
95	с ним	4	3
96	в жизни	4	3
97	сознания и	2	3
98	и к	4	3
99	в романе	9	3
100	по существу	2	3
101	здесь в	6	3
102	тот же	5	3
103	со всеми	2	3
104	мы уже	6	3
105	за пределы	2	3
106	в произведениях	2	3
107	наконец в	3	3
108	даже в	3	3
109	все же	7	3
110	так и	6	3
111	в себя	6	3
112	другой стороны	3	3
113	также и	3	3
114	можно было	3	3
115	ничего не	2	3
116	тем что	4	3
117	могут быть	2	3
118	в эту	5	3
119	например у	3	2
120	уже в	5	2
121	не был	3	2
122	диалога в	2	2
123	та же	2	2
124	из этих	5	2
125	в конце	2	2
126	человека и	3	2
127	для понимания	2	2
128	ни в	3	2
129	без всякого	2	2
130	но все	4	2
131	лишь как	2	2
132	времени и	6	2
133	мы здесь	2	2
134	и др	9	2
135	отношение к	8	2
136	значение в	4	2
137	в форме	4	2
138	и без	2	2
139	целый ряд	2	2
140	отношения к	4	2
141	очень хорошо	2	2
142	речь и	2	2
143	мы наблюдаем	2	2
144	так же	2	2
145	особенно в	2	2
146	в своих	4	2
147	сказать что	6	2
148	его творчества	3	2
149	и еще	2	2
150	из них	3	2
151	во всяком	2	2
152	превращается в	3	2
153	нельзя сказать	2	2
154	а затем	3	2
155	мы сказали	2	2
156	одна из	4	2
157	с их	6	2
158	и о	4	2
159	на материале	2	2
160	и особенно	3	2
161	ее в	2	2
162	он пишет	3	2
163	не во	2	2
164	том что	4	2
165	и эта	2	2
166	здесь с	2	2
167	мы можем	2	2
168	автора и	2	2
169	в творчестве	6	2
170	затем и	2	2
171	того как	2	2
