N	2gram	Tiupa_Narr_1	Problema
1	и не	23	28
2	то есть	9	27
3	не только	31	24
4	только в	12	23
5	в том	8	20
6	и в	11	20
7	то что	9	15
8	потому что	5	15
9	у нас	3	14
10	той или	5	14
11	но и	27	14
12	точки зрения	5	14
13	перед нами	5	13
14	или иной	4	13
15	не в	6	13
16	также и	3	13
17	в нашем	3	12
18	в себе	6	12
19	том что	7	12
20	прежде всего	4	11
21	по себе	4	11
22	как будто	3	11
23	не менее	3	10
24	тем не	3	10
25	отнюдь не	2	10
26	в качестве	14	10
27	не является	3	10
28	так и	5	10
29	и его	10	10
30	едва ли	3	10
31	может быть	15	9
32	и даже	2	9
33	в этом	12	9
34	если бы	7	8
35	что он	3	8
36	в той	2	8
37	в результате	2	8
38	во всяком	2	8
39	и все	3	8
40	но в	7	8
41	с другой	2	7
42	это не	3	7
43	еще не	4	7
44	такого рода	10	7
45	мы не	3	7
46	и тем	4	7
47	то же	8	7
48	именно в	3	7
49	а не	13	7
50	сказать что	2	7
51	и с	3	7
52	в ней	4	7
53	здесь не	2	7
54	хотя бы	2	7
55	об этом	6	6
56	и от	2	6
57	а также	6	6
58	как и	13	6
59	по своему	2	6
60	при этом	19	6
61	другой стороны	2	6
62	в таком	2	6
63	в данном	11	6
64	же самое	2	6
65	мы имеем	3	6
66	не существует	3	5
67	но не	4	5
68	хотя и	4	5
69	в нем	4	5
70	можно сказать	5	5
71	да и	2	5
72	и о	3	5
73	человеческой жизни	2	5
74	жизни и	6	5
75	вместе с	2	5
76	данном случае	8	5
77	как в	4	5
78	не может	8	5
79	уже не	8	5
80	или в	6	5
81	в этих	2	5
82	о том	4	5
83	времени и	9	4
84	и для	2	4
85	в одном	4	4
86	и ее	3	4
87	в этой	6	4
88	тем самым	5	4
89	ни о	2	4
90	в своей	5	4
91	никак не	2	4
92	как бы	6	4
93	всяком случае	2	4
94	не имеет	2	4
95	же в	2	4
96	и только	2	4
97	а в	13	4
98	что не	2	4
99	как раз	6	4
100	в то	4	4
101	с ним	2	4
102	в связи	2	3
103	человека в	2	3
104	к тому	6	3
105	казалось бы	2	3
106	это уже	3	3
107	сливаются в	2	3
108	если не	2	3
109	в жизни	3	3
110	как мы	2	3
111	для него	4	3
112	и как	3	3
113	в начале	3	3
114	связи с	2	3
115	имеем дело	2	3
116	вплоть до	4	3
117	и является	2	3
118	в его	6	3
119	в зависимости	2	3
120	что в	3	3
121	дело не	2	3
122	в своем	3	3
123	не было	3	3
124	и сама	2	3
125	все равно	2	3
126	самом деле	3	3
127	для того	3	3
128	что мы	2	3
129	к нему	4	3
130	и на	5	3
131	из них	4	3
132	к его	2	3
133	но как	3	3
134	в сознании	4	3
135	зависимости от	2	3
136	как это	3	3
137	в области	2	3
138	мы можем	2	3
139	в известном	2	2
140	этого не	2	2
141	но они	3	2
142	в частности	14	2
143	однако в	3	2
144	между собой	2	2
145	столь же	5	2
146	в конце	2	2
147	в литературе	4	2
148	с его	4	2
149	человеческого сознания	2	2
150	ему в	2	2
151	тому же	6	2
152	то в	4	2
153	так называемая	2	2
154	они и	2	2
155	а его	2	2
156	для них	2	2
157	в пределах	2	2
158	но именно	3	2
159	в самом	6	2
160	они могут	2	2
161	в обоих	2	2
162	он не	3	2
163	не вполне	2	2
164	сами по	2	2
165	все же	4	2
166	с ее	2	2
167	себя в	2	2
168	не будет	2	2
169	только на	2	2
170	и тогда	2	2
171	дело с	2	2
172	жизни в	2	2
173	и притом	2	2
174	она в	2	2
175	того чтобы	4	2
176	и он	6	2
177	только что	2	2
178	друг друга	2	2
179	с ними	2	2
180	иным как	2	2
181	чем иным	2	2
182	и то	3	2
183	дело в	2	2
184	в чем	2	2
185	это было	2	2
