N	2gram	Voloshinov_1	Problema
1	то есть	4	46
2	в его	6	43
3	и не	14	42
4	и в	38	38
5	не может	12	27
6	может быть	13	26
7	как бы	28	22
8	отнюдь не	10	19
9	и с	5	17
10	и его	7	16
11	в нем	4	15
12	в этом	10	15
13	независимо от	5	13
14	прежде всего	21	13
15	только в	6	13
16	художественного творчества	5	12
17	но не	2	12
18	во всех	6	11
19	и для	3	11
20	в области	5	11
21	к нему	2	10
22	отношение к	2	10
23	таким образом	7	10
24	но и	13	9
25	его в	4	9
26	не только	27	9
27	место в	2	8
28	в том	2	8
29	и как	9	8
30	точки зрения	10	8
31	было бы	7	8
32	то что	8	8
33	слова в	5	7
34	с помощью	6	7
35	не в	6	7
36	в самом	4	7
37	между тем	3	7
38	как и	10	7
39	художественное творчество	3	7
40	еще не	3	7
41	совершенно не	3	7
42	в своей	2	7
43	как мы	9	7
44	не всегда	2	6
45	не к	3	6
46	и наконец	5	6
47	а в	5	6
48	все же	7	6
49	самом деле	4	6
50	с точки	5	6
51	мы можем	7	6
52	отношения к	3	6
53	ничего не	8	6
54	то же	14	5
55	это не	3	5
56	при этом	9	5
57	никогда не	7	5
58	все эти	2	5
59	должно быть	2	5
60	в основе	2	5
61	с ним	2	5
62	не нужно	2	5
63	конечно не	3	5
64	так и	6	5
65	а не	6	5
66	в нашем	5	4
67	на самом	3	4
68	в ней	8	4
69	в виду	3	4
70	в форме	6	4
71	сказать что	3	4
72	в то	9	4
73	о том	4	4
74	и потому	2	4
75	но в	5	4
76	не с	3	4
77	в ее	3	4
78	всех его	2	4
79	относится к	2	4
80	как в	2	4
81	тем самым	7	4
82	между ними	3	4
83	хотя бы	18	4
84	можно было	4	4
85	в себе	9	4
86	здесь не	2	4
87	как только	4	3
88	мы будем	6	3
89	и от	7	3
90	вследствие этого	2	3
91	в тех	3	3
92	слова но	3	3
93	да и	4	3
94	в дальнейшем	2	3
95	но это	2	3
96	же время	7	3
97	кроме того	2	3
98	несмотря на	2	3
99	хотя и	3	3
100	не является	5	3
101	и тем	6	3
102	в целом	4	3
103	природы и	2	3
104	все это	4	3
105	и содержание	2	3
106	и даже	3	3
107	и на	6	3
108	языка в	2	3
109	все то	2	3
110	также и	2	3
111	или как	6	3
112	если бы	4	3
113	и все	4	3
114	ясно что	2	3
115	и к	4	3
116	том что	3	3
117	к миру	2	3
118	мы увидим	5	3
119	может стать	2	3
120	одной из	2	3
121	мы в	3	3
122	он не	2	3
123	помнить что	2	3
124	нет и	3	3
125	слова не	2	3
126	на него	4	3
127	связь с	2	3
128	как нечто	2	3
129	в мире	2	3
130	в слове	3	3
131	с другими	2	3
132	не знает	3	3
133	вопроса о	4	3
134	слова и	5	3
135	и это	7	3
136	творчество и	2	3
137	или иное	4	2
138	ни к	2	2
139	в частности	3	2
140	в этих	2	2
141	в какой	2	2
142	будем называть	2	2
143	содержание и	3	2
144	всех своих	4	2
145	или иной	4	2
146	можно сказать	4	2
147	как таковой	3	2
148	войти в	2	2
149	что оно	3	2
150	с самим	2	2
151	связаны с	4	2
152	иметь дело	3	2
153	связь и	3	2
154	в значительной	2	2
155	в свою	6	2
156	и пр	4	2
157	что это	4	2
158	события и	2	2
159	той или	3	2
160	форме и	2	2
161	в котором	3	2
162	другими словами	7	2
163	в связи	2	2
164	не было	2	2
165	этом отношении	2	2
166	здесь мы	3	2
167	лишь в	4	2
168	того что	4	2
169	его не	2	2
170	и здесь	3	2
171	в своих	2	2
172	нуждается в	2	2
173	но как	2	2
174	в начале	3	2
175	мы должны	10	2
176	же самое	5	2
177	того или	5	2
178	целого произведения	2	2
179	как это	5	2
180	мы имеем	2	2
181	слово в	2	2
182	существенным моментом	2	2
183	с его	7	2
184	находит свое	2	2
185	он должен	3	2
186	к этому	2	2
187	вовсе не	2	2
188	или иного	5	2
189	есть не	2	2
190	что он	2	2
191	у нас	4	2
192	а к	2	2
193	и при	2	2
194	связи с	3	2
195	миру и	2	2
196	должен быть	2	2
197	что и	3	2
198	себя в	4	2
199	говорить и	2	2
200	бы не	2	2
201	язык в	6	2
202	человека в	2	2
203	к своему	4	2
204	того чтобы	7	2
205	для того	9	2
206	из которых	3	2
207	слово и	3	2
208	и эта	3	2
209	к чему	2	2
210	и он	2	2
211	то или	4	2
212	приходится иметь	2	2
213	или в	2	2
214	тем что	2	2
215	и вообще	2	2
216	со всех	2	2
