N	3gram	Vygotskiy__3	Vladivir
1	в том что	17	10
2	тем не менее	5	9
3	о том что	3	8
4	не может быть	2	6
5	вместе с тем	10	6
6	это значит что	4	6
7	и в этом	2	5
8	в то время	4	4
9	и то что	2	4
10	в этом смысле	2	3
11	с одной стороны	5	3
12	в отличие от	6	3
13	и в отношении	2	3
14	само по себе	2	3
15	только в том	2	3
16	как мы видели	3	3
17	во всяком случае	4	3
18	то что в	2	3
19	что и в	5	3
20	совершенно так же	2	2
21	независимо от того	3	2
22	так же как	6	2
23	на первый план	2	2
24	в связи с	5	2
25	а с другой	3	2
26	то время как	4	2
27	на то что	3	2
28	с другой стороны	3	2
29	в этом отношении	3	2
30	и вместе с	2	2
