N	2gram	Vinokur_St_3	Hudozhes
1	и в	25	28
2	в рассказе	3	21
3	том что	15	19
4	и не	10	18
5	своего рода	3	16
6	в том	20	15
7	а не	5	14
8	не в	6	13
9	в этом	24	13
10	о том	8	12
11	как и	4	11
12	в его	12	11
13	не только	12	11
14	уже не	3	10
15	но и	9	9
16	в жизни	4	8
17	что он	19	8
18	может быть	19	8
19	так и	5	8
20	между тем	6	8
21	к тому	2	7
22	об этом	5	7
23	состоит в	4	7
24	это не	7	6
25	можно сказать	4	6
26	в котором	5	6
27	то что	12	6
28	в своей	4	6
29	если бы	4	6
30	то же	5	6
31	не было	4	6
32	а в	6	6
33	и с	4	6
34	тем что	19	6
35	в то	7	6
36	я и	3	6
37	с его	3	5
38	что это	16	5
39	не менее	2	5
40	у него	9	5
41	как бы	6	5
42	как в	6	5
43	с ее	2	5
44	в этой	14	5
45	что в	19	5
46	в самом	2	5
47	никогда не	2	5
48	и его	3	5
49	одно из	2	5
50	для него	3	5
51	ничего не	4	5
52	тому что	3	4
53	тем не	2	4
54	то в	4	4
55	но не	2	4
56	что они	2	4
57	в качестве	4	4
58	же время	3	4
59	для того	2	4
60	он не	5	4
61	и т	8	4
62	как раз	3	4
63	то и	2	4
64	не может	7	4
65	только в	6	4
66	все время	2	3
67	была бы	4	3
68	в них	5	3
69	с другой	5	3
70	что все	3	3
71	прежде всего	10	3
72	и ее	2	3
73	самом деле	2	3
74	как о	2	3
75	еще не	2	3
76	одной стороны	3	3
77	было бы	7	3
78	в это	2	3
79	несмотря на	3	3
80	одной из	2	3
81	в ней	4	3
82	в этих	11	3
83	все они	3	3
84	со стороны	3	3
85	все это	8	3
86	а с	2	3
87	с одной	2	3
88	внимание на	2	3
89	или в	2	3
90	и на	6	3
91	что у	2	3
92	и это	5	3
93	к нему	4	3
94	это был	2	2
95	место в	6	2
96	сам он	2	2
97	т е	8	2
98	себя и	2	2
99	не столько	2	2
100	не как	2	2
101	из этих	6	2
102	гораздо более	2	2
103	в духе	2	2
104	вовсе не	2	2
105	а как	4	2
106	или иной	2	2
107	как мы	2	2
108	о которых	3	2
109	а по	2	2
110	в г	12	2
111	что я	3	2
112	одна из	2	2
113	на этом	3	2
114	что не	2	2
115	и к	4	2
116	к ней	4	2
117	а также	4	2
118	до сих	2	2
119	если в	2	2
120	не является	3	2
121	один из	2	2
122	это было	8	2
123	все же	4	2
124	отношение к	4	2
125	вместе с	2	2
126	дело не	2	2
127	сих пор	2	2
128	и тогда	2	2
129	как на	6	2
130	т п	6	2
131	т д	2	2
132	о которой	2	2
133	лишь в	4	2
134	во втором	2	2
135	и у	2	2
136	и для	4	2
137	с точки	4	2
138	той же	2	2
139	тем как	2	2
140	у которого	3	2
141	сказать что	4	2
142	потому что	5	2
143	в виде	3	2
144	точки зрения	7	2
145	говорить о	3	2
146	в другом	3	2
147	и только	2	2
148	ответ на	5	2
149	но в	5	2
