N	3gram	Vygotskiy__2	StatiiOP
1	в том что	21	17
2	о том что	4	11
3	для того чтобы	10	10
4	можно было бы	5	8
5	с точки зрения	18	8
6	в этом отношении	3	7
7	в данном случае	3	6
8	на самом деле	2	6
9	во всяком случае	6	6
10	в самом деле	4	5
11	не может быть	6	5
12	на то что	6	4
13	и в самом	2	3
14	том что в	2	3
15	по отношению к	5	3
16	заключается в том	7	3
17	том числе и	3	2
18	в том числе	3	2
19	если бы мы	2	2
20	по этому поводу	3	2
21	как раз в	2	2
22	с одной стороны	7	2
23	вовсе не в	2	2
24	хотя бы и	2	2
25	на вопрос о	2	2
26	речь идет о	2	2
27	вопрос о том	2	2
