N	2gram	Voloshinov_1	NovoeSre
1	а не	2	17
2	не может	8	16
3	и в	13	16
4	и не	8	11
5	что в	3	9
6	в том	2	8
7	как и	3	7
8	в этом	2	7
9	может быть	8	7
10	никогда не	3	6
11	не в	3	6
12	лишь в	4	6
13	в нем	2	5
14	все это	4	5
15	и к	2	5
16	в ней	2	5
17	не только	6	5
18	не менее	2	4
19	то что	6	4
20	в них	2	4
21	и все	3	4
22	не имеет	2	4
23	и для	3	4
24	прежде всего	9	4
25	но и	3	3
26	в своей	4	3
27	с другой	2	3
28	и пр	7	3
29	к тому	2	3
30	в ее	3	3
31	смысле слова	2	3
32	как в	2	3
33	за пределы	3	3
34	так и	3	2
35	и т.п	7	2
36	другой стороны	2	2
37	а в	2	2
38	с одной	2	2
39	все эти	2	2
40	думать что	2	2
41	роль в	2	2
42	одной стороны	2	2
43	хотя бы	5	2
44	так же	2	2
45	мы не	4	2
46	том что	2	2
47	связана с	3	2
48	могут быть	2	2
49	с этим	3	2
50	в себе	3	2
51	и должно	2	2
52	но для	3	2
53	но в	4	2
