N	2gram	Tiupa_Teor_1	Problemy
1	и не	13	31
2	и в	18	29
3	в его	6	24
4	может быть	17	24
5	а не	9	22
6	в этом	8	22
7	как бы	5	19
8	в нем	4	19
9	точки зрения	9	19
10	для него	2	18
11	не только	16	15
12	то что	3	15
13	но и	9	14
14	и его	8	14
15	то же	7	14
16	в пределах	5	13
17	уже не	4	13
18	с точки	3	13
19	как и	4	12
20	о себе	2	12
21	не может	4	12
22	таким образом	3	12
23	в одном	2	10
24	этом смысле	2	10
25	в самом	4	10
26	в то	6	10
27	только в	6	10
28	героя и	5	10
29	с его	5	9
30	это не	2	9
31	в романе	3	9
32	но не	9	9
33	же время	5	9
34	все эти	2	9
35	если бы	3	9
36	в своем	4	8
37	что в	9	8
38	отношению к	4	8
39	в своей	6	8
40	по отношению	4	8
41	потому что	3	8
42	в том	16	8
43	прежде всего	2	7
44	вовсе не	3	7
45	том что	9	7
46	не в	7	7
47	за пределы	2	7
48	так и	10	7
49	в форме	2	7
50	и как	2	7
51	а в	13	7
52	с другими	5	7
53	в себе	9	7
54	но в	9	7
55	все это	2	6
56	в конце	2	6
57	не могут	2	6
58	в целом	3	6
59	одним из	2	6
60	что она	2	6
61	как в	5	6
62	как раз	2	6
63	в самой	2	6
64	в мире	19	6
65	так же	2	6
66	могут быть	4	6
67	его в	2	6
68	и потому	2	6
69	перед нами	2	5
70	именно в	3	5
71	еще не	4	5
72	и о	4	5
73	он не	3	5
74	художественного мира	2	5
75	с их	2	5
76	между тем	5	5
77	и это	2	5
78	превращается в	2	4
79	личности в	3	4
80	в литературе	2	4
81	что и	2	4
82	даже в	3	4
83	не на	2	4
84	и для	2	4
85	их в	3	4
86	в основе	3	4
87	в этой	3	4
88	в произведении	3	4
89	я не	2	3
90	была бы	3	3
91	никогда не	4	3
92	и одновременно	4	3
93	в них	2	3
94	с другой	7	3
95	нового времени	3	3
96	в пространстве	2	3
97	ни в	2	3
98	о своем	2	3
99	внешнего мира	2	3
100	в произведениях	2	3
101	на почве	4	3
102	в их	2	3
103	во времени	3	3
104	другой стороны	5	3
105	тому что	2	3
106	в себя	3	3
107	приводит к	5	3
108	отличается от	2	3
109	и здесь	2	3
110	сказать что	3	3
111	порядка в	4	3
112	как к	2	3
113	не знает	3	3
114	как будто	2	3
115	отношении к	2	3
116	далеко не	2	3
117	в художественном	3	3
118	отношения к	2	3
119	в противоположность	2	2
120	ни был	2	2
121	однако в	7	2
122	в жизни	2	2
123	для понимания	2	2
124	и ее	3	2
125	и к	3	2
126	что может	2	2
127	лишь один	2	2
128	при этом	12	2
129	на себя	2	2
130	один из	2	2
131	в большинстве	2	2
132	отношение к	5	2
133	в первой	5	2
134	данном случае	5	2
135	в отношении	3	2
136	в контексте	3	2
137	и даже	2	2
138	на языке	2	2
139	зрения и	2	2
140	в той	2	2
141	и что	3	2
142	между ними	4	2
143	или даже	4	2
144	в данном	8	2
145	но он	3	2
146	самим собою	2	2
147	могли бы	2	2
148	в структуре	2	2
149	из тех	2	2
150	в которой	2	2
151	совпадает с	3	2
152	по преимуществу	4	2
