N	2gram	Losev_Dial_1	Literetu
1	не только	13	24
2	в качестве	2	17
3	но и	7	17
4	а не	14	16
5	в том	9	16
6	в частности	2	15
7	том что	9	14
8	может быть	17	13
9	и не	30	12
10	в этом	12	12
11	прежде всего	10	11
12	в своем	5	11
13	то что	13	10
14	не в	6	8
15	и в	18	8
16	только в	3	8
17	как это	4	8
18	не менее	2	7
19	я не	5	7
20	в его	3	7
21	как бы	11	7
22	уже не	2	7
23	в себе	11	7
24	как и	2	6
25	того что	2	6
26	точки зрения	17	6
27	с этой	2	5
28	что он	11	5
29	же время	4	5
30	я в	2	5
31	как в	2	5
32	не может	12	5
33	то же	10	5
34	в данном	3	5
35	в то	6	5
36	для этого	2	4
37	это не	9	4
38	в конце	4	4
39	но не	4	4
40	еще не	2	4
41	все же	5	4
42	из них	2	4
43	в своей	2	4
44	со стороны	2	4
45	так и	9	4
46	никогда не	9	4
47	как раз	4	4
48	не как	2	4
49	в основе	3	3
50	не было	6	3
51	что в	13	3
52	и есть	16	3
53	с другой	6	3
54	да и	6	3
55	в самом	3	3
56	несмотря на	10	3
57	же и	2	3
58	один из	3	3
59	жизни и	3	3
60	в их	3	3
61	а в	5	3
62	еще и	3	3
63	этой точки	2	3
64	и даже	13	3
65	у тютчева	4	3
66	потому что	14	3
67	во всяком	4	3
68	нуждается в	3	3
69	он и	2	3
70	но в	6	3
71	также и	7	3
72	в виду	5	3
73	на этом	2	2
74	должна быть	3	2
75	отнюдь не	9	2
76	дело не	2	2
77	та же	3	2
78	из этих	2	2
79	раз и	2	2
80	же это	3	2
81	в мире	2	2
82	к тому	4	2
83	а только	3	2
84	от всякой	2	2
85	тому же	2	2
86	в другом	2	2
87	что я	3	2
88	или иной	3	2
89	для него	2	2
90	объекта и	2	2
91	одной стороны	2	2
92	было бы	12	2
93	о своем	2	2
94	общего с	5	2
95	вплоть до	3	2
96	относится к	2	2
97	и является	2	2
98	всяком случае	2	2
99	для нее	2	2
100	даже в	3	2
101	не является	3	2
102	в нем	16	2
103	то это	4	2
104	не есть	40	2
105	только то	4	2
106	то он	2	2
107	только на	3	2
108	то и	2	2
109	для своего	2	2
110	этом отношении	2	2
111	с одной	2	2
112	все эти	2	2
113	из того	2	2
114	чтобы не	2	2
115	самом деле	3	2
116	ко всему	2	2
117	что не	7	2
118	что такое	10	2
119	хотя бы	6	2
120	с точки	12	2
121	что для	3	2
122	можно было	5	2
123	от самого	3	2
124	и то	9	2
125	тем более	2	2
126	могут быть	3	2
127	о том	4	2
128	как он	4	2
129	которая не	2	2
130	в сознании	3	2
