N	2gram	Bakhtin_Fr_3	Mirosoze
1	может быть	9	30
2	не только	13	29
3	и в	40	28
4	не может	3	28
5	но и	11	25
6	а не	5	25
7	он не	9	24
8	в этом	15	20
9	не было	5	18
10	у него	8	17
11	потому что	2	16
12	в ней	4	15
13	в своей	6	15
14	и есть	3	14
15	он был	3	14
16	до конца	6	14
17	в нем	5	13
18	и это	2	12
19	для него	5	11
20	в самом	6	11
21	и не	13	11
22	что в	12	10
23	в своем	7	10
24	в мире	4	10
25	прежде всего	16	10
26	и все	9	10
27	что он	2	10
28	было бы	4	10
29	и потому	4	10
30	но он	2	9
31	в его	13	9
32	и его	17	9
33	из самых	2	8
34	но не	2	8
35	в котором	2	8
36	не был	2	7
37	в конце	3	7
38	но в	8	7
39	к нему	2	7
40	в себе	3	7
41	в том	8	6
42	в этой	3	6
43	все это	4	6
44	лишь в	2	6
45	и на	8	6
46	вместе с	3	6
47	только в	3	6
48	в которой	2	6
49	это не	2	5
50	у нас	4	5
51	как и	11	5
52	то что	5	5
53	уже в	2	4
54	в этих	6	4
55	смысле слова	4	4
56	не к	2	4
57	отношение к	8	4
58	в их	4	4
59	а в	3	4
60	точки зрения	2	4
61	и этот	2	4
62	в них	9	4
63	один из	4	4
64	xix века	4	4
65	это и	2	4
66	что и	3	4
67	был еще	2	4
68	тем что	3	4
69	и страдания	2	3
70	и вот	2	3
71	это есть	2	3
72	в свете	3	3
73	не так	3	3
74	особенно в	4	3
75	с этим	2	3
76	и еще	2	3
77	так как	4	3
78	то есть	18	3
79	и с	8	3
80	на этом	2	3
81	с его	3	3
82	одно из	3	3
83	в ее	3	3
84	том что	4	3
85	есть и	2	3
86	мы увидим	2	3
87	конечно не	2	3
88	ко всем	3	3
89	хотя бы	2	3
90	связана с	2	2
91	мы еще	6	2
92	и от	3	2
93	и историческое	2	2
94	момент в	2	2
95	его творчество	2	2
96	о чем	2	2
97	для того	3	2
98	одним из	2	2
99	у самого	2	2
100	в виду	7	2
101	жизни и	4	2
102	по отношению	3	2
103	все эти	8	2
104	о мире	2	2
105	также и	4	2
106	сказать что	3	2
107	в более	3	2
108	даже и	2	2
109	он и	7	2
110	к новому	2	2
111	в начале	3	2
112	в истории	4	2
113	как бы	3	2
114	о том	4	2
115	как он	2	2
116	в основе	5	2
117	к этой	3	2
118	если бы	3	2
119	страдания и	2	2
120	него и	2	2
121	и во	4	2
122	к этому	6	2
123	этот мир	2	2
124	отношению к	2	2
125	мы видим	5	2
126	в то	6	2
127	все что	2	2
128	до сих	4	2
129	века в	2	2
130	и к	3	2
131	о нем	3	2
132	еще в	3	2
133	в этот	2	2
134	все же	2	2
135	по сравнению	2	2
136	сих пор	4	2
137	как в	3	2
138	и сама	2	2
139	в той	6	2
140	церковь и	2	2
141	того чтобы	4	2
142	и у	2	2
143	и как	3	2
144	и для	5	2
145	образ и	2	2
146	он в	2	2
147	на протяжении	3	2
148	много в	2	2
149	с того	2	2
