N	2gram	Propp_Isto_4	FransuaR
1	и в	26	40
2	и его	10	17
3	в этом	7	15
4	мы уже	5	13
5	не только	15	13
6	и не	9	13
7	в его	5	13
8	что в	14	12
9	вовсе не	4	12
10	как и	7	11
11	но и	12	11
12	таким образом	10	10
13	как мы	5	10
14	и все	2	9
15	может быть	14	9
16	он не	7	9
17	во время	7	8
18	отношение к	2	8
19	в том	3	8
20	у него	5	8
21	все эти	3	8
22	и с	5	8
23	и на	2	8
24	но в	5	8
25	в своем	2	7
26	в одном	5	7
27	и др	5	7
28	то же	8	7
29	в этих	7	6
30	к этому	5	6
31	в своей	4	6
32	связь с	12	6
33	и других	3	6
34	связи с	3	6
35	он говорит	2	6
36	мы видим	6	5
37	в нем	2	5
38	то что	16	5
39	в связи	2	5
40	те же	3	5
41	а не	6	5
42	в особенности	2	5
43	и во	2	4
44	у нас	2	4
45	том что	3	4
46	до сих	5	4
47	было бы	2	4
48	из них	2	4
49	а также	3	4
50	даже в	4	4
51	ни в	2	4
52	сих пор	5	4
53	все это	2	4
54	так в	4	4
55	о том	4	4
56	в данном	3	4
57	и даже	4	4
58	и здесь	5	4
59	в истории	2	4
60	так как	9	4
61	в области	2	4
62	так много	2	3
63	если бы	2	3
64	в частности	2	3
65	об этом	7	3
66	мы видели	6	3
67	но это	3	3
68	в этой	2	3
69	одна из	2	3
70	еще не	6	3
71	и есть	2	3
72	такого рода	2	3
73	как бы	3	3
74	в таких	2	3
75	что и	9	3
76	другими словами	2	3
77	вместе с	6	3
78	дело не	2	3
79	во все	2	3
80	так и	10	3
81	как в	7	3
82	не может	6	3
83	а в	8	3
84	там где	3	3
85	между ними	3	3
86	к этой	3	3
87	и как	5	3
88	но все	5	3
89	связь между	2	3
90	связан с	3	3
91	сказать что	2	3
92	тем что	5	3
93	при этом	3	3
94	в себе	2	3
95	в другом	5	3
96	во всем	3	3
97	только в	3	3
98	связанные с	3	3
99	в свете	3	3
100	здесь не	4	3
101	их в	7	3
102	в других	2	3
103	не менее	2	2
104	связана с	2	2
105	есть и	2	2
106	уже в	2	2
107	о чем	3	2
108	средние века	2	2
109	сравнению с	3	2
110	хотя бы	2	2
111	с другой	4	2
112	это не	5	2
113	из этих	3	2
114	что он	10	2
115	и вот	2	2
116	мы знаем	8	2
117	огонь и	4	2
118	все же	9	2
119	это и	5	2
120	в дальнейшем	6	2
121	эту связь	4	2
122	на этом	2	2
123	но не	5	2
124	все что	4	2
125	мы увидим	3	2
126	конечно не	2	2
127	и другие	3	2
128	вот этот	2	2
129	и если	3	2
130	тут же	2	2
131	например в	3	2
132	на его	3	2
133	к нему	6	2
134	ни одной	2	2
135	он также	2	2
136	в целом	2	2
137	не к	2	2
138	вот как	2	2
139	данном случае	3	2
140	в этот	4	2
141	в форме	2	2
142	как нечто	3	2
143	в языке	2	2
144	или же	3	2
145	и они	2	2
146	с помощью	2	2
147	здесь мы	2	2
148	лишь в	2	2
149	и у	5	2
150	потому что	6	2
151	на волю	3	2
152	он в	4	2
153	с этим	2	2
154	даже и	2	2
155	но он	4	2
156	по сравнению	3	2
157	его к	3	2
158	с того	3	2
159	этого слова	2	2
160	как он	6	2
161	говорит об	2	2
