N	2gram	Tiupa_Lite_2	Problema
1	то что	7	42
2	вовсе не	2	35
3	то есть	5	33
4	и в	19	32
5	и не	11	31
6	не менее	6	19
7	в этом	9	19
8	тем не	2	18
9	не только	8	17
10	потому что	2	16
11	а не	20	15
12	в себе	6	15
13	как бы	2	14
14	может быть	17	14
15	у нас	5	14
16	но в	2	14
17	в нем	3	13
18	как раз	2	13
19	что в	4	12
20	а именно	3	12
21	том что	7	12
22	так и	7	12
23	и т	2	11
24	и даже	8	11
25	о том	2	11
26	так как	3	11
27	то же	12	10
28	прежде всего	4	10
29	в этой	3	10
30	отнюдь не	4	10
31	ничего не	3	10
32	но не	5	9
33	в том	10	9
34	но и	10	9
35	и что	2	9
36	еще не	2	9
37	то с	2	9
38	в данном	3	9
39	данном случае	3	8
40	не может	9	8
41	и на	6	8
42	даже и	2	8
43	он и	2	8
44	было бы	2	8
45	для того	2	8
46	но это	3	8
47	никогда не	3	7
48	такого рода	9	7
49	того что	5	7
50	в них	2	7
51	что он	3	7
52	во всех	3	7
53	тем что	4	7
54	в конце	2	6
55	так что	4	6
56	и как	3	6
57	при этом	6	6
58	в виду	2	6
59	то и	3	6
60	но как	2	6
61	и то	3	6
62	как это	2	6
63	в то	9	6
64	в его	4	6
65	для нас	2	5
66	с тем	2	5
67	не является	2	5
68	то в	2	5
69	но уже	2	5
70	все равно	2	5
71	не в	4	4
72	один из	4	4
73	не говоря	2	4
74	в их	3	4
75	и только	2	4
76	не было	2	4
77	а в	3	4
78	в истории	2	4
79	как он	2	4
80	есть по	2	4
81	же в	2	4
82	а также	2	4
83	тем самым	3	4
84	и для	3	4
85	уже в	2	3
86	что не	2	3
87	с другой	8	3
88	хотя бы	2	3
89	из них	2	3
90	другой стороны	4	3
91	для этого	2	3
92	и его	3	3
93	точки зрения	4	3
94	и еще	2	3
95	в искусстве	4	3
96	с ним	2	3
97	для себя	2	3
98	в жизни	2	3
99	в ее	2	3
100	как и	10	3
101	того же	4	3
102	он не	5	3
103	себе не	2	3
104	уже не	2	3
105	свидетельствует о	2	3
106	с точки	3	3
107	же как	2	2
108	этом случае	2	2
109	но только	2	2
110	крайней мере	2	2
111	для него	4	2
112	в него	2	2
113	говоря уже	2	2
114	и до	2	2
115	а потому	2	2
116	в результате	2	2
117	и с	3	2
118	одно из	2	2
119	я и	4	2
120	могут быть	2	2
121	однако в	6	2
122	по крайней	2	2
123	по существу	3	2
124	в качестве	5	2
125	ведь это	2	2
126	в сущности	3	2
127	по преимуществу	2	2
128	вместе с	5	2
129	мы не	4	2
130	тому как	2	2
131	подобно тому	2	2
132	на себя	2	2
133	поскольку в	3	2
134	едва ли	4	2
135	в области	4	2
