N	2gram	Propp_Isto_2	Dialekti
1	т е	29	46
2	и не	11	30
3	и есть	5	19
4	а не	5	18
5	может быть	17	17
6	и т	19	17
7	ничего не	7	17
8	то что	12	16
9	и в	15	15
10	т д	18	15
11	как бы	6	14
12	так как	14	14
13	что это	6	13
14	того что	3	13
15	это не	2	12
16	прежде всего	5	11
17	в том	6	11
18	не может	5	11
19	в этом	11	11
20	с ее	2	10
21	потому что	9	10
22	том что	7	10
23	было бы	5	9
24	в виду	2	9
25	все это	3	9
26	мы не	3	9
27	и что	6	9
28	то же	10	9
29	и пр	7	9
30	ни в	2	8
31	не в	7	8
32	что иное	2	8
33	иное как	2	8
34	не что	2	8
35	в себе	4	8
36	не только	18	8
37	и ее	2	8
38	и это	3	8
39	что в	12	7
40	не просто	2	7
41	что мы	3	7
42	что он	24	7
43	как и	2	7
44	и его	3	7
45	или в	2	7
46	только в	6	7
47	перед нами	2	6
48	так что	6	6
49	а именно	3	6
50	сказать что	2	6
51	в мифе	2	6
52	что и	6	6
53	нет ничего	2	6
54	я не	2	5
55	так и	5	5
56	на то	3	5
57	того чтобы	2	5
58	в ней	4	5
59	но если	3	5
60	в нем	7	5
61	другими словами	4	5
62	что она	5	5
63	в свете	2	5
64	таким образом	7	5
65	именно в	2	5
66	и на	4	5
67	о том	3	5
68	мы имеем	15	5
69	в жизни	2	5
70	в сущности	2	5
71	в себя	3	5
72	и для	2	5
73	той же	2	5
74	оказывается что	2	4
75	но это	4	4
76	в этой	4	4
77	что они	10	4
78	один из	8	4
79	но и	14	4
80	в особенности	2	4
81	так же	13	4
82	с ними	2	4
83	и с	4	4
84	она всегда	3	4
85	мы должны	4	4
86	в одном	5	4
87	с тем	9	4
88	видим что	5	4
89	мы видим	8	4
90	она не	5	4
91	еще не	9	4
92	хотя бы	2	4
93	тому как	3	4
94	в силу	2	4
95	в его	6	4
96	подобно тому	3	4
97	имеется в	2	3
98	оно и	2	3
99	тем самым	2	3
100	и если	2	3
101	себя и	2	3
102	в их	3	3
103	все эти	4	3
104	и наконец	5	3
105	с этим	5	3
106	что здесь	4	3
107	но в	6	3
108	об этом	11	3
109	есть и	2	3
110	когда она	3	3
111	мы уже	6	3
112	при помощи	2	3
113	когда он	3	3
114	как в	5	3
115	д и	2	3
116	и то	2	3
117	то мы	2	3
118	мы можем	8	3
119	могут быть	2	3
120	из этих	3	2
121	точно так	6	2
122	представление о	2	2
123	главным образом	2	2
124	вопрос о	4	2
125	показывает что	4	2
126	да и	2	2
127	но все	5	2
128	совершенно ясно	2	2
129	и может	2	2
130	кроме того	2	2
131	в нашей	2	2
132	при этом	4	2
133	и часто	2	2
134	мог бы	3	2
135	никогда не	15	2
136	в котором	5	2
137	был бы	2	2
138	из них	2	2
139	и их	2	2
140	и ничего	2	2
141	другой стороны	2	2
142	и только	2	2
143	в разных	2	2
144	не было	2	2
145	итак в	2	2
146	не мог	3	2
147	и по	2	2
148	только после	4	2
149	и так	2	2
150	же и	3	2
151	и когда	2	2
152	иметь в	2	2
153	как это	3	2
154	тот кто	2	2
155	но они	4	2
156	нисколько не	2	2
157	все же	9	2
158	в качестве	3	2
159	одной из	4	2
160	и из	2	2
161	о нем	4	2
162	во всех	2	2
163	и именно	2	2
164	вместе с	7	2
165	ее в	2	2
166	находится в	2	2
167	того как	4	2
168	что этот	3	2
169	очень много	8	2
170	тем что	4	2
171	как будто	3	2
172	что эта	2	2
173	в которой	2	2
174	ни один	2	2
