N	2gram	Voloshinov_1	VLabPisa
1	таким образом	6	27
2	в этом	2	26
3	и в	13	25
4	не только	6	22
5	может быть	8	21
6	хотя бы	5	20
7	и не	8	19
8	не может	8	17
9	в его	7	15
10	в процессе	5	14
11	прежде всего	9	13
12	в том	2	13
13	все это	4	12
14	с другой	2	11
15	что в	3	9
16	для него	2	9
17	и др	2	9
18	но и	3	9
19	то же	4	9
20	все эти	2	8
21	другой стороны	2	8
22	могут быть	2	8
23	ни один	3	8
24	как и	3	7
25	том что	2	7
26	было бы	4	7
27	отношению к	3	7
28	по отношению	3	7
29	а не	2	7
30	художественного произведения	5	6
31	в себе	3	6
32	то что	6	6
33	в нем	2	6
34	в зависимости	2	6
35	так и	3	6
36	и его	12	6
37	между тем	2	6
38	все же	5	5
39	и при	2	5
40	зависимости от	2	5
41	в пределах	3	5
42	в искусстве	3	5
43	как бы	6	5
44	в их	3	5
45	только в	6	5
46	не в	3	5
47	не является	4	5
48	произведения как	4	5
49	к тому	2	4
50	никогда не	3	4
51	в одном	3	4
52	в целом	2	4
53	в ее	3	4
54	в своей	4	4
55	в самом	2	4
56	художественное произведение	2	4
57	в них	2	4
58	в связи	2	4
59	с ними	2	4
60	чем же	2	4
61	и к	2	3
62	и ее	2	3
63	что они	2	3
64	с этим	3	3
65	вслед за	2	3
66	и их	7	3
67	ее в	2	3
68	этой проблемы	2	3
69	так же	2	3
70	точки зрения	7	3
71	явлений и	2	3
72	бы в	2	3
73	не менее	2	2
74	в каждом	4	2
75	связана с	3	2
76	к сожалению	2	2
77	вовсе не	2	2
78	а как	2	2
79	роль в	2	2
80	в книге	2	2
81	в целях	2	2
82	но для	3	2
83	смысле слова	2	2
84	одной стороны	2	2
85	и может	2	2
86	в общем	2	2
87	если бы	2	2
88	на язык	2	2
89	в ней	2	2
90	и этот	2	2
91	во всей	2	2
92	а в	2	2
93	еще и	4	2
94	с одной	2	2
95	в течение	2	2
96	в словесном	2	2
97	и для	3	2
98	между собою	2	2
99	в своих	2	2
100	не столько	3	2
101	и отбор	2	2
102	лишь в	4	2
103	говорить о	3	2
104	в другом	2	2
105	того или	2	2
106	в чем	2	2
107	в которой	3	2
108	в области	2	2
109	в сознании	4	2
110	но в	4	2
