N	2gram	Tiupa_Hudo_1	Literetu
1	уединенного сознания	4	50
2	не только	12	24
3	при этом	12	19
4	в качестве	9	17
5	но и	5	17
6	а не	12	16
7	в том	12	16
8	в частности	5	15
9	том что	16	14
10	может быть	5	13
11	тогда как	7	13
12	и не	2	12
13	в этом	11	12
14	состоит в	2	11
15	прежде всего	11	11
16	в своем	4	11
17	своего рода	7	11
18	такого рода	3	10
19	то что	8	10
20	в русской	4	10
21	художественного письма	2	9
22	или иначе	2	9
23	так или	2	8
24	не в	7	8
25	в целом	2	8
26	и в	14	8
27	в тексте	3	8
28	только в	5	8
29	не менее	5	7
30	в его	8	7
31	как бы	7	7
32	уже не	7	7
33	отказ от	2	7
34	в себе	11	7
35	я и	2	7
36	в рамках	2	6
37	как и	9	6
38	связи с	4	6
39	себя в	4	6
40	того что	4	6
41	точки зрения	5	6
42	с его	5	5
43	казалось бы	7	5
44	с этой	2	5
45	что он	9	5
46	наш взгляд	2	5
47	же в	3	5
48	же время	8	5
49	в конечном	2	5
50	а также	3	5
51	для себя	3	5
52	русской литературе	3	5
53	как в	8	5
54	не может	7	5
55	то же	9	5
56	на наш	2	5
57	не столько	2	5
58	в то	8	5
59	конечном счете	2	4
60	столь же	4	4
61	это не	7	4
62	в конце	4	4
63	но не	3	4
64	еще не	7	4
65	еще в	3	4
66	все же	3	4
67	из них	4	4
68	в художественном	2	4
69	по преимуществу	3	4
70	в своей	10	4
71	со стороны	3	4
72	так и	13	4
73	никогда не	6	4
74	в связи	3	4
75	всего лишь	4	4
76	лишь в	3	4
77	друг друга	5	4
78	и его	5	4
79	как раз	4	4
80	в своих	3	4
81	в этой	8	4
82	не было	4	3
83	что в	6	3
84	художественности как	2	3
85	человеческого я	4	3
86	при всей	2	3
87	да и	2	3
88	одна из	2	3
89	в пределах	3	3
90	например в	2	3
91	в самом	4	3
92	несмотря на	4	3
93	у него	9	3
94	один из	4	3
95	жизни и	5	3
96	литературе в	2	3
97	в их	2	3
98	приводит к	3	3
99	по отношению	8	3
100	а в	7	3
101	и даже	3	3
102	той же	2	3
103	потому что	5	3
104	к себе	5	3
105	но в	5	3
106	по своей	4	3
107	его в	3	3
108	на этом	3	2
109	как все	2	2
110	отнюдь не	3	2
111	однако в	2	2
112	в равной	3	2
113	превращается в	3	2
114	та же	4	2
115	в себя	2	2
116	личность не	2	2
117	в мире	3	2
118	к тому	7	2
119	но одновременно	3	2
120	а только	4	2
121	тем не	4	2
122	по выражению	2	2
123	или иную	2	2
124	в другом	2	2
125	что я	2	2
126	его я	2	2
127	внутреннего я	2	2
128	для него	10	2
129	ту или	2	2
130	читателя в	6	2
131	своего времени	3	2
132	было бы	6	2
133	произведения с	2	2
134	несет в	3	2
135	друг для	3	2
136	для нее	2	2
137	даже в	3	2
138	в нем	3	2
139	отношению к	8	2
140	на том	2	2
141	в е	2	2
142	только на	2	2
143	то и	3	2
144	для своего	2	2
145	мышления и	2	2
146	жизни на	2	2
147	этом отношении	3	2
148	все эти	3	2
149	художественного целого	4	2
150	от себя	2	2
151	самом деле	5	2
152	что не	2	2
153	бы на	2	2
154	с точки	3	2
155	своей собственной	2	2
156	можно было	5	2
157	для друга	3	2
158	не случайно	7	2
159	между тем	8	2
160	тем что	3	2
161	и м	2	2
162	с позиции	2	2
163	как будто	4	2
164	как правило	6	2
165	о том	12	2
166	как он	2	2
167	нет ничего	2	2
168	с собачкой	8	2
169	дамы с	4	2
170	которая не	2	2
