N	2gram	Bakhtin_Pr_1	Vvedenie
1	и в	23	32
2	в том	11	31
3	в этом	25	30
4	может быть	21	26
5	том что	9	26
6	не только	13	22
7	для того	2	21
8	того чтобы	4	20
9	таким образом	11	19
10	то что	18	16
11	потому что	12	15
12	так как	7	15
13	не может	11	14
14	в самом	8	13
15	в нем	20	13
16	о том	2	13
17	со стороны	2	13
18	того что	2	12
19	в их	3	12
20	и не	34	12
21	как на	2	12
22	в его	24	12
23	только в	8	12
24	как мы	5	11
25	в данном	2	11
26	что в	8	10
27	но в	4	9
28	и как	8	9
29	в истории	2	9
30	между тем	5	9
31	этом смысле	9	9
32	по себе	7	9
33	то же	10	9
34	в той	6	9
35	с другой	2	8
36	это не	10	8
37	не в	6	8
38	именно в	6	8
39	прежде всего	7	7
40	вопрос о	4	7
41	точки зрения	21	7
42	но не	8	7
43	было бы	6	7
44	все же	5	7
45	самом деле	5	7
46	можно было	3	7
47	не могут	6	6
48	из этих	2	6
49	до сих	2	6
50	же время	7	6
51	один из	2	6
52	но и	11	6
53	все это	7	6
54	и даже	3	6
55	в то	10	6
56	его в	4	6
57	как он	2	6
58	вовсе не	8	6
59	как и	8	6
60	сих пор	2	6
61	хотя бы	2	6
62	и его	13	6
63	этот вопрос	2	6
64	тем что	3	6
65	и это	5	6
66	уже в	5	5
67	на этот	2	5
68	как бы	28	5
69	и тем	2	5
70	в целом	4	5
71	а как	6	5
72	данном случае	2	5
73	другой стороны	2	5
74	одним из	8	5
75	с их	5	5
76	в которых	2	5
77	сказать что	5	5
78	в них	3	5
79	как например	2	5
80	вместе с	2	5
81	а не	20	5
82	на вопрос	2	4
83	в каждом	8	4
84	всяком случае	3	4
85	в котором	2	4
86	по отношению	11	4
87	этом отношении	5	4
88	а в	7	4
89	в первом	2	4
90	по крайней	2	4
91	что он	10	4
92	еще не	5	4
93	крайней мере	2	4
94	отношению к	11	4
95	в своей	11	4
96	как раз	4	4
97	уже не	8	4
98	и для	3	4
99	той же	6	4
100	во всяком	4	4
101	само по	2	4
102	в себе	5	4
103	только с	2	4
104	он сам	3	3
105	и есть	5	3
106	в этих	2	3
107	в конце	5	3
108	а потому	2	3
109	бы и	4	3
110	можно сказать	2	3
111	что может	2	3
112	сливается с	2	3
113	да и	2	3
114	но все	4	3
115	в этой	4	3
116	до конца	5	3
117	при этом	3	3
118	от характера	3	3
119	к нему	3	3
120	и уже	3	3
121	из них	2	3
122	что она	2	3
123	в своем	8	3
124	все эти	8	3
125	и других	5	3
126	и вот	2	3
127	заключается в	2	3
128	так же	6	3
129	и на	10	3
130	в результате	4	3
131	говорить о	2	3
132	как целое	2	3
133	нисколько не	2	3
134	если бы	10	3
135	однако в	2	3
136	не как	12	3
137	к этому	2	3
138	и к	4	3
139	чем в	2	3
140	в одном	9	3
141	в сущности	5	3
142	однако не	2	3
143	что и	5	3
144	этой работы	2	3
145	как будто	3	3
146	или как	5	3
147	в области	3	3
148	должна быть	2	2
149	и другие	2	2
150	никогда не	5	2
151	тому что	2	2
152	в отношении	2	2
153	точно так	2	2
154	это в	2	2
155	и был	3	2
156	нового типа	2	2
157	из его	3	2
158	но это	5	2
159	и сам	2	2
160	несмотря на	6	2
161	какой бы	2	2
162	от того	2	2
163	в форме	6	2
164	которые были	3	2
165	не было	3	2
166	именно на	2	2
167	рядом с	13	2
168	не столько	3	2
169	и с	4	2
170	говорит он	8	2
171	он и	5	2
172	и здесь	3	2
173	конце концов	4	2
174	бы в	3	2
175	так и	10	2
176	не исчерпывается	2	2
177	романов достоевского	12	2
178	по этому	2	2
179	на котором	2	2
180	есть не	2	2
181	к отдельным	2	2
182	по существу	4	2
183	его к	4	2
184	время не	2	2
185	должна была	4	2
186	во всех	5	2
187	мы должны	2	2
188	жизни и	6	2
189	мы уже	2	2
190	себе и	3	2
191	этого слова	2	2
192	в этот	2	2
193	него в	2	2
194	мысли и	2	2
195	входит в	2	2
196	из которых	2	2
197	между ними	2	2
198	с точки	15	2
199	мы не	2	2
200	тому как	3	2
201	подобно тому	3	2
202	выражение в	4	2
203	если же	2	2
204	одна из	2	2
205	в каждой	2	2
206	ничего не	6	2
207	не могли	2	2
