N	2gram	Vygotskiy__1	Psycholo
1	то что	17	44
2	и в	23	33
3	в этом	17	28
4	как бы	11	25
5	и что	5	25
6	все время	6	24
7	потому что	6	24
8	для того	15	23
9	может быть	14	22
10	том что	21	22
11	того чтобы	17	22
12	что в	14	21
13	в том	24	21
14	о том	6	20
15	что он	7	20
16	и мы	3	15
17	только что	4	15
18	как это	2	14
19	что это	3	13
20	таким образом	26	13
21	и не	9	13
22	так же	16	13
23	сказать что	11	13
24	все это	6	13
25	к тому	4	12
26	в самом	7	12
27	и все	5	12
28	так как	7	12
29	было бы	4	12
30	если мы	2	12
31	самом деле	3	12
32	что все	4	11
33	он не	5	11
34	на то	5	10
35	говорит что	4	10
36	что она	4	10
37	не может	12	10
38	в его	14	10
39	если бы	5	10
40	в этой	7	9
41	и если	3	9
42	по себе	5	9
43	как раз	4	9
44	то же	8	9
45	в конце	2	8
46	для этого	5	8
47	в каком	3	8
48	вместе с	9	8
49	в своем	3	7
50	же точно	9	7
51	не только	16	7
52	когда он	2	7
53	показать что	2	7
54	перед нами	5	6
55	тому что	5	6
56	что они	3	6
57	все эти	4	6
58	и вот	2	6
59	точки зрения	26	6
60	что мы	5	6
61	же самое	3	6
62	как на	4	6
63	мы видим	4	6
64	мы должны	5	6
65	в сущности	6	6
66	а не	3	6
67	в себе	6	6
68	что эта	2	6
69	самого начала	8	5
70	никогда не	2	5
71	в какой	5	5
72	с самого	8	5
73	и как	5	5
74	в целом	20	5
75	целый ряд	4	5
76	мы не	7	5
77	что для	5	5
78	и на	8	5
79	вовсе не	3	5
80	что самое	2	5
81	как он	3	5
82	полагает что	3	5
83	мы можем	6	5
84	ясно что	2	5
85	с этим	6	5
86	как и	14	5
87	и его	6	5
88	все же	3	5
89	заключается в	8	5
90	и это	3	5
91	из этого	5	5
92	я не	3	4
93	в частности	2	4
94	что у	2	4
95	друг с	4	4
96	том чтобы	3	4
97	мы вправе	2	4
98	жизни и	2	4
99	а в	2	4
100	и других	3	4
101	того что	15	4
102	с этой	6	4
103	с тем	7	4
104	к этому	4	4
105	об этом	3	4
106	в своей	4	4
107	ее в	2	4
108	на него	2	4
109	в двух	2	4
110	как мы	5	4
111	с точки	18	4
112	той же	2	4
113	можно было	3	4
114	исследования и	6	4
115	этот вопрос	3	4
116	с другом	4	4
117	только в	6	4
118	слова и	5	4
119	в которой	3	4
120	в основу	2	3
121	же как	6	3
122	что если	2	3
123	с одной	8	3
124	что оно	3	3
125	больше того	2	3
126	в самых	3	3
127	что именно	3	3
128	что может	5	3
129	обратиться к	3	3
130	ни в	4	3
131	что его	2	3
132	шаг за	2	3
133	должно быть	2	3
134	на этом	2	3
135	одной стороны	9	3
136	вслед за	2	3
137	всяком случае	3	3
138	был бы	2	3
139	но и	14	3
140	и до	2	3
141	в своих	5	3
142	в которых	3	3
143	их в	4	3
144	с но	3	3
145	в то	7	3
146	в основе	8	3
147	всех этих	2	3
148	смысле этого	3	3
149	в одном	4	3
150	идет о	2	3
151	за шагом	2	3
152	говорить о	2	3
153	но не	4	3
154	указывает на	2	3
155	до сих	4	3
156	она не	3	3
157	речь идет	2	3
158	сих пор	4	3
159	так и	5	3
160	как в	4	3
161	во всей	4	3
162	слова как	2	3
163	к анализу	3	3
164	тем самым	5	3
165	из которых	3	3
166	из этой	2	3
167	что этот	2	3
168	во всяком	3	3
169	от этого	2	3
170	тем что	6	3
171	в виде	2	3
172	этого слова	4	3
173	на этот	3	3
174	мечты и	3	2
175	уже в	3	2
176	бы и	2	2
177	бы сказать	2	2
178	этой основной	4	2
179	и остается	3	2
180	столь же	6	2
181	с другой	10	2
182	в одной	3	2
183	и от	3	2
184	из этих	3	2
185	в приложении	2	2
186	на все	3	2
187	прежде всего	10	2
188	вопрос о	7	2
189	в такой	3	2
190	со всей	4	2
191	мы могли	7	2
192	исследований и	2	2
193	чем мы	2	2
194	но все	2	2
195	такой же	3	2
196	же время	2	2
197	с такой	2	2
198	при этом	4	2
199	вместо того	2	2
200	себе и	2	2
201	и той	2	2
202	эти три	2	2
203	приложении к	2	2
204	в котором	4	2
205	не является	9	2
206	один из	2	2
207	с той	2	2
208	в их	3	2
209	другой стороны	9	2
210	действия и	2	2
211	именно в	6	2
212	сущности говоря	2	2
213	и наконец	2	2
214	сам автор	2	2
215	не имеет	2	2
216	его не	3	2
217	время как	4	2
218	в результате	4	2
219	и с	9	2
220	одно из	2	2
221	во всем	3	2
222	могли бы	6	2
223	не в	4	2
224	и потому	2	2
225	на примере	2	2
226	на нее	2	2
227	но в	5	2
228	сам по	3	2
229	с его	4	2
230	он может	2	2
231	в них	2	2
232	лежит в	2	2
233	и к	4	2
234	и эти	2	2
235	в ее	2	2
236	по существу	4	2
237	представляет собой	11	2
238	тем и	3	2
239	можно сказать	5	2
240	ее на	4	2
241	во всех	3	2
242	иначе говоря	2	2
243	даже в	2	2
244	что эти	2	2
245	с таким	3	2
246	на две	3	2
247	и другим	2	2
248	как говорит	2	2
249	всей этой	2	2
250	в словах	2	2
251	нами в	2	2
252	а с	4	2
253	одной и	2	2
254	то время	5	2
255	стоит только	4	2
256	какой мере	2	2
257	хотя бы	4	2
258	с психологической	2	2
259	почти всегда	2	2
260	и то	3	2
261	между двумя	2	2
262	и ее	7	2
263	связи с	3	2
264	на ее	2	2
265	едва ли	2	2
266	ничего не	3	2
267	образом что	3	2
268	что говорит	2	2
