N	2gram	Voloshinov_1	Dialekti
1	не есть	3	40
2	и не	26	30
3	по себе	4	25
4	это –	4	24
5	и в	19	18
6	он –	3	18
7	ничего не	6	17
8	может быть	26	17
9	точки зрения	34	17
10	в нем	10	16
11	и есть	3	16
12	ни в	2	15
13	не имеет	3	15
14	а не	7	14
15	что в	4	13
16	то что	8	13
17	не только	8	13
18	и даже	2	13
19	если бы	2	12
20	было бы	4	12
21	с точки	20	12
22	в этом	16	12
23	не может	24	12
24	что он	2	11
25	как бы	15	11
26	все это	3	11
27	– не	6	11
28	в себе	2	11
29	так как	2	11
30	прежде всего	13	10
31	то же	7	10
32	что такое	2	10
33	сказать что	4	10
34	никогда не	2	9
35	отнюдь не	6	9
36	в том	6	9
37	внутреннего и	3	9
38	так и	11	9
39	том что	3	9
40	– это	8	9
41	ясно что	5	8
42	сама по	2	8
43	совершенно не	3	8
44	в каком	3	8
45	не существует	3	7
46	не просто	2	7
47	вовсе не	5	7
48	и как	3	7
49	то в	2	7
50	но и	8	7
51	что не	2	7
52	как она	2	7
53	и внешнего	4	6
54	с другой	5	6
55	можно сказать	3	6
56	хотя бы	5	6
57	она не	2	6
58	– все	3	6
59	не было	3	6
60	не в	5	6
61	в то	3	6
62	в чем	2	6
63	но в	7	6
64	в своем	2	5
65	– как	2	5
66	как же	4	5
67	в дальнейшем	3	5
68	и пр	12	5
69	ни о	2	5
70	но если	2	5
71	все же	8	5
72	в отношении	4	5
73	общего с	3	5
74	и он	2	5
75	а в	4	5
76	можно было	2	5
77	и с	2	5
78	мы должны	3	5
79	в виду	2	5
80	и более	2	4
81	– в	10	4
82	в конце	5	4
83	к тому	2	4
84	во всяком	5	4
85	это и	3	4
86	от него	2	4
87	же время	3	4
88	в котором	3	4
89	быть и	3	4
90	так же	7	4
91	другой стороны	6	4
92	как раз	2	4
93	как мы	13	4
94	образ и	2	4
95	мы можем	2	4
96	и вообще	2	4
97	ничего общего	5	4
98	о том	2	4
99	как он	2	4
100	нет еще	2	3
101	сознания и	3	3
102	тому что	2	3
103	точку зрения	2	3
104	этом смысле	2	3
105	должна быть	2	3
106	не является	4	3
107	или иной	3	3
108	что и	2	3
109	– и	4	3
110	действительности и	3	3
111	конечно не	5	3
112	отношении к	4	3
113	он не	3	3
114	в его	6	3
115	и потому	5	3
116	нем нет	2	3
117	жизни и	2	3
118	то как	2	3
119	что же	4	3
120	мысли и	4	3
121	только на	4	3
122	в самом	10	3
123	но все	3	3
124	на самом	3	3
125	самом деле	10	3
126	в науке	6	3
127	должно быть	2	3
128	конце концов	3	3
129	в данном	4	3
130	и та	2	3
131	в основе	2	3
132	в ней	4	3
133	могут быть	2	3
134	нуждается в	3	3
135	только в	9	3
136	и все	5	3
137	бы в	2	3
138	в сознании	2	3
139	от этого	2	3
140	ни к	2	2
141	не менее	4	2
142	того что	3	2
143	же как	2	2
144	бы и	2	2
145	по мере	2	2
146	именно в	5	2
147	или хотя	2	2
148	в частности	2	2
149	же –	2	2
150	не знает	2	2
151	в качестве	2	2
152	как в	4	2
153	с этой	2	2
154	не как	2	2
155	и от	3	2
156	точка зрения	7	2
157	из этих	2	2
158	с другими	3	2
159	в каждом	7	2
160	к этому	5	2
161	вопрос о	4	2
162	быть в	2	2
163	ни было	10	2
164	– то	3	2
165	как и	12	2
166	и при	3	2
167	является не	6	2
168	здесь в	3	2
169	для него	9	2
170	до сих	8	2
171	еще не	4	2
172	для того	4	2
173	зрения так	2	2
174	в корне	3	2
175	себе и	2	2
176	и следовательно	3	2
177	и является	2	2
178	всяком случае	2	2
179	мог бы	2	2
180	другими словами	2	2
181	из них	3	2
182	в своей	3	2
183	и их	2	2
184	сих пор	8	2
185	и эта	4	2
186	с этим	4	2
187	этом отношении	3	2
188	все эти	7	2
189	если мы	11	2
190	мы замечаем	2	2
191	и для	11	2
192	мысли в	2	2
193	то мы	2	2
194	же и	2	2
195	в другом	2	2
196	могла бы	2	2
197	и это	3	2
198	как с	2	2
199	нет ни	2	2
