N	3gram	Losev_Prob_5	Myshleni
1	с точки зрения	8	21
2	для того чтобы	2	18
3	в том что	8	13
4	в данном случае	2	5
5	с одной стороны	3	5
6	по отношению к	2	5
7	о том что	9	4
8	на то что	2	4
9	не может быть	2	4
10	вместе с тем	3	4
11	и то что	3	3
12	то и другое	2	3
13	тем не менее	5	3
14	можно сказать что	3	3
15	по этому поводу	2	3
16	до сих пор	2	3
17	в то время	3	2
18	том что он	2	2
19	точно так же	3	2
20	не чем иным	2	2
21	чем иным как	2	2
22	мы находим в	2	2
23	то время как	3	2
24	потому что он	2	2
