N	2gram	Vygotskiy__1	Freidism
1	таким образом	26	24
2	и не	9	23
3	не может	12	20
4	точки зрения	26	19
5	прежде всего	10	18
6	и пр	2	15
7	в этом	17	15
8	в его	14	15
9	с помощью	13	14
10	мы можем	6	13
11	может быть	14	13
12	и его	6	12
13	как и	14	11
14	как бы	11	11
15	то что	17	11
16	все эти	4	11
17	с точки	18	11
18	и потому	2	10
19	так и	5	10
20	как мы	5	10
21	самом деле	3	10
22	но в	5	10
23	с его	4	9
24	и в	23	9
25	во всех	3	9
26	по отношению	7	9
27	что он	7	8
28	отношению к	7	8
29	в своей	4	8
30	он не	5	8
31	не только	16	8
32	все это	6	8
33	то же	8	8
34	только в	6	8
35	и все	5	8
36	психической жизни	3	8
37	так как	7	8
38	ни в	4	7
39	во всяком	3	7
40	один из	2	7
41	мы видели	2	7
42	в самом	7	7
43	и наконец	2	7
44	сказать что	11	7
45	всяком случае	3	7
46	никогда не	2	6
47	точку зрения	2	6
48	вовсе не	3	6
49	и ее	7	6
50	для него	2	6
51	за пределы	2	6
52	того что	15	6
53	хотя бы	4	6
54	и с	9	6
55	и к	4	5
56	в свою	4	5
57	можно сказать	5	5
58	не в	4	5
59	в этой	7	5
60	в чем	4	5
61	для этого	5	5
62	в то	7	5
63	что в	14	5
64	но и	14	5
65	для того	15	5
66	а в	2	5
67	и на	8	5
68	могут быть	3	5
69	с этим	6	5
70	в каком	3	5
71	мы должны	5	5
72	но не	4	4
73	я не	3	4
74	в котором	4	4
75	сознания и	3	4
76	в этих	2	4
77	из этих	3	4
78	если мы	2	4
79	в собственном	5	4
80	с другими	2	4
81	к тому	4	4
82	об этом	3	4
83	всех этих	2	4
84	же время	2	4
85	на этом	2	4
86	нашего сознания	3	4
87	смысле слова	3	4
88	при этом	4	4
89	от того	6	4
90	как раз	4	4
91	в основе	8	4
92	в зависимости	2	4
93	все же	3	4
94	данном случае	2	4
95	на основании	5	4
96	нигде не	2	4
97	между ними	2	4
98	мы находим	3	4
99	уже не	2	4
100	того чтобы	17	4
101	с самого	8	4
102	в которой	3	4
103	той же	2	4
104	мы не	7	4
105	в данном	2	4
106	этот вопрос	3	4
107	потому что	6	4
108	говорить о	2	4
109	зависимости от	2	4
110	самого начала	8	3
111	главным образом	2	3
112	если бы	5	3
113	ребенка к	3	3
114	тому что	5	3
115	в них	2	3
116	от всех	3	3
117	и от	3	3
118	что все	4	3
119	в себе	6	3
120	и как	5	3
121	человека к	2	3
122	учение о	3	3
123	со всеми	2	3
124	она не	3	3
125	было бы	4	3
126	в общем	3	3
127	бы он	2	3
128	что может	5	3
129	и той	2	3
130	внутренняя речь	4	3
131	ее в	2	3
132	ребенка в	8	3
133	жизни и	2	3
134	когда он	2	3
135	на него	2	3
136	вместе с	9	3
137	собственном смысле	5	3
138	приводит к	4	3
139	и те	2	3
140	как в	4	3
141	мысли и	6	3
142	одной и	2	3
143	и вот	2	3
144	и что	5	3
145	свою очередь	3	3
146	на этот	3	3
147	между двумя	2	3
148	такой же	3	3
149	другому человеку	2	3
150	в детской	2	3
151	слова и	5	3
152	человека с	2	3
153	не является	9	3
154	человека и	3	3
155	в самых	3	2
156	этих двух	3	2
157	в отношении	10	2
158	уже в	3	2
159	современная психология	2	2
160	на всем	2	2
161	но все	2	2
162	что это	3	2
163	для всех	4	2
164	в нашем	2	2
165	что между	2	2
166	между собой	5	2
167	всей его	3	2
168	для себя	4	2
169	в какой	5	2
170	с другой	10	2
171	этих фактов	2	2
172	в конце	2	2
173	к этому	4	2
174	в такой	3	2
175	же самое	3	2
176	в ее	2	2
177	том что	21	2
178	высшей степени	4	2
179	чем он	2	2
180	в поведении	3	2
181	а не	3	2
182	в настоящей	4	2
183	не остается	3	2
184	связано с	2	2
185	что с	2	2
186	из важнейших	2	2
187	одной стороны	9	2
188	может сказать	2	2
189	в сновидении	2	2
190	внешнего мира	2	2
191	у ребенка	6	2
192	мы говорили	3	2
193	что мы	5	2
194	в процессе	8	2
195	в своем	3	2
196	себе и	2	2
197	и до	2	2
198	ответ на	3	2
199	на две	3	2
200	только для	3	2
201	и мысли	2	2
202	в развитии	12	2
203	сих пор	4	2
204	что она	4	2
205	в их	3	2
206	во всей	4	2
207	с мыслью	2	2
208	и таким	2	2
209	отношения к	3	2
210	что как	2	2
211	а с	4	2
212	которых мы	2	2
213	этом отношении	4	2
214	с одной	8	2
215	что оно	3	2
216	внутренней речи	9	2
217	сознания в	2	2
218	из того	5	2
219	заметить что	2	2
220	выводу что	4	2
221	речи мы	4	2
222	в высшей	4	2
223	и даже	2	2
224	к этим	2	2
225	так же	16	2
226	как на	4	2
227	на которой	2	2
228	мы видим	4	2
229	и то	3	2
230	их в	4	2
231	от этого	2	2
232	в психологии	10	2
233	потому и	2	2
234	нуждается в	2	2
235	в своих	5	2
236	из этой	2	2
237	и при	2	2
238	к его	2	2
239	в другом	7	2
240	речи и	28	2
241	благодаря тому	2	2
242	в первом	2	2
243	до сих	4	2
244	тех же	2	2
245	как это	2	2
246	в области	3	2
247	и поэтому	2	2
