N	2gram	Bakhtin_Pr_1	Formalny
1	и не	42	30
2	вовсе не	2	28
3	и в	38	27
4	может быть	26	25
5	не может	27	24
6	так и	5	21
7	и его	16	19
8	таким образом	10	18
9	в этом	15	18
10	а не	5	17
11	точки зрения	8	16
12	самом деле	6	16
13	и пр	2	15
14	в нем	15	15
15	то же	5	15
16	между ними	4	15
17	на самом	4	14
18	как и	7	14
19	с точки	6	14
20	не в	7	12
21	если бы	3	12
22	и от	3	11
23	в самом	7	11
24	художественное произведение	8	11
25	и т	14	11
26	место в	8	10
27	но и	9	10
28	не могут	2	10
29	лишь в	2	9
30	как его	3	9
31	не только	9	9
32	что в	7	8
33	ни в	11	8
34	при этом	5	8
35	в пределах	6	8
36	как бы	22	8
37	с помощью	7	8
38	отнюдь не	19	8
39	и все	3	8
40	то что	8	8
41	входит в	8	8
42	как мы	7	8
43	только в	13	8
44	не менее	4	7
45	в том	8	7
46	же время	3	7
47	все это	3	7
48	в искусстве	12	7
49	в то	4	7
50	его в	9	7
51	между тем	7	7
52	художественного произведения	11	7
53	совершенно не	7	7
54	в его	43	7
55	там где	6	7
56	с другой	7	6
57	все эти	5	6
58	в своих	2	6
59	но в	4	6
60	произведения как	8	6
61	произведения в	5	6
62	что он	2	6
63	более того	4	6
64	еще не	7	6
65	было бы	8	6
66	действительности и	3	6
67	все же	6	6
68	в своей	7	6
69	хотя бы	4	6
70	и для	11	6
71	в данном	4	6
72	и ее	2	6
73	произведение как	4	6
74	независимо от	13	5
75	никогда не	5	5
76	в каждом	2	5
77	войти в	2	5
78	ни было	3	5
79	в дальнейшем	3	5
80	того чтобы	2	5
81	не является	3	5
82	другой стороны	4	5
83	материала в	10	5
84	в ней	4	5
85	в истории	2	5
86	в художественном	20	5
87	большинстве случаев	5	5
88	в единстве	12	5
89	но не	12	5
90	и потому	4	5
91	лишь для	2	5
92	т п	13	5
93	тем что	2	5
94	связи с	2	5
95	то ни	3	4
96	материал в	4	4
97	прежде всего	13	4
98	да и	3	4
99	и как	8	4
100	можно говорить	2	4
101	в большинстве	5	4
102	для того	2	4
103	бы то	3	4
104	в целом	3	4
105	данном случае	4	4
106	в связи	2	4
107	содержания и	6	4
108	они не	3	4
109	и те	2	4
110	от всех	4	4
111	произведения но	2	4
112	о том	4	4
113	как это	2	4
114	мы можем	6	4
115	следует что	2	4
116	данного материала	3	4
117	не есть	6	4
118	в ее	4	4
119	в романе	4	4
120	том что	3	4
121	она не	2	4
122	в корне	2	4
123	конечно не	5	4
124	на ее	3	4
125	как в	4	4
126	менее всего	3	4
127	в слове	3	4
128	могут быть	5	4
129	слова и	3	4
130	произведение в	6	4
131	творчества и	5	3
132	искусства в	2	3
133	что это	2	3
134	в этих	2	3
135	материала и	2	3
136	в какой	2	3
137	столь же	2	3
138	это не	5	3
139	формы и	5	3
140	вследствие этого	3	3
141	можно сказать	2	3
142	как таковой	2	3
143	лишь как	4	3
144	должна быть	4	3
145	того что	2	3
146	вне искусства	6	3
147	имеет место	5	3
148	дело идет	2	3
149	в него	2	3
150	в виду	4	3
151	и тем	3	3
152	не нуждается	2	3
153	к материалу	11	3
154	по отношению	21	3
155	этом отношении	2	3
156	и что	2	3
157	произведения и	2	3
158	действительности в	2	3
159	и на	3	3
160	не следует	2	3
161	сказать что	4	3
162	и с	17	3
163	в основе	5	3
164	нуждается в	2	3
165	к его	2	3
166	и более	2	3
167	в них	5	3
168	раз и	2	3
169	на фоне	3	3
170	ясно что	3	3
171	художественном произведении	5	3
172	у нас	2	3
173	же самое	2	3
174	во всех	11	3
175	нет и	3	3
176	оно не	3	3
177	отношению к	19	3
178	дело с	6	3
179	в произведении	4	3
180	может и	4	3
181	и эта	2	3
182	не на	5	3
183	в себе	4	3
184	может стать	3	3
185	в поэзии	9	3
186	души и	2	3
187	или иное	2	2
188	вообще не	7	2
189	и мир	2	2
190	была бы	2	2
191	содержание и	2	2
192	или иной	2	2
193	но это	3	2
194	на этом	2	2
195	художественного творчества	12	2
196	смысле слова	2	2
197	не можем	2	2
198	в каких	2	2
199	нем и	2	2
200	совпадает с	2	2
201	известной степени	4	2
202	материал как	2	2
203	в котором	2	2
204	связи и	3	2
205	и др	8	2
206	он может	2	2
207	отличается от	2	2
208	в своем	5	2
209	и только	4	2
210	и содержание	3	2
211	отношения к	6	2
212	человека как	2	2
213	можно только	6	2
214	в самой	2	2
215	оценок и	2	2
216	и даже	3	2
217	области познания	2	2
218	а иногда	2	2
219	материал и	2	2
220	может иметь	5	2
221	в высшей	5	2
222	целого произведения	2	2
223	в россии	2	2
224	слово в	2	2
225	к которому	4	2
226	том как	2	2
227	иным путем	2	2
228	художественного восприятия	2	2
229	с его	2	2
230	этом смысле	3	2
231	перестает быть	4	2
232	и художественное	2	2
233	поэтому в	2	2
234	и во	2	2
235	предмета и	2	2
236	и иной	3	2
237	произведении как	3	2
238	к этому	2	2
239	языка как	2	2
240	единство не	2	2
241	все стороны	2	2
242	говорить о	3	2
243	а к	2	2
244	одна из	2	2
245	от него	3	2
246	мы увидим	3	2
247	мы должны	2	2
248	одной из	3	2
249	за пределы	12	2
250	ни с	2	2
251	зрения самого	2	2
252	на почве	3	2
253	должен быть	2	2
254	что и	2	2
255	тем не	3	2
256	и именно	2	2
257	акта и	3	2
258	в отличие	5	2
259	бы не	2	2
260	всех сторон	2	2
261	и содержания	3	2
262	человека в	2	2
263	входя в	2	2
264	или точнее	2	2
265	то или	2	2
266	и понять	2	2
267	в таком	3	2
268	быть только	5	2
269	высшей степени	5	2
270	художественного завершения	2	2
271	познания и	30	2
272	связаны с	2	2
273	и это	3	2
274	дело в	2	2
275	без всякой	2	2
276	в единство	2	2
277	здесь не	4	2
278	отличие от	5	2
279	в области	11	2
280	ничего не	6	2
