N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	56
2	то есть	26	24
3	в романе	21	21
4	в его	13	18
5	таким образом	9	17
6	все эти	9	15
7	в этом	12	14
8	в том	3	13
9	так и	11	13
10	у рабле	3	13
11	и его	14	12
12	в то	14	12
13	в этих	2	11
14	до конца	12	11
15	как бы	12	11
16	в них	6	11
17	то же	14	11
18	же время	12	10
19	еще не	4	10
20	мы уже	2	10
21	только в	6	9
22	в самом	5	9
23	но и	16	9
24	и не	16	9
25	том что	2	8
26	по своему	2	8
27	в сущности	13	8
28	не только	16	8
29	и др	14	8
30	в нем	30	8
31	во всех	17	8
32	сих пор	2	8
33	все это	5	8
34	и даже	6	8
35	до сих	2	8
36	и с	4	8
37	в частности	2	7
38	у него	3	7
39	в большинстве	10	7
40	как мы	8	7
41	и на	14	7
42	все они	7	6
43	прежде всего	8	6
44	вовсе не	7	6
45	в ее	2	6
46	мы видим	2	6
47	языка и	12	6
48	в той	10	6
49	эпохи и	2	6
50	той же	2	6
51	потому что	2	6
52	на его	8	6
53	точки зрения	16	6
54	связи с	2	6
55	и все	4	6
56	большинстве случаев	6	6
57	но в	8	6
58	но не	2	5
59	с его	4	5
60	никогда не	3	5
61	в отношении	6	5
62	в пределах	14	5
63	в условиях	2	5
64	с ее	4	5
65	как и	4	5
66	одним из	4	5
67	он не	3	5
68	один из	4	5
69	в процессе	4	5
70	не было	3	5
71	роль в	2	5
72	в результате	3	5
73	так сказать	5	5
74	что все	2	4
75	в духе	2	4
76	и ее	3	4
77	в себе	3	4
78	они были	2	4
79	в качестве	3	4
80	например в	2	4
81	и к	5	4
82	конечно не	3	4
83	за пределы	4	4
84	наконец в	2	4
85	в ней	4	4
86	и потому	4	4
87	даже в	2	4
88	литературного языка	20	4
89	с одной	4	4
90	при этом	6	4
91	и других	3	4
92	форм и	3	4
93	язык в	4	4
94	к языку	3	4
95	в основе	5	4
96	ту же	4	4
97	о том	3	4
98	в особенности	8	4
99	так как	3	4
100	одна из	2	4
101	в которой	4	4
102	но по	2	4
103	перед нами	4	3
104	со всею	2	3
105	всех этих	4	3
106	в своем	3	3
107	национального языка	5	3
108	или меньшей	4	3
109	и здесь	3	3
110	так что	2	3
111	слов и	2	3
112	более того	3	3
113	большей или	4	3
114	в большей	3	3
115	здесь в	4	3
116	кроме того	4	3
117	не были	3	3
118	языков и	9	3
119	может быть	14	3
120	меньшей степени	4	3
121	и о	2	3
122	одной из	3	3
123	а также	2	3
124	был бы	2	3
125	связь с	2	3
126	в их	4	3
127	не на	5	3
128	там где	4	3
129	уже не	2	3
130	и наконец	4	3
131	не в	7	3
132	и почти	3	3
133	рядом с	4	3
134	конечно и	2	3
135	сказать что	2	3
136	между тем	2	3
137	но он	2	3
138	в другом	2	3
139	слова и	13	3
140	все его	4	3
141	в известном	2	2
142	основе их	2	2
143	свой язык	3	2
144	особенности на	2	2
145	в виде	2	2
146	друг другу	2	2
147	характерно что	2	2
148	с другой	5	2
149	это не	6	2
150	не как	4	2
151	и во	3	2
152	в других	3	2
153	в одном	2	2
154	языка а	3	2
155	на самом	2	2
156	к этому	2	2
157	для понимания	2	2
158	бы и	3	2
159	можно сказать	2	2
160	интерес к	2	2
161	и эти	2	2
162	точек зрения	5	2
163	ни было	2	2
164	мы найдем	3	2
165	узком смысле	10	2
166	пародии на	2	2
167	в узком	10	2
168	а на	2	2
169	то время	2	2
170	для него	3	2
171	одной стороны	4	2
172	было бы	3	2
173	и сам	3	2
174	из них	3	2
175	нем и	3	2
176	ни о	2	2
177	а в	6	2
178	и эта	2	2
179	по преимуществу	4	2
180	хотя и	2	2
181	между ними	2	2
182	в котором	2	2
183	этот язык	2	2
184	точка зрения	8	2
185	все же	7	2
186	в своей	7	2
187	языке и	2	2
188	его как	2	2
189	дело не	2	2
190	данном случае	3	2
191	романа в	3	2
192	или менее	3	2
193	только на	2	2
194	другой стороны	4	2
195	так же	2	2
196	как раз	2	2
197	не может	14	2
198	как к	2	2
199	язык и	10	2
200	образом в	3	2
201	единственного языка	4	2
202	а не	15	2
203	для того	2	2
204	к нему	5	2
205	и для	4	2
206	с точки	8	2
207	его в	3	2
208	и те	2	2
209	в слове	7	2
210	мы не	2	2
211	в данном	3	2
212	и то	2	2
213	с этой	3	2
214	также и	3	2
215	на мир	4	2
216	языка в	16	2
217	той или	9	2
218	что они	2	2
219	далеко не	5	2
220	зрения на	7	2
221	с ним	7	2
222	более или	3	2
223	в эту	2	2
224	языков в	7	2
225	и стиль	2	2
