N	2gram	Bakhtin_Pr_1	Hudozhes
1	в мире	7	23
2	то есть	24	18
3	и не	34	16
4	в том	11	15
5	и в	23	15
6	не только	13	15
7	может быть	21	13
8	при этом	3	12
9	а в	7	12
10	и его	13	12
11	но не	8	11
12	в этом	25	11
13	в себе	5	11
14	как бы	28	10
15	отношению к	11	10
16	но и	11	10
17	так и	10	10
18	по отношению	11	10
19	то же	10	10
20	а не	20	10
21	в его	24	9
22	точки зрения	21	9
23	в рамках	2	8
24	себя в	3	8
25	с другой	2	7
26	в отличие	2	7
27	в искусстве	2	7
28	в то	10	7
29	отличие от	2	7
30	но в	4	7
31	в основе	5	6
32	с его	6	6
33	что в	8	6
34	том что	9	6
35	не в	6	6
36	же время	7	6
37	приводит к	3	6
38	не может	11	6
39	художественного творчества	2	5
40	можно сказать	2	5
41	ни в	3	5
42	только в	8	5
43	в самом	8	5
44	того что	2	5
45	в нем	20	5
46	с ее	2	5
47	то что	18	5
48	и одновременно	3	5
49	между ними	2	5
50	и т.п	3	5
51	другой стороны	2	5
52	в их	3	5
53	уже не	8	5
54	героя и	5	5
55	в этих	2	4
56	не столько	3	4
57	личности в	4	4
58	прежде всего	7	4
59	и как	8	4
60	для него	15	4
61	еще не	5	4
62	например в	3	4
63	он не	4	4
64	порядка в	2	4
65	и тем	2	4
66	в своей	11	4
67	со стороны	2	4
68	в форме	6	4
69	во времени	3	4
70	входит в	2	4
71	отношения к	2	4
72	сознания в	2	4
73	сказать что	5	4
74	между тем	5	4
75	говорить о	2	4
76	если бы	10	3
77	однако в	2	3
78	в отношении	2	3
79	в противоположность	3	3
80	это не	10	3
81	этом смысле	9	3
82	была бы	2	3
83	что он	10	3
84	и к	4	3
85	в пределах	9	3
86	как раз	4	3
87	человеческой жизни	2	3
88	авторской позиции	3	3
89	к нему	3	3
90	в целом	4	3
91	не на	3	3
92	таким образом	11	3
93	как и	8	3
94	в той	6	3
95	лишь в	3	3
96	внешнего мира	3	3
97	с точки	15	3
98	во всей	2	3
99	и для	3	3
100	их в	2	3
101	потому что	12	3
102	автора и	5	3
103	но он	2	3
104	в данном	2	3
105	его в	4	3
106	в художественном	2	3
107	в которой	4	3
108	в области	3	3
109	я не	3	2
110	себя и	2	2
111	тому что	2	2
112	в своем	8	2
113	в них	3	2
114	или даже	2	2
115	не как	12	2
116	в пространстве	3	2
117	в одном	9	2
118	вовсе не	8	2
119	по себе	7	2
120	для понимания	3	2
121	в литературе	3	2
122	роль в	2	2
123	что может	2	2
124	идет о	3	2
125	есть в	3	2
126	одна из	2	2
127	с их	5	2
128	и сам	2	2
129	несмотря на	6	2
130	мира в	6	2
131	за пределы	6	2
132	во всех	5	2
133	и о	3	2
134	совпадает с	2	2
135	и потому	3	2
136	для автора	3	2
137	даже в	2	2
138	для себя	2	2
139	оно не	2	2
140	художественного мира	5	2
141	по преимуществу	3	2
142	как в	6	2
143	одного сознания	4	2
144	в романе	11	2
145	и притом	2	2
146	именно в	6	2
147	все эти	8	2
148	это и	9	2
149	в себя	3	2
150	того чтобы	4	2
151	для того	2	2
152	из которых	2	2
153	и по	2	2
154	к другому	2	2
155	так же	6	2
156	с ним	6	2
157	в художественной	2	2
158	с другими	7	2
159	и на	10	2
160	у него	6	2
161	самим собою	2	2
162	о себе	9	2
163	но как	3	2
164	в этой	4	2
165	отношении к	2	2
166	о том	2	2
167	и это	5	2
168	всей его	2	2
169	автора как	3	2
170	мира и	7	2
