N	2gram	Medvedev_V_1	Istorich
1	и в	26	24
2	что он	4	21
3	не только	25	21
4	и т	23	17
5	т е	18	16
6	т д	14	16
7	может быть	22	14
8	не может	17	14
9	что в	10	13
10	мы имеем	3	12
11	в этом	26	12
12	но и	10	11
13	это не	7	10
14	у него	6	10
15	том что	8	10
16	а в	3	10
17	с другой	11	9
18	не в	6	9
19	все же	5	9
20	о том	10	9
21	еще не	2	8
22	что и	3	8
23	все это	10	8
24	другой стороны	8	8
25	то же	10	8
26	а не	7	8
27	или в	3	8
28	один из	5	7
29	в том	15	7
30	мы видели	3	7
31	одна из	4	7
32	во всех	6	7
33	то что	6	7
34	вместе с	7	7
35	таким образом	31	7
36	всех этих	2	6
37	об этом	9	6
38	как и	7	6
39	так же	3	6
40	но не	2	6
41	в нем	6	6
42	показывают что	3	6
43	он не	2	6
44	того что	3	6
45	во время	3	6
46	только в	7	6
47	как он	2	6
48	не менее	2	5
49	одной стороны	2	5
50	то это	2	5
51	так и	5	5
52	с одной	2	5
53	что она	2	5
54	в чем	2	5
55	но в	2	5
56	на вопрос	2	4
57	никогда не	4	4
58	что у	2	4
59	вовсе не	3	4
60	он может	2	4
61	по существу	3	4
62	со своим	2	4
63	же как	2	4
64	как бы	5	4
65	в их	5	4
66	и не	19	4
67	точки зрения	3	4
68	с его	3	3
69	не столько	2	3
70	в качестве	11	3
71	в них	4	3
72	тогда когда	2	3
73	в образе	2	3
74	в различных	2	3
75	что они	3	3
76	после этого	2	3
77	например в	3	3
78	между прочим	2	3
79	том чтобы	2	3
80	не вполне	2	3
81	следующим образом	3	3
82	себе и	2	3
83	его в	3	3
84	при помощи	3	3
85	когда он	3	3
86	ее в	4	3
87	этой точки	2	3
88	видеть в	2	3
89	должны быть	2	3
90	и наконец	2	3
91	показывает как	2	3
92	и даже	2	3
93	и он	2	3
94	и по	3	3
95	и его	6	3
96	хотя и	2	3
97	знаем что	2	3
98	из этих	7	3
99	связи с	4	3
100	что мы	2	3
101	в конце	3	3
102	перед нами	4	2
103	по этому	9	2
104	тому что	6	2
105	и от	3	2
106	к этому	9	2
107	прежде всего	13	2
108	не могут	7	2
109	стороны и	2	2
110	и ее	4	2
111	этом же	2	2
112	в целях	2	2
113	в то	6	2
114	мы знаем	3	2
115	в ее	4	2
116	что его	2	2
117	говорит о	7	2
118	это видно	2	2
119	можно указать	2	2
120	в силу	11	2
121	только о	2	2
122	что при	2	2
123	так например	2	2
124	в форме	3	2
125	она не	3	2
126	было бы	7	2
127	в самом	4	2
128	он говорит	5	2
129	но для	2	2
130	в основном	5	2
131	в котором	3	2
132	если в	2	2
133	и др	9	2
134	этом и	2	2
135	ее как	2	2
136	во сне	21	2
137	отличается от	2	2
138	вплоть до	2	2
139	не по	2	2
140	в связи	3	2
141	у некоторых	2	2
142	в особенности	2	2
143	они должны	2	2
144	три года	2	2
145	что не	3	2
146	и у	2	2
147	что такое	2	2
148	по его	2	2
149	в которой	2	2
150	как это	12	2
151	его не	3	2
152	всех других	3	2
153	сказать что	5	2
154	из них	9	2
155	с этим	3	2
156	они не	2	2
157	этот вопрос	3	2
158	все эти	6	2
159	все его	2	2
160	е в	2	2
