N	2gram	Losev_Prob_5	Problemy
1	и в	30	35
2	как бы	6	31
3	и не	12	27
4	что он	7	24
5	в его	12	21
6	но в	9	19
7	не может	5	18
8	как и	7	18
9	о себе	2	17
10	в нем	6	16
11	то есть	21	16
12	то же	2	15
13	и все	9	15
14	но и	13	14
15	может быть	7	14
16	и его	6	14
17	в этом	17	14
18	человека из	4	13
19	к нему	3	13
20	он не	3	13
21	прежде всего	6	12
22	и с	5	12
23	и к	4	12
24	в другом	3	12
25	в то	4	11
26	не в	7	10
27	самом деле	2	10
28	не только	18	10
29	то что	18	10
30	в отношении	3	9
31	я не	2	8
32	так и	7	8
33	потому что	13	8
34	все же	9	8
35	как мы	2	8
36	и для	6	8
37	и сам	4	7
38	себя самого	2	7
39	так же	5	7
40	а в	6	7
41	точки зрения	10	7
42	с ним	3	7
43	вовсе не	8	7
44	еще не	3	7
45	для себя	5	7
46	отношению к	2	7
47	в виде	10	7
48	таким образом	13	7
49	он сам	3	6
50	что в	5	6
51	к тому	2	6
52	что они	3	6
53	и что	6	6
54	отношение к	2	6
55	в самом	5	6
56	что у	5	6
57	и на	6	6
58	в одном	3	6
59	но не	7	6
60	по отношению	2	6
61	только в	9	6
62	в конце	8	5
63	в том	12	5
64	да и	2	5
65	так что	11	5
66	в глаза	2	5
67	и даже	14	5
68	я вас	2	5
69	он и	5	5
70	на него	2	5
71	как в	2	5
72	и то	5	5
73	в себе	4	5
74	все время	3	4
75	никогда не	7	4
76	с другой	6	4
77	но все	4	4
78	его за	2	4
79	на его	2	4
80	всяком случае	2	4
81	он хочет	2	4
82	между тем	2	4
83	но он	5	4
84	его в	6	4
85	так как	6	4
86	человек и	2	4
87	у него	11	4
88	как раз	5	4
89	в них	2	4
90	по себе	2	4
91	тот же	3	4
92	и делает	2	4
93	еще в	5	4
94	в своей	22	4
95	а не	5	4
96	что не	2	4
97	и у	5	4
98	и без	2	4
99	во всяком	2	4
100	тем что	2	4
101	он в	3	4
102	как будто	3	4
103	в чем	2	4
104	же не	4	4
105	уже в	2	3
106	то ни	2	3
107	знает что	3	3
108	совсем не	3	3
109	в виду	3	3
110	бы то	2	3
111	из них	2	3
112	другой стороны	6	3
113	в одной	2	3
114	все эти	2	3
115	но только	3	3
116	не мог	4	3
117	того что	3	3
118	это не	2	3
119	сказать что	9	3
120	даже и	4	3
121	в начале	3	3
122	в котором	2	3
123	с тем	5	3
124	раз и	2	3
125	этом смысле	3	3
126	в ее	3	3
127	том что	17	3
128	было бы	4	3
129	со всеми	2	3
130	конце концов	6	3
131	что и	6	3
132	когда он	2	3
133	а с	4	3
134	как символ	9	3
135	уже не	6	3
136	ничего не	2	3
137	не менее	5	2
138	это уже	2	2
139	другого как	2	2
140	с этой	2	2
141	он все	2	2
142	ни в	4	2
143	без всякого	2	2
144	что его	3	2
145	в дальнейшем	7	2
146	такого же	3	2
147	при этом	4	2
148	хотя и	8	2
149	время как	3	2
150	в своем	11	2
151	не просто	5	2
152	и тут	2	2
153	есть только	3	2
154	но для	2	2
155	в ней	3	2
156	по своей	2	2
157	о том	12	2
158	уже и	2	2
159	однако в	3	2
160	будто бы	5	2
161	раз в	2	2
162	здесь в	2	2
163	бы с	2	2
164	конечно не	2	2
165	но уже	2	2
166	вместе с	7	2
167	говорит о	7	2
168	бы не	3	2
169	жизнь и	3	2
170	iv в	4	2
171	и он	4	2
172	и как	6	2
173	хотя бы	2	2
174	с точки	8	2
175	в которой	5	2
176	или в	4	2
177	можно было	2	2
178	мы можем	5	2
179	всей своей	2	2
180	и вообще	9	2
181	из этого	4	2
182	еще до	2	2
