N	3gram	Vygotskiy__4	Myshleni
1	в том что	12	21
2	с точки зрения	4	18
3	для того чтобы	19	10
4	с одной стороны	3	7
5	заключается в том	3	7
6	на то что	6	6
7	во всяком случае	3	6
8	можно было бы	4	5
9	в самом деле	7	4
10	о том что	10	4
11	в том чтобы	3	4
12	смысле этого слова	3	3
13	с таким образом	2	3
14	если бы мы	2	2
15	же самое что	2	2
16	то что он	3	2
17	потому что он	2	2
18	то же самое	6	2
19	как раз в	4	2
20	что он не	4	2
21	к тому чтобы	3	2
22	сама по себе	3	2
23	и в самом	2	2
24	на самом деле	5	2
25	речь идет о	2	2
26	друг с другом	4	2
