N	2gram	Bakhtin_Fr_1	Komedia
1	и в	65	22
2	и не	22	21
3	том что	6	13
4	в том	16	12
5	так как	6	11
6	потому что	5	10
7	до сих	4	9
8	в самом	4	9
9	сих пор	4	9
10	в своем	8	8
11	что он	3	8
12	в его	9	8
13	в этом	15	8
14	о том	2	8
15	его в	7	8
16	при этом	6	7
17	во время	4	6
18	еще не	6	6
19	к тому	2	6
20	может быть	6	6
21	как раз	3	6
22	самом деле	3	6
23	и его	10	6
24	связи с	4	5
25	что в	3	5
26	прежде всего	11	5
27	хотя и	2	5
28	не только	10	5
29	в своей	5	5
30	отношение к	4	5
31	из них	4	5
32	все это	9	5
33	он не	2	5
34	к нему	3	5
35	к себе	2	5
36	с ним	3	5
37	но в	14	5
38	но все	3	4
39	с другой	3	4
40	вовсе не	18	4
41	нет и	2	4
42	и здесь	3	4
43	он был	2	4
44	все же	6	4
45	не в	4	4
46	до конца	2	4
47	несмотря на	2	4
48	в ней	6	4
49	то что	3	4
50	но и	10	4
51	на него	2	4
52	в отношении	6	4
53	до нас	3	4
54	и для	2	4
55	друг друга	3	4
56	точки зрения	7	4
57	в себе	3	4
58	так и	10	4
59	не является	3	4
60	и с	3	4
61	с его	5	3
62	в частности	5	3
63	никогда не	6	3
64	в них	5	3
65	на них	2	3
66	в нем	13	3
67	далеко не	3	3
68	и к	4	3
69	и еще	4	3
70	в ее	3	3
71	как и	5	3
72	в этой	4	3
73	по своему	8	3
74	одной стороны	2	3
75	на этот	2	3
76	как бы	22	3
77	в целом	2	3
78	приводит к	2	3
79	не может	3	3
80	с одной	2	3
81	что не	2	3
82	с точки	3	3
83	и даже	8	3
84	в других	3	3
85	их в	2	3
86	он так	2	3
87	не знает	6	3
88	и этим	2	3
89	ничего не	3	3
90	в основе	8	2
91	он понимает	2	2
92	и без	2	2
93	как в	5	2
94	это не	3	2
95	и особенно	2	2
96	нового времени	13	2
97	и все	5	2
98	в одном	5	2
99	но при	2	2
100	это в	4	2
101	не могут	3	2
102	его от	2	2
103	а затем	2	2
104	отличие от	5	2
105	из всех	2	2
106	он называет	2	2
107	совершенно не	4	2
108	на его	2	2
109	в сущности	16	2
110	за пределы	8	2
111	при всей	2	2
112	одним из	2	2
113	от того	2	2
114	в свое	2	2
115	и он	2	2
116	между ними	4	2
117	во всех	9	2
118	наряду с	2	2
119	в их	4	2
120	как мы	6	2
121	она была	3	2
122	в изображении	2	2
123	в известной	3	2
124	отношения к	2	2
125	этом отношении	3	2
126	в эпоху	9	2
127	роль в	2	2
128	в таком	2	2
129	в своих	5	2
130	и на	11	2
131	здесь и	4	2
132	между тем	5	2
133	и во	3	2
134	он и	3	2
135	что мы	2	2
136	его на	2	2
137	и это	2	2
138	нет ничего	3	2
139	в области	7	2
140	дошедших до	2	2
141	в виду	3	2
