N	2gram	Berdyaev_M_2	Istorich
1	и в	46	24
2	что он	7	21
3	не только	18	21
4	т е	4	16
5	может быть	21	14
6	не может	15	14
7	в этих	2	13
8	что в	4	13
9	как в	7	12
10	в этом	20	12
11	и здесь	6	12
12	но и	15	11
13	это не	5	10
14	у него	22	10
15	том что	4	10
16	а в	2	10
17	и что	2	10
18	мы видим	2	10
19	не в	9	9
20	о том	3	9
21	потому что	12	9
22	что и	4	8
23	то же	5	8
24	а не	13	8
25	так как	8	8
26	с собой	2	7
27	один из	5	7
28	в том	3	7
29	во всех	2	7
30	то что	5	7
31	вместе с	2	7
32	к нему	2	7
33	тем что	3	6
34	как и	13	6
35	так же	6	6
36	мы увидим	2	6
37	в нем	22	6
38	он не	10	6
39	и все	5	6
40	того что	6	6
41	только в	3	6
42	как он	3	6
43	что это	6	6
44	тот кто	5	5
45	отношение к	8	5
46	так и	4	5
47	что она	5	5
48	в чем	3	5
49	с ним	3	5
50	ничего не	2	5
51	в русской	6	5
52	но в	10	5
53	никогда не	18	4
54	что у	4	4
55	не всегда	2	4
56	есть и	3	4
57	после того	2	4
58	со своим	2	4
59	же как	3	4
60	как бы	8	4
61	и не	18	4
62	не имеет	4	4
63	точки зрения	2	4
64	уже в	2	3
65	с его	4	3
66	в них	3	3
67	превращается в	2	3
68	тогда когда	2	3
69	в образе	3	3
70	если он	2	3
71	вопрос о	6	3
72	так что	2	3
73	что они	3	3
74	него и	2	3
75	и если	2	3
76	царства в	2	3
77	себе и	2	3
78	его в	3	3
79	связано с	3	3
80	сих пор	3	3
81	ее в	2	3
82	что за	2	3
83	и она	3	3
84	должны быть	4	3
85	и он	11	3
86	и его	5	3
87	приходит к	2	3
88	но это	8	3
89	не случайно	2	3
90	хотя и	2	3
91	к себе	2	3
92	связи с	2	3
93	в конце	5	3
94	и этим	2	3
95	того как	3	3
96	на земле	8	2
97	сам он	2	2
98	не будет	3	2
99	и там	6	2
100	способность к	2	2
101	тому что	4	2
102	думать что	4	2
103	не стоит	3	2
104	та же	10	2
105	и от	3	2
106	же что	2	2
107	не знал	3	2
108	прежде всего	12	2
109	к которой	3	2
110	это означает	2	2
111	ни в	3	2
112	нас не	2	2
113	и нет	3	2
114	есть еще	2	2
115	она не	8	2
116	тот же	2	2
117	и тот	2	2
118	в действительности	2	2
119	не от	2	2
120	на его	2	2
121	в самом	5	2
122	не имеют	2	2
123	и эта	2	2
124	но для	2	2
125	к ней	2	2
126	он также	2	2
127	уже не	4	2
128	в царстве	4	2
129	стоит в	2	2
130	но эта	2	2
131	что не	2	2
132	не так	3	2
133	в которой	2	2
134	друг друга	12	2
135	его не	2	2
136	увидим что	2	2
137	сказать что	3	2
138	в основе	2	2
139	он в	3	2
140	но он	11	2
141	и на	3	2
142	они не	4	2
143	во всем	5	2
144	доходит до	6	2
145	его на	4	2
146	и это	5	2
147	е в	2	2
148	до сих	3	2
