N	2gram	Ircho_Kome_1	Myshleni
1	точки зрения	4	26
2	таким образом	8	26
3	в том	11	24
4	и в	22	23
5	том что	12	21
6	в целом	3	20
7	то что	2	17
8	в этом	3	17
9	так же	3	16
10	не только	10	16
11	что в	6	14
12	может быть	9	14
13	но и	11	14
14	как и	9	14
15	в его	5	14
16	не может	2	12
17	об отношении	2	12
18	с другой	5	10
19	прежде всего	5	10
20	в отношении	6	10
21	в качестве	4	9
22	одной стороны	3	9
23	другой стороны	5	9
24	и не	8	9
25	между тем	5	9
26	и с	3	9
27	вместе с	2	9
28	с одной	3	8
29	и на	3	8
30	то же	6	8
31	вопрос о	3	7
32	в этой	7	7
33	в самом	2	7
34	по отношению	3	7
35	в то	10	7
36	так как	4	7
37	что он	6	7
38	отношению к	3	7
39	мы не	3	7
40	и ее	3	7
41	в другом	4	7
42	независимо от	2	6
43	столь же	2	6
44	же как	3	6
45	и тем	2	6
46	все это	5	6
47	именно в	4	6
48	потому что	5	6
49	в силу	2	6
50	о том	8	6
51	в сущности	2	6
52	и его	8	6
53	мы можем	4	6
54	тем что	4	6
55	в себе	2	6
56	только в	3	6
57	то время	5	5
58	и как	3	5
59	на то	3	5
60	для этого	2	5
61	в своих	2	5
62	и все	3	5
63	но в	4	5
64	по своей	2	5
65	он не	3	5
66	так и	5	5
67	на основании	3	5
68	как мы	4	5
69	но не	2	4
70	в свою	2	4
71	только что	2	4
72	не в	6	4
73	при этом	5	4
74	время как	4	4
75	в котором	4	4
76	от до	2	4
77	все остальные	3	4
78	этом отношении	3	4
79	в результате	4	4
80	одну из	2	4
81	для всех	2	4
82	в одном	8	4
83	к этому	4	4
84	в чем	3	4
85	было бы	2	4
86	к тому	6	4
87	для себя	2	4
88	сих пор	2	4
89	как в	5	4
90	как раз	3	4
91	ни в	6	4
92	до сих	2	4
93	уже в	5	3
94	между и	6	3
95	все более	3	3
96	одного из	6	3
97	на все	2	3
98	что они	4	3
99	в первую	2	3
100	в их	4	3
101	который в	2	3
102	то и	2	3
103	и других	7	3
104	вовсе не	2	3
105	же самое	2	3
106	всяком случае	2	3
107	такой же	2	3
108	как известно	2	3
109	первую очередь	3	3
110	на две	2	3
111	все же	3	3
112	должны были	8	3
113	из которых	2	3
114	во всяком	2	3
115	могут быть	3	3
116	в которой	6	3
117	в области	2	3
118	ничего не	3	3
119	в противоположность	2	2
120	в частности	3	2
121	под именем	2	2
122	что у	2	2
123	в конце	6	2
124	от них	2	2
125	на этом	2	2
126	же время	4	2
127	несмотря на	4	2
128	вслед за	2	2
129	хотя и	3	2
130	один из	5	2
131	мы видели	2	2
132	не к	2	2
133	и таким	2	2
134	которых мы	2	2
135	и вот	4	2
136	и даже	5	2
137	а в	6	2
138	сам автор	2	2
139	тех же	2	2
140	как это	3	2
141	в известном	2	2
142	речь идет	3	2
143	главным образом	3	2
144	в них	3	2
145	в состоянии	2	2
146	к сожалению	2	2
147	ясно что	4	2
148	идет о	3	2
149	из всех	2	2
150	указывает на	2	2
151	за пределы	2	2
152	даже в	3	2
153	всего в	3	2
154	ее в	2	2
155	на него	4	2
156	того как	3	2
157	в течение	3	2
158	к этим	3	2
159	почти всегда	2	2
160	в виде	3	2
161	едва ли	7	2
162	одном из	4	2
