N	3gram	Vygotskiy__6	Psycholo
1	для того чтобы	8	19
2	на то что	4	16
3	в том что	19	14
4	в сущности говоря	4	8
5	к тому что	7	6
6	в зависимости от	5	6
7	заключается в том	5	6
8	так же точно	3	5
9	до сих пор	3	5
10	с другой стороны	2	5
11	по сравнению с	14	4
12	не только не	2	4
13	друг к другу	3	4
14	мы могли бы	9	4
15	то что он	2	3
16	в этом отношении	3	3
17	из того что	3	3
18	с самого начала	7	3
19	вместе с тем	2	3
20	то же самое	6	3
21	и то что	2	3
22	на этот вопрос	2	3
23	не в состоянии	2	3
24	можно было бы	5	3
25	с тем что	2	3
26	друг с другом	5	3
27	можно сказать что	6	2
28	бы сказать что	2	2
29	мы знаем что	3	2
30	совершенно очевидно что	2	2
31	одного и того	4	2
32	могли бы сказать	2	2
33	мы видим в	2	2
34	и того же	4	2
35	том что мы	2	2
36	так же как	6	2
37	ту же самую	2	2
38	состоит в том	2	2
39	принять во внимание	2	2
40	то что мы	2	2
41	именно потому что	2	2
42	с точки зрения	10	2
43	и той же	3	2
44	не может быть	2	2
45	таким образом мы	2	2
46	нам думается что	5	2
47	одной и той	3	2
48	в этом случае	2	2
49	потому что он	4	2
