N	2gram	Vygotskiy__2	Istorich
1	и в	32	24
2	что он	13	21
3	не только	12	21
4	и т	10	17
5	т д	2	16
6	может быть	18	14
7	не может	17	14
8	в этих	2	13
9	что в	20	13
10	мы имеем	4	12
11	как в	9	12
12	в этом	13	12
13	и здесь	2	12
14	но и	10	11
15	это не	2	10
16	том что	21	10
17	а в	4	10
18	и что	22	10
19	мы видим	4	10
20	с другой	3	9
21	не в	8	9
22	все же	4	9
23	о том	6	9
24	потому что	21	9
25	показывает что	3	8
26	еще не	2	8
27	что и	17	8
28	все это	5	8
29	другой стороны	2	8
30	то же	13	8
31	а не	7	8
32	так как	12	8
33	один из	3	7
34	в том	37	7
35	во всех	3	7
36	то что	21	7
37	вместе с	2	7
38	к нему	2	7
39	таким образом	21	7
40	тем что	9	6
41	с этой	4	6
42	об этом	3	6
43	для нас	2	6
44	как и	10	6
45	так же	18	6
46	но не	2	6
47	в нем	4	6
48	показывают что	2	6
49	он не	6	6
50	и все	4	6
51	того что	8	6
52	только в	7	6
53	как он	2	6
54	что это	8	6
55	ответ на	2	6
56	не менее	8	5
57	то это	3	5
58	отношение к	2	5
59	так и	3	5
60	что она	16	5
61	здесь мы	2	5
62	в чем	4	5
63	ничего не	4	5
64	имеем в	2	5
65	там где	2	5
66	но в	3	5
67	на вопрос	2	4
68	никогда не	9	4
69	что у	5	4
70	в состоянии	2	4
71	и говорит	2	4
72	вовсе не	2	4
73	тем не	4	4
74	по существу	3	4
75	при этом	13	4
76	после того	2	4
77	же как	4	4
78	с того	2	4
79	как бы	6	4
80	ли он	2	4
81	в их	3	4
82	и не	10	4
83	совершенно ясно	7	4
84	не имеет	4	4
85	в других	2	4
86	мы не	3	4
87	так в	2	4
88	точки зрения	17	4
89	в данном	4	4
90	мы должны	3	4
91	мы можем	3	4
92	с его	2	3
93	в них	2	3
94	тогда когда	3	3
95	представление о	3	3
96	на то	11	3
97	видим что	3	3
98	так что	3	3
99	что они	7	3
100	например в	3	3
101	эта форма	2	3
102	том чтобы	3	3
103	это происходит	2	3
104	не вполне	2	3
105	себе и	2	3
106	при помощи	10	3
107	когда он	10	3
108	сих пор	5	3
109	данном случае	4	3
110	в свете	2	3
111	этой точки	2	3
112	должны быть	3	3
113	и даже	5	3
114	и он	3	3
115	и по	4	3
116	и его	7	3
117	приходит к	3	3
118	но это	2	3
119	знаем что	4	3
120	он дает	2	3
121	в конце	3	3
122	того как	4	3
123	как только	2	2
124	из самых	2	2
125	согласиться с	2	2
126	для нее	2	2
127	тому что	4	2
128	думать что	3	2
129	того же	2	2
130	та же	3	2
131	и так	3	2
132	и от	2	2
133	же что	2	2
134	не могут	3	2
135	к которой	2	2
136	это означает	2	2
137	и ее	3	2
138	в то	5	2
139	мы знаем	7	2
140	ни в	2	2
141	в ее	2	2
142	что его	5	2
143	говорит о	2	2
144	такое же	2	2
145	это значит	3	2
146	в руках	2	2
147	то время	3	2
148	что при	9	2
149	она не	2	2
150	тот же	6	2
151	было бы	11	2
152	когда она	4	2
153	и тот	2	2
154	в действительности	4	2
155	на его	2	2
156	в самом	12	2
157	не имеют	2	2
158	он говорит	5	2
159	к ним	2	2
160	и когда	4	2
161	что тот	3	2
162	если в	2	2
163	тем более	2	2
164	и тем	4	2
165	из анализа	2	2
166	на том	2	2
167	во сне	2	2
168	на него	2	2
169	отличается от	2	2
170	вплоть до	2	2
171	точно так	3	2
172	в особенности	2	2
173	но эта	2	2
174	что не	3	2
175	и у	2	2
176	на этот	2	2
177	не так	2	2
178	в которой	2	2
179	как это	4	2
180	у того	2	2
181	увидим что	2	2
182	время как	3	2
183	что по	2	2
184	что этот	2	2
185	которые не	3	2
186	сказать что	7	2
187	в основе	11	2
188	из них	4	2
189	он в	3	2
190	с этим	4	2
191	но он	3	2
192	и на	5	2
193	этот вопрос	3	2
194	во всем	3	2
195	и другое	2	2
196	только на	5	2
197	все эти	7	2
198	и это	4	2
199	должен был	2	2
200	то чтобы	2	2
201	видит в	3	2
202	до сих	5	2
