N	2gram	Vygotskiy__6	Psycholo
1	и в	28	38
2	то что	28	35
3	все время	3	30
4	в том	28	25
5	в самом	8	25
6	самом деле	2	21
7	что в	17	20
8	может быть	13	19
9	и что	6	18
10	на то	4	16
11	точки зрения	13	16
12	если бы	7	14
13	том что	19	14
14	как бы	11	14
15	потому что	22	14
16	в этой	5	13
17	в этом	27	13
18	мы видим	7	12
19	было бы	9	12
20	не только	16	12
21	таким образом	18	12
22	не в	4	12
23	что он	18	11
24	в сущности	7	10
25	то же	7	10
26	же самое	6	10
27	и не	11	10
28	и все	5	10
29	с точки	10	9
30	того чтобы	10	9
31	все же	2	8
32	с тем	5	8
33	с этим	4	8
34	в одном	2	8
35	для нас	2	8
36	как и	6	8
37	так что	6	8
38	и как	6	8
39	как раз	6	8
40	из этого	2	8
41	но только	2	8
42	для того	8	8
43	и то	4	8
44	с другой	2	7
45	а не	3	7
46	мы можем	9	7
47	не может	19	7
48	показать что	5	7
49	что у	2	7
50	сущности говоря	4	7
51	как мы	10	7
52	а в	2	7
53	заключается в	7	7
54	мы уже	2	7
55	из них	2	6
56	и здесь	3	6
57	к тому	10	6
58	мы видели	8	6
59	с самого	7	6
60	до сих	3	6
61	она не	2	6
62	бы совершенно	2	6
63	один из	3	6
64	в котором	2	6
65	не имеет	6	6
66	тому что	11	6
67	он не	7	6
68	которых мы	2	6
69	уже из	2	6
70	так как	10	6
71	если мы	2	6
72	как это	3	6
73	и его	3	6
74	и на	5	6
75	в которых	2	6
76	самого начала	7	6
77	ясно что	4	6
78	там где	7	6
79	я не	4	5
80	казалось бы	2	5
81	в своем	7	5
82	на этом	4	5
83	несмотря на	2	5
84	иначе говоря	3	5
85	в своей	2	5
86	вместе с	7	5
87	но и	10	5
88	сих пор	3	5
89	другой стороны	2	5
90	в той	4	5
91	мы не	6	5
92	в другом	2	5
93	в его	3	5
94	могли бы	9	5
95	в которой	7	5
96	что если	2	4
97	никогда не	8	4
98	что эта	2	4
99	если он	2	4
100	мы могли	12	4
101	мысль что	2	4
102	что они	2	4
103	по своему	2	4
104	при этом	3	4
105	что с	3	4
106	когда он	2	4
107	во всех	4	4
108	но если	4	4
109	не могли	5	4
110	в нем	7	4
111	что и	4	4
112	ее в	2	4
113	раз в	3	4
114	в целом	3	4
115	как в	3	4
116	образом мы	2	4
117	все эти	2	4
118	того что	24	4
119	время как	5	4
120	в своих	3	4
121	сказать что	13	4
122	больше чем	3	4
123	и между	2	4
124	у него	2	4
125	до крайности	2	4
126	только в	18	4
127	и другое	2	4
128	в себе	4	4
129	как только	2	3
130	как на	3	3
131	были бы	2	3
132	в них	3	3
133	оба эти	3	3
134	из этих	3	3
135	что все	5	3
136	в такой	2	3
137	и к	6	3
138	но это	2	3
139	того же	7	3
140	в основе	3	3
141	все это	2	3
142	и только	3	3
143	который мы	4	3
144	всякий раз	3	3
145	и тем	5	3
146	того как	5	3
147	тем что	8	3
148	состоит в	2	3
149	из области	2	3
150	в то	6	3
151	бы в	3	3
152	его в	6	3
153	которое мы	2	3
154	в плане	3	3
155	но в	5	3
156	в данном	2	2
157	не могут	5	2
158	и более	2	2
159	видели что	3	2
160	и другие	2	2
161	была бы	2	2
162	все более	2	2
163	в этих	2	2
164	между собой	9	2
165	с этой	2	2
166	лежит в	3	2
167	что всякое	2	2
168	друг другу	2	2
169	показывает что	7	2
170	что оно	7	2
171	но что	4	2
172	что именно	2	2
173	иначе как	5	2
174	только что	2	2
175	остановиться на	3	2
176	увидим ниже	2	2
177	до конца	3	2
178	у нас	2	2
179	по существу	2	2
180	это есть	3	2
181	в силу	17	2
182	у них	2	2
183	есть в	3	2
184	очевидно что	3	2
185	что чем	2	2
186	только то	3	2
187	то время	6	2
188	животных и	2	2
189	для него	6	2
190	слов и	3	2
191	том как	2	2
192	же точно	3	2
193	они не	4	2
194	например в	4	2
195	должен был	3	2
196	но он	2	2
197	и той	3	2
198	по самому	2	2
199	совпадает с	4	2
200	развития и	10	2
201	для этого	2	2
202	но мы	3	2
203	не совпадает	2	2
204	он может	2	2
205	не иначе	4	2
206	видим в	2	2
207	имеет место	2	2
208	так точно	2	2
209	внимание на	2	2
210	целый ряд	4	2
211	так же	15	2
212	каждой новой	3	2
213	в одной	4	2
214	том смысле	2	2
215	нами в	2	2
216	отношения к	3	2
217	в совершенно	2	2
218	одной и	3	2
219	для всех	2	2
220	и наконец	2	2
221	сослаться на	3	2
222	и по	3	2
223	действия и	3	2
224	той же	4	2
225	в качестве	4	2
226	в конце	2	2
227	и следовательно	4	2
228	мы нашли	3	2
229	к его	2	2
230	представляет собой	3	2
231	но как	3	2
232	этого слова	2	2
233	представляют собой	3	2
234	на примере	3	2
235	когда мы	6	2
236	с ним	2	2
