N	2gram	Nazirov_Tv_1	Problemy
1	и в	21	43
2	и не	7	29
3	может быть	5	23
4	как бы	17	22
5	не может	4	18
6	у достоевского	28	14
7	но и	3	14
8	как и	12	14
9	и т	3	13
10	в этом	6	13
11	что он	6	13
12	в нем	3	12
13	в каждом	3	11
14	не в	2	11
15	не только	7	11
16	прежде всего	4	10
17	и на	7	10
18	но в	7	10
19	в его	13	10
20	никогда не	3	9
21	он не	8	9
22	т п	2	9
23	яков петрович	2	8
24	для него	6	8
25	то же	13	8
26	и его	6	8
27	или в	2	8
28	перед нами	2	7
29	в него	2	7
30	в самом	3	7
31	в то	15	7
32	то что	8	7
33	а не	5	7
34	в этих	2	6
35	в том	7	6
36	при этом	7	6
37	в котором	6	6
38	и наконец	2	6
39	и все	6	6
40	у него	7	6
41	макар девушкин	2	6
42	что я	3	6
43	приводит к	2	6
44	так сказать	2	6
45	так что	2	5
46	же время	12	5
47	хотя и	3	5
48	все это	10	5
49	таким образом	5	5
50	а в	6	5
51	и с	3	5
52	а что	2	5
53	вовсе не	5	5
54	о том	6	5
55	но не	3	5
56	самом деле	2	5
57	и он	2	5
58	в себе	2	5
59	героя и	2	5
60	я не	3	4
61	что в	12	4
62	в своем	4	4
63	с другой	3	4
64	к тому	2	4
65	до конца	2	4
66	но это	5	4
67	в направлении	2	4
68	же и	2	4
69	но он	2	4
70	человека в	6	4
71	так как	3	4
72	то есть	12	4
73	а как	2	4
74	с его	11	4
75	в своей	4	4
76	достоевского в	12	4
77	героев достоевского	3	4
78	в отличие	2	4
79	достоевский в	3	4
80	только в	5	4
81	далеко не	3	4
82	отличие от	2	4
83	не менее	6	3
84	в человеке	4	3
85	это не	4	3
86	в одной	2	3
87	он сам	6	3
88	достоевского не	6	3
89	такой же	2	3
90	в виду	2	3
91	здесь нет	2	3
92	в их	3	3
93	в одно	2	3
94	и даже	3	3
95	самим собой	4	3
96	для достоевского	4	3
97	творчестве достоевского	5	3
98	ни на	3	3
99	с ним	3	3
100	себя как	2	3
101	в жизни	2	3
102	в романах	13	3
103	не знает	2	3
104	в романе	10	3
105	того же	2	3
106	достоевского это	4	3
107	тот же	2	3
108	в бедных	5	3
109	со всеми	3	3
110	когда он	2	3
111	даже в	3	3
112	что и	2	3
113	все же	5	3
114	так и	2	3
115	только на	2	3
116	в себя	2	3
117	уже не	3	3
118	бедных людях	5	3
119	той же	3	3
120	в рассказе	3	3
121	в виде	3	3
122	могут быть	2	3
123	уже в	3	2
124	не был	3	2
125	романах достоевского	15	2
126	мире достоевского	3	2
127	так ли	2	2
128	та же	4	2
129	мысли и	4	2
130	переходит в	2	2
131	человека и	4	2
132	и среди	2	2
133	тем не	2	2
134	сливается с	3	2
135	достоевского он	2	2
136	и как	4	2
137	времени и	4	2
138	в глаза	2	2
139	из подполья	13	2
140	ту же	3	2
141	в целом	4	2
142	на том	2	2
143	достоевского и	3	2
144	здесь мы	2	2
145	того что	3	2
146	так же	3	2
147	в своих	5	2
148	сказать что	2	2
149	известно что	2	2
150	настоящее время	2	2
151	из них	2	2
152	в первом	2	2
153	я и	3	2
154	и та	2	2
155	об этом	2	2
156	а затем	2	2
157	в первой	2	2
158	одна из	2	2
159	достоевский не	4	2
160	не нужно	2	2
161	в повести	5	2
162	не могу	2	2
163	он говорит	3	2
164	для автора	2	2
165	дело в	3	2
166	ее в	3	2
167	как в	8	2
168	не во	2	2
169	еще более	2	2
170	том что	11	2
171	что не	2	2
172	хотя бы	5	2
173	в творчестве	6	2
