N	2gram	Vygotskiy__4	FransuaR
1	и в	20	56
2	в его	11	18
3	таким образом	25	17
4	все эти	5	15
5	в этом	24	14
6	в том	42	13
7	так и	5	13
8	и его	5	12
9	в этих	3	11
10	как бы	7	11
11	и т.п	2	11
12	то же	16	11
13	еще не	2	10
14	мы уже	5	10
15	только в	10	9
16	в самом	6	9
17	но и	9	9
18	и не	8	9
19	том что	35	8
20	по своему	4	8
21	в сущности	4	8
22	не только	15	8
23	в нем	2	8
24	и с	4	8
25	в частности	5	7
26	у него	2	7
27	уже говорили	2	7
28	как мы	13	7
29	и на	6	7
30	прежде всего	2	6
31	мы видим	10	6
32	в этой	3	6
33	в той	2	6
34	той же	6	6
35	потому что	12	6
36	на его	3	6
37	точки зрения	24	6
38	связи с	3	6
39	но в	3	6
40	но не	3	5
41	никогда не	5	5
42	в отношении	10	5
43	в условиях	3	5
44	как и	9	5
45	и другие	9	5
46	одним из	2	5
47	один из	3	5
48	мы видели	6	5
49	в процессе	27	5
50	что в	19	5
51	роль в	4	5
52	в результате	8	5
53	такой же	2	5
54	они не	2	5
55	в области	4	5
56	что все	3	4
57	и более	7	4
58	что это	2	4
59	в себе	10	4
60	в качестве	21	4
61	и к	5	4
62	в ней	2	4
63	даже в	2	4
64	в совершенно	3	4
65	с одной	9	4
66	при этом	12	4
67	и других	3	4
68	и понятий	2	4
69	того чтобы	7	4
70	в основе	17	4
71	их в	2	4
72	во всем	3	4
73	ту же	2	4
74	о том	5	4
75	по своей	6	4
76	так как	10	4
77	в которой	3	4
78	и которые	2	4
79	том числе	2	3
80	перед нами	5	3
81	видели что	2	3
82	в своем	4	3
83	не подлежит	3	3
84	и здесь	2	3
85	так что	3	3
86	может быть	12	3
87	одной из	3	3
88	а также	2	3
89	в настоящее	2	3
90	что и	9	3
91	то что	15	3
92	в их	12	3
93	в связи	3	3
94	не просто	2	3
95	с помощью	31	3
96	здесь мы	2	3
97	не в	4	3
98	мы наблюдаем	2	3
99	сказать что	6	3
100	между тем	9	3
101	настоящее время	2	3
102	и т.д	2	3
103	его к	4	3
104	слова и	5	3
105	бы в	3	3
106	к которому	3	3
107	в известном	2	2
108	основе их	3	2
109	только не	5	2
110	первый план	4	2
111	если бы	5	2
112	в виде	3	2
113	видим что	2	2
114	в нашем	4	2
115	на котором	2	2
116	в речи	4	2
117	с другой	12	2
118	это не	5	2
119	уже в	6	2
120	и во	3	2
121	это в	2	2
122	к этому	4	2
123	отражение в	2	2
124	что он	6	2
125	ни в	3	2
126	мы найдем	2	2
127	и как	9	2
128	этому вопросу	2	2
129	числе и	2	2
130	для него	2	2
131	одной стороны	9	2
132	было бы	8	2
133	в действительности	5	2
134	из них	4	2
135	себе и	3	2
136	а в	2	2
137	мы встречаем	2	2
138	между ними	4	2
139	что на	2	2
140	в развитии	25	2
141	все же	5	2
142	в своей	7	2
143	языке и	2	2
144	когда он	3	2
145	вместе с	8	2
146	самом деле	7	2
147	данном случае	2	2
148	только на	2	2
149	другой стороны	9	2
150	во всей	4	2
151	целый ряд	5	2
152	так же	11	2
153	не может	6	2
154	в каком	2	2
155	того как	2	2
156	а не	7	2
157	и отдельных	2	2
158	для того	5	2
159	к нему	2	2
160	и для	4	2
161	с точки	11	2
162	его в	6	2
163	и те	4	2
164	в слове	2	2
165	на одном	2	2
166	в данном	2	2
167	и то	10	2
168	с этой	4	2
169	также и	2	2
170	и при	4	2
171	что они	14	2
172	далеко не	2	2
173	что эти	2	2
174	с тем	6	2
175	он говорит	2	2
