N	3gram	Vygotskiy__7	Marksizm
1	с точки зрения	21	13
2	не может быть	4	10
3	по отношению к	5	8
4	в том что	13	6
5	для того чтобы	18	6
6	с самого начала	7	5
7	в самом деле	4	5
8	в свою очередь	2	5
9	в большинстве случаев	2	5
10	то же самое	5	5
11	смысле этого слова	3	4
12	на самом деле	2	4
13	к тому что	6	3
14	одно и то	3	3
15	с одной стороны	5	3
16	о том что	4	3
17	в отличие от	2	3
18	и то же	3	3
19	как мы видели	3	3
20	в направлении к	2	3
21	до сих пор	3	3
22	внутренней речи и	4	3
23	точки зрения самого	2	2
24	речи и в	3	2
25	том что он	2	2
26	ни в какой	2	2
27	на то что	4	2
28	в собственном смысле	3	2
29	и тем же	2	2
30	речи мы можем	2	2
31	одним и тем	2	2
32	одной стороны и	3	2
