N	2gram	Propp_Russ_2	FransuaR
1	и в	29	56
2	таким образом	6	17
3	все эти	3	15
4	в этом	11	14
5	в том	22	13
6	в то	2	12
7	в этих	3	11
8	до конца	3	11
9	как бы	18	11
10	в них	4	11
11	то же	4	11
12	еще не	6	10
13	но и	8	9
14	том что	22	8
15	не только	10	8
16	во всех	3	8
17	все это	10	8
18	и с	10	8
19	как мы	3	7
20	и на	6	7
21	прежде всего	2	6
22	в ее	3	6
23	в этой	3	6
24	потому что	5	6
25	связи с	2	6
26	и все	4	6
27	связаны с	3	6
28	но в	5	6
29	но не	5	5
30	никогда не	2	5
31	как и	11	5
32	и другие	14	5
33	одним из	2	5
34	один из	2	5
35	мы видели	7	5
36	что в	22	5
37	не было	2	5
38	во время	12	5
39	не был	2	4
40	что это	3	4
41	и ее	2	4
42	в качестве	3	4
43	с одной	2	4
44	при этом	6	4
45	и других	3	4
46	того чтобы	6	4
47	в свете	3	4
48	в своих	2	4
49	их в	4	4
50	во всем	2	4
51	о том	9	4
52	так как	13	4
53	одна из	11	4
54	в которой	2	4
55	видели что	4	3
56	в образе	2	3
57	как например	3	3
58	главным образом	3	3
59	так что	4	3
60	здесь в	2	3
61	кроме того	2	3
62	может быть	13	3
63	в некоторых	9	3
64	и о	3	3
65	а также	4	3
66	что и	2	3
67	то что	5	3
68	связь с	3	3
69	в форме	2	3
70	в их	2	3
71	что для	3	3
72	на них	4	3
73	там где	2	3
74	в году	3	3
75	здесь мы	2	3
76	уже не	4	3
77	не в	4	3
78	между тем	3	3
79	но он	3	3
80	на эту	2	3
81	в таких	3	3
82	характер в	2	3
83	в виде	4	2
84	из нее	2	2
85	о них	2	2
86	с другой	2	2
87	это не	5	2
88	в других	15	2
89	на самом	2	2
90	это в	2	2
91	к этому	5	2
92	и еще	2	2
93	говорит о	2	2
94	и как	2	2
95	совсем не	2	2
96	а на	9	2
97	то время	2	2
98	одной стороны	2	2
99	было бы	3	2
100	не имели	2	2
101	из них	4	2
102	а в	9	2
103	в церкви	2	2
104	что на	2	2
105	в котором	3	2
106	со смехом	2	2
107	на две	2	2
108	на украине	2	2
109	все же	2	2
110	в своей	2	2
111	вся эта	2	2
112	вместе с	6	2
113	дело не	2	2
114	данном случае	7	2
115	что она	3	2
116	смерти и	2	2
117	так же	4	2
118	не может	5	2
119	того как	2	2
120	образом в	2	2
121	а не	4	2
122	для того	6	2
123	из которых	2	2
124	к нему	4	2
125	и для	2	2
126	его в	8	2
127	мы не	6	2
128	в данном	6	2
129	и то	2	2
130	с этой	2	2
131	людей и	2	2
132	в которых	4	2
133	и при	2	2
134	начиная с	2	2
135	далеко не	4	2
136	с тем	6	2
137	в эту	3	2
