N	2gram	Vinokur_Ku_1	Myslijsy
1	потому что	23	49
2	для нас	2	31
3	и в	24	24
4	может быть	13	23
5	то что	9	20
6	и не	12	19
7	а не	8	18
8	в том	30	18
9	что в	17	16
10	по себе	2	15
11	не только	10	15
12	того же	4	14
13	при этом	6	13
14	было бы	15	13
15	не в	11	13
16	в слове	2	13
17	но не	5	12
18	не может	7	12
19	то же	8	12
20	если бы	9	11
21	что и	4	11
22	вместе с	7	11
23	только в	11	11
24	таким образом	12	11
25	в себе	3	10
26	так что	4	10
27	как в	4	10
28	тогда как	2	10
29	так как	9	10
30	тогда когда	6	10
31	вовсе не	10	9
32	в нем	4	9
33	как бы	7	9
34	но и	6	9
35	то и	2	9
36	под влиянием	3	8
37	а только	8	8
38	а в	5	8
39	том что	21	8
40	более или	3	8
41	или менее	3	8
42	и на	4	8
43	в этом	14	8
44	не могут	2	7
45	прежде всего	9	7
46	во всяком	5	7
47	всяком случае	5	7
48	как и	2	7
49	того что	9	7
50	между собою	2	7
51	тем что	8	7
52	с этим	4	7
53	того как	4	7
54	в состоянии	2	6
55	что если	2	6
56	связи с	7	6
57	с другой	7	6
58	в одном	3	6
59	не есть	4	6
60	и того	2	6
61	и как	2	6
62	свою очередь	3	6
63	в свою	3	6
64	тем не	4	6
65	и т	33	6
66	не было	3	6
67	не имеет	2	6
68	между тем	5	6
69	одного и	2	6
70	в то	2	6
71	этого слова	3	6
72	уже в	3	5
73	не менее	7	5
74	по крайней	5	5
75	с ним	5	5
76	по мере	3	5
77	крайней мере	5	5
78	же в	4	5
79	что они	4	5
80	тот же	2	5
81	что не	5	5
82	если б	2	5
83	на то	4	5
84	о том	9	5
85	так и	7	5
86	звуков и	2	5
87	в них	7	5
88	а потому	5	5
89	для того	16	5
90	из них	4	5
91	все же	12	5
92	в которой	6	5
93	никогда не	2	4
94	из этих	4	4
95	что он	6	4
96	мере того	3	4
97	уже не	8	4
98	до сих	4	4
99	внутренняя форма	2	4
100	еще не	5	4
101	и если	3	4
102	должны быть	2	4
103	в самом	10	4
104	между прочим	2	4
105	в котором	3	4
106	сих пор	4	4
107	что оно	3	4
108	если не	3	4
109	и сами	2	4
110	и что	5	4
111	тем самым	4	4
112	к языку	5	4
113	в таком	3	4
114	они не	3	4
115	там где	4	4
116	так сказать	5	4
117	с тем	5	4
118	но в	2	4
119	что это	5	3
120	смысле этого	3	3
121	так например	2	3
122	это не	7	3
123	оно не	3	3
124	и все	2	3
125	хотя и	3	3
126	то это	3	3
127	и при	2	3
128	очевидно что	3	3
129	и может	3	3
130	например в	5	3
131	относится к	2	3
132	в самой	4	3
133	в ней	6	3
134	если в	2	3
135	и тем	2	3
136	не с	3	3
137	слова и	4	3
138	в целом	4	3
139	себе в	3	3
140	со стороны	4	3
141	что она	3	3
142	только тогда	3	3
143	и тогда	4	3
144	что его	2	3
145	языка и	8	3
146	в языке	8	3
147	т п	18	3
148	мы говорим	2	3
149	т д	14	3
150	если мы	2	3
151	и для	2	3
152	как на	3	3
153	той же	3	3
154	рядом с	5	3
155	во многих	2	3
156	с ними	4	3
157	и то	3	3
158	одно из	2	3
159	в каком	2	3
160	как например	2	3
161	в этих	4	3
162	том как	3	3
163	этого не	2	2
164	в каждом	2	2
165	этом смысле	3	2
166	и есть	2	2
167	а то	2	2
168	и его	5	2
169	в какой	6	2
170	превращается в	2	2
171	хотя бы	10	2
172	что слово	3	2
173	не столько	2	2
174	что все	2	2
175	между ними	2	2
176	состоит в	3	2
177	вопрос о	2	2
178	значение и	2	2
179	в собственном	2	2
180	с его	4	2
181	вместе со	2	2
182	слова но	2	2
183	что язык	7	2
184	только потому	6	2
185	бы в	7	2
186	вкуса и	3	2
187	у нас	10	2
188	но все	2	2
189	все эти	6	2
190	есть в	4	2
191	так же	4	2
192	же время	2	2
193	связано с	3	2
194	что с	2	2
195	было в	2	2
196	в общем	3	2
197	но если	2	2
198	в его	12	2
199	и потому	4	2
200	как именно	2	2
201	не все	2	2
202	один из	4	2
203	нам не	3	2
204	не имеют	3	2
205	все это	6	2
206	другой стороны	6	2
207	внимание на	4	2
208	в связи	3	2
209	а а	3	2
210	а с	3	2
211	на самом	2	2
212	от себя	2	2
213	самом деле	9	2
214	того чтобы	17	2
215	что такое	6	2
216	мысли а	2	2
217	должно быть	3	2
218	как это	3	2
219	или в	2	2
220	по отношению	8	2
221	и здесь	3	2
222	тому что	3	2
223	то мы	3	2
224	не на	4	2
225	даже и	3	2
226	на более	2	2
227	о котором	2	2
228	во все	2	2
229	могли бы	2	2
230	слово с	2	2
231	к которому	3	2
232	а это	3	2
233	когда мы	2	2
234	это было	2	2
