N	2gram	Propp_Isto_5	VerxiiNi
1	и в	25	26
2	таким образом	9	22
3	с тем	8	18
4	вместе с	22	15
5	в этом	10	15
6	точки зрения	2	13
7	как бы	2	12
8	в том	6	11
9	после смерти	3	10
10	может быть	17	10
11	не только	13	10
12	и с	3	10
13	связи с	8	9
14	что в	8	9
15	но и	13	9
16	так как	11	9
17	с другой	9	8
18	но не	5	8
19	в индии	4	8
20	и не	11	8
21	связанные с	2	7
22	том что	8	7
23	но все	5	7
24	одной стороны	7	7
25	из них	2	7
26	к нему	3	7
27	то что	7	7
28	с одной	7	7
29	потому что	7	7
30	представление о	17	6
31	и потому	2	6
32	того же	2	6
33	несмотря на	2	6
34	что и	6	6
35	все же	10	6
36	все это	4	6
37	все эти	8	6
38	мы должны	4	6
39	о том	7	6
40	образом в	2	5
41	до сих	2	5
42	друг с	2	5
43	в его	12	5
44	никогда не	3	5
45	с другом	2	5
46	сих пор	2	5
47	так же	5	5
48	а не	2	5
49	того чтобы	3	5
50	для того	3	5
51	и для	2	5
52	в этих	6	4
53	попадает в	2	4
54	что все	4	4
55	и вместе	2	4
56	что он	22	4
57	в нем	7	4
58	из которых	2	4
59	не может	6	4
60	а в	3	4
61	то же	4	4
62	в течение	2	4
63	и что	8	4
64	и по	2	4
65	с другими	4	4
66	в которых	3	4
67	во время	7	4
68	в виде	9	4
69	он не	4	4
70	в то	3	4
71	только в	7	4
72	в этой	3	4
73	не менее	4	3
74	же как	4	3
75	что это	5	3
76	если бы	2	3
77	индии в	2	3
78	к этому	2	3
79	ясно что	5	3
80	можно сказать	2	3
81	так что	2	3
82	и как	3	3
83	и при	2	3
84	представляет собой	7	3
85	в качестве	7	3
86	если в	3	3
87	тем не	4	3
88	отношению к	2	3
89	когда он	2	3
90	с ней	2	3
91	оказывается что	2	3
92	в связи	4	3
93	уже не	11	3
94	того что	2	3
95	в которой	4	3
96	с этой	2	3
97	и таким	2	3
98	на нее	2	3
99	в других	2	3
100	уже в	2	2
101	к которым	2	2
102	из себя	4	2
103	превращается в	7	2
104	но когда	3	2
105	не как	4	2
106	тогда когда	2	2
107	в образе	5	2
108	прежде всего	6	2
109	не всегда	4	2
110	в свою	3	2
111	на то	2	2
112	от них	2	2
113	ему в	3	2
114	нами и	2	2
115	к его	2	2
116	и здесь	7	2
117	по существу	2	2
118	мы видели	7	2
119	так например	2	2
120	связано с	5	2
121	что мы	2	2
122	еще не	8	2
123	и из	3	2
124	должно было	2	2
125	но вместе	3	2
126	один из	2	2
127	жизни и	2	2
128	во всех	2	2
129	богом и	2	2
130	связь с	8	2
131	особенно в	2	2
132	если не	4	2
133	мы имеем	14	2
134	в одно	2	2
135	одним из	2	2
136	его не	3	2
137	и на	8	2
138	связан с	2	2
139	сказать что	2	2
140	не в	6	2
141	мы можем	2	2
142	когда человек	2	2
143	и все	3	2
144	и это	4	2
145	не потому	2	2
146	и действительно	5	2
147	из него	2	2
